customer_id,plan,industry,region,acquisition_channel,signup_date,churn_date,status,tenure_days,cohort,mrr_bwp,logins_per_week,features_adopted,sessions_per_month,onboarding_complete,support_tickets,nps_score,failed_payments,has_upgraded,has_downgraded,churn_probability,risk_level
TP-00856,Starter,Construction,Gaborone,Event,2024-12-21,,Active,100,2024,245,3.28,1,11.9,1,1,,1,0,0,0.6103,High
TP-00857,Starter,Construction,Francistown,Direct Sales,2024-07-23,,Active,251,2024,245,2.97,2,11.5,0,1,27.0,0,0,0,0.7368,Critical
TP-00858,Professional,Agriculture,Gaborone,Referral,2024-05-29,,Active,306,2024,798,5.69,5,38.0,1,4,75.0,0,0,0,0.02,Low
TP-00859,Starter,Hospitality,Francistown,Organic Search,2022-02-08,2022-04-20,Churned,71,2022,245,3.37,3,13.0,0,0,,1,0,0,0.6793,Critical
TP-00860,Starter,Construction,Gaborone,Event,2024-05-04,,Active,331,2024,245,3.73,0,22.7,1,2,53.0,2,0,0,0.5896,High
TP-00861,Professional,Healthcare,Gaborone,Social Media,2024-02-24,,Active,401,2024,798,7.03,4,15.4,1,1,,0,1,0,0.02,Low
TP-00862,Free,Education,Palapye,Partnership,2024-09-17,2025-01-17,Churned,122,2024,0,1.24,0,8.3,0,1,22.0,0,0,0,0.95,Critical
TP-00863,Professional,Agriculture,Maun,Partnership,2022-11-12,,Active,870,2022,798,2.01,6,9.5,0,2,32.0,1,1,0,0.2347,Low
TP-00864,Enterprise,Professional Services,Francistown,Referral,2022-03-04,,Active,1123,2022,2299,5.92,9,27.7,0,2,,0,1,0,0.02,Low
TP-00865,Starter,Agriculture,Lobatse,Social Media,2024-09-27,,Active,185,2024,245,3.56,4,8.7,1,1,,0,0,0,0.3572,Medium
TP-00866,Starter,Logistics,Gaborone,Social Media,2021-08-23,2021-09-22,Churned,30,2021,245,0.55,2,1.7,0,1,28.0,1,0,0,0.9131,Critical
TP-00867,Professional,Retail,Francistown,Social Media,2023-03-26,,Active,736,2023,798,2.0,7,6.3,0,5,11.0,0,0,0,0.4477,Medium
TP-00868,Starter,Agriculture,Gaborone,Social Media,2021-04-09,,Active,1452,2021,245,2.27,4,4.2,0,1,15.0,0,0,0,0.4361,Medium
TP-00869,Free,Hospitality,Palapye,Event,2022-08-12,2022-09-27,Churned,46,2022,0,2.28,3,11.4,0,1,,0,0,0,0.7045,Critical
TP-00870,Starter,Logistics,Lobatse,Direct Sales,2022-08-10,,Active,964,2022,245,4.98,2,29.3,1,2,,0,1,0,0.287,Medium
TP-00871,Starter,Professional Services,Gaborone,Partnership,2024-12-05,,Active,116,2024,245,2.75,3,10.7,1,0,,3,1,0,0.3618,Medium
TP-00872,Professional,Construction,Gaborone,Event,2021-07-06,,Active,1364,2021,798,6.46,6,30.4,0,0,13.0,0,0,0,0.0299,Low
TP-00873,Starter,Hospitality,Gaborone,Direct Sales,2024-03-23,,Active,373,2024,245,2.28,2,6.5,0,1,,0,1,0,0.5356,High
TP-00874,Starter,NGO,Gaborone,Referral,2023-12-07,2024-02-24,Churned,79,2023,245,0.0,3,0.0,0,2,57.0,0,1,0,0.5719,High
TP-00875,Starter,Hospitality,Maun,Direct Sales,2024-10-06,2025-03-30,Churned,175,2024,245,1.71,4,11.3,0,1,,0,0,0,0.6983,Critical
TP-00876,Starter,Education,Gaborone,Organic Search,2020-11-17,,Active,1595,2020,245,1.67,3,10.0,1,1,,0,0,0,0.5165,High
TP-00877,Enterprise,Logistics,Gaborone,Event,2020-12-11,,Active,1571,2020,2299,2.71,7,14.5,1,1,67.0,0,0,0,0.02,Low
TP-00878,Free,Professional Services,Maun,Partnership,2021-06-14,2021-07-14,Churned,30,2021,0,1.01,2,4.7,0,0,,0,0,0,0.95,Critical
TP-00879,Professional,Finance,Francistown,Partnership,2023-09-11,,Active,567,2023,798,6.12,5,32.4,1,1,,0,0,0,0.02,Low
TP-00880,Free,NGO,Maun,Organic Search,2023-07-12,2023-08-11,Churned,30,2023,0,3.52,1,20.3,0,0,13.0,0,0,1,0.95,Critical
TP-00881,Starter,Professional Services,Francistown,Organic Search,2020-11-21,2021-04-02,Churned,132,2020,245,2.31,3,10.5,0,2,70.0,1,0,0,0.5146,High
TP-00882,Free,Finance,Palapye,Social Media,2024-02-10,2024-04-13,Churned,63,2024,0,1.28,2,4.6,0,0,21.0,0,0,0,0.95,Critical
TP-00883,Professional,Education,Francistown,Partnership,2021-08-04,,Active,1335,2021,798,5.04,5,10.6,1,2,,2,1,0,0.02,Low
TP-00884,Free,Hospitality,Francistown,Referral,2023-09-25,2023-11-22,Churned,58,2023,0,1.49,3,2.1,0,0,8.0,0,0,0,0.8851,Critical
TP-00885,Free,Agriculture,Francistown,Referral,2022-08-29,2022-11-25,Churned,88,2022,0,3.53,1,20.8,0,0,,0,0,0,0.8707,Critical
TP-00886,Starter,Healthcare,Lobatse,Event,2024-01-14,,Active,442,2024,245,4.32,1,16.7,1,0,53.0,0,0,0,0.3718,Medium
TP-00887,Starter,Hospitality,Gaborone,Direct Sales,2022-07-17,2022-08-17,Churned,31,2022,245,2.73,2,12.7,1,3,,0,1,0,0.4689,High
TP-00888,Starter,Education,Palapye,Social Media,2021-03-27,,Active,1465,2021,245,4.88,2,15.7,0,2,46.0,0,1,0,0.4121,Medium
TP-00889,Free,Professional Services,Serowe,Organic Search,2021-05-26,2021-08-09,Churned,75,2021,0,2.82,3,17.5,0,0,,0,0,0,0.7063,Critical
TP-00890,Starter,Healthcare,Francistown,Partnership,2020-12-20,2021-11-11,Churned,326,2020,245,0.0,2,0.0,0,3,29.0,0,0,0,0.7932,Critical
TP-00891,Professional,Finance,Francistown,Direct Sales,2023-02-02,2023-03-09,Churned,35,2023,798,2.48,4,7.9,1,3,24.0,0,0,0,0.2066,Low
TP-00892,Starter,Healthcare,Gaborone,Event,2024-01-01,,Active,455,2024,245,1.66,4,12.2,0,4,,0,1,0,0.583,High
TP-00893,Free,Education,Serowe,Partnership,2022-01-09,2022-02-08,Churned,30,2022,0,2.16,1,8.7,0,0,17.0,0,0,0,0.9039,Critical
TP-00894,Professional,Healthcare,Gaborone,Social Media,2020-12-02,2021-02-13,Churned,73,2020,798,0.87,6,6.8,1,5,24.0,0,1,0,0.2102,Low
TP-00895,Starter,Professional Services,Maun,Partnership,2023-03-07,2023-06-11,Churned,96,2023,245,2.99,2,12.3,0,3,31.0,1,0,0,0.7697,Critical
TP-00896,Starter,Finance,Maun,Direct Sales,2020-06-29,,Active,1736,2020,245,2.15,5,6.8,0,1,,1,0,0,0.4711,High
TP-00897,Professional,Construction,Lobatse,Event,2023-05-18,,Active,683,2023,798,3.41,5,8.5,1,2,40.0,0,0,0,0.1452,Low
TP-00898,Professional,Hospitality,Gaborone,Referral,2023-04-19,,Active,712,2023,798,5.1,7,20.5,1,1,52.0,0,0,0,0.0305,Low
TP-00899,Enterprise,Education,Palapye,Referral,2023-06-10,2024-02-22,Churned,257,2023,2299,9.02,7,45.9,1,6,,0,1,0,0.02,Low
TP-00900,Starter,Agriculture,Gaborone,Social Media,2024-01-08,,Active,448,2024,245,2.73,1,17.4,0,0,,0,0,0,0.6333,High
TP-00901,Free,Retail,Francistown,Social Media,2022-02-02,2022-03-04,Churned,30,2022,0,0.0,2,0.0,0,0,42.0,0,0,0,0.95,Critical
TP-00902,Starter,Professional Services,Francistown,Referral,2022-09-20,2023-09-11,Churned,356,2022,245,1.79,3,9.1,1,1,30.0,0,1,0,0.4945,High
TP-00903,Free,Healthcare,Gaborone,Referral,2023-06-04,2023-07-04,Churned,30,2023,0,1.02,2,1.9,0,0,8.0,0,0,0,0.95,Critical
TP-00904,Starter,Education,Palapye,Event,2021-07-12,2021-09-02,Churned,52,2021,245,3.08,4,9.4,1,0,-7.0,2,1,0,0.4799,High
TP-00905,Free,Construction,Lobatse,Event,2021-11-27,2022-01-19,Churned,53,2021,0,1.84,2,4.4,1,0,14.0,0,0,0,0.9213,Critical
TP-00906,Professional,Agriculture,Francistown,Event,2022-08-06,,Active,968,2022,798,5.56,8,4.0,1,1,,0,0,0,0.02,Low
TP-00907,Free,Retail,Serowe,Referral,2020-09-15,2020-10-20,Churned,35,2020,0,1.76,2,6.8,0,0,15.0,0,0,0,0.95,Critical
TP-00908,Starter,Agriculture,Gaborone,Referral,2024-07-03,,Active,271,2024,245,3.57,2,16.9,0,2,22.0,1,0,0,0.7074,Critical
TP-00909,Free,Agriculture,Gaborone,Event,2024-10-21,2024-12-05,Churned,45,2024,0,1.25,0,3.0,0,1,,0,0,0,0.95,Critical
TP-00910,Starter,Construction,Gaborone,Direct Sales,2020-08-18,2020-12-02,Churned,106,2020,245,3.29,3,10.0,1,0,29.0,0,1,1,0.5437,High
TP-00911,Professional,Agriculture,Gaborone,Social Media,2024-05-04,,Active,331,2024,798,3.02,5,9.2,1,2,10.0,0,1,0,0.02,Low
TP-00912,Free,Healthcare,Gaborone,Social Media,2024-05-28,2024-06-27,Churned,30,2024,0,2.84,3,8.2,0,0,22.0,0,0,1,0.8562,Critical
TP-00913,Free,Education,Gaborone,Direct Sales,2021-12-26,2022-02-02,Churned,38,2021,0,3.03,2,16.1,0,0,22.0,0,0,0,0.886,Critical
TP-00914,Free,Retail,Maun,Referral,2022-04-10,2022-05-29,Churned,49,2022,0,0.9,0,2.2,0,0,,0,0,0,0.95,Critical
TP-00915,Starter,Construction,Maun,Referral,2023-09-10,,Active,568,2023,245,0.62,5,1.2,1,2,,0,1,0,0.3787,Medium
TP-00916,Starter,Construction,Gaborone,Direct Sales,2020-12-20,,Active,1562,2020,245,2.27,2,11.9,1,1,5.0,0,1,0,0.4665,High
TP-00917,Free,Hospitality,Gaborone,Referral,2022-10-05,,Active,908,2022,0,0.0,1,0.0,0,0,-12.0,0,0,0,0.95,Critical
TP-00918,Professional,Logistics,Francistown,Organic Search,2022-11-11,,Active,871,2022,798,6.23,3,25.1,1,1,34.0,0,0,0,0.02,Low
TP-00919,Free,NGO,Gaborone,Referral,2022-01-15,2022-02-14,Churned,30,2022,0,1.66,1,6.2,1,0,,0,0,0,0.9073,Critical
TP-00920,Starter,Finance,Lobatse,Referral,2022-11-14,2023-02-14,Churned,92,2022,245,3.34,2,20.7,0,1,3.0,1,0,0,0.6883,Critical
TP-00921,Free,Hospitality,Francistown,Partnership,2024-04-27,2024-05-27,Churned,30,2024,0,0.0,1,0.0,1,1,,0,0,0,0.8661,Critical
TP-00922,Professional,Healthcare,Maun,Partnership,2021-01-30,2021-08-27,Churned,209,2021,798,4.99,4,15.2,1,3,3.0,1,1,0,0.0885,Low
TP-00923,Free,Healthcare,Palapye,Social Media,2024-11-06,2025-02-06,Churned,92,2024,0,0.0,3,0.0,1,0,,0,0,0,0.7849,Critical
TP-00924,Starter,Education,Gaborone,Event,2023-06-30,,Active,640,2023,245,0.0,3,0.0,1,0,27.0,1,0,0,0.6993,Critical
TP-00925,Starter,Retail,Serowe,Referral,2024-07-06,2025-03-30,Churned,267,2024,245,1.46,2,5.9,0,1,-44.0,0,0,0,0.95,Critical
TP-00926,Free,Agriculture,Lobatse,Social Media,2023-12-05,2024-01-11,Churned,37,2023,0,2.91,2,11.5,0,0,,0,0,0,0.8408,Critical
TP-00927,Free,NGO,Francistown,Direct Sales,2021-04-15,2021-07-04,Churned,80,2021,0,0.33,2,0.9,0,0,,0,0,0,0.95,Critical
TP-00928,Starter,Hospitality,Gaborone,Direct Sales,2024-07-03,,Active,271,2024,245,3.77,3,6.3,1,4,6.0,0,1,0,0.3967,Medium
TP-00929,Starter,Construction,Gaborone,Organic Search,2022-10-22,,Active,891,2022,245,4.57,3,13.0,1,1,,0,0,1,0.3165,Medium
TP-00930,Starter,Agriculture,Gaborone,Organic Search,2020-06-28,2020-10-01,Churned,95,2020,245,1.61,5,7.6,0,1,,1,1,0,0.5492,High
TP-00931,Free,NGO,Gaborone,Organic Search,2024-11-08,2025-01-17,Churned,70,2024,0,0.0,2,0.0,1,1,,0,0,0,0.9229,Critical
TP-00932,Starter,Logistics,Serowe,Social Media,2022-04-11,2022-05-11,Churned,30,2022,245,0.48,2,0.8,1,1,31.0,1,0,0,0.8041,Critical
TP-00933,Free,Retail,Gaborone,Social Media,2020-12-28,2021-05-08,Churned,131,2020,0,0.62,1,3.4,0,1,,0,0,0,0.95,Critical
TP-00934,Free,Healthcare,Gaborone,Event,2022-07-28,2022-08-27,Churned,30,2022,0,3.48,1,26.5,0,0,,0,0,0,0.8454,Critical
TP-00935,Enterprise,Construction,Gaborone,Social Media,2022-06-02,,Active,1033,2022,2299,5.01,10,28.3,1,5,52.0,0,0,0,0.02,Low
TP-00936,Free,Agriculture,Francistown,Partnership,2021-06-07,2021-08-02,Churned,56,2021,0,0.95,2,3.2,0,0,25.0,0,0,0,0.95,Critical
TP-00937,Professional,Education,Palapye,Social Media,2023-03-20,2023-09-04,Churned,168,2023,798,2.34,6,11.8,1,2,,0,0,0,0.0962,Low
TP-00938,Enterprise,Hospitality,Serowe,Referral,2022-03-18,,Active,1109,2022,2299,4.54,10,20.6,1,1,98.0,0,0,0,0.02,Low
TP-00939,Professional,Professional Services,Francistown,Event,2021-12-23,,Active,1194,2021,798,5.47,6,15.3,1,3,50.0,0,1,0,0.02,Low
TP-00940,Starter,Agriculture,Francistown,Event,2022-04-14,2022-05-17,Churned,33,2022,245,0.55,4,1.8,1,0,,1,0,0,0.6429,High
TP-00941,Starter,Logistics,Francistown,Referral,2022-07-28,2022-08-27,Churned,30,2022,245,1.26,1,4.4,1,3,,0,0,0,0.7206,Critical
TP-00942,Free,Construction,Lobatse,Organic Search,2022-06-13,2022-09-25,Churned,104,2022,0,1.57,3,8.6,0,0,,0,0,0,0.8539,Critical
TP-00943,Free,Hospitality,Gaborone,Referral,2023-07-05,2023-08-04,Churned,30,2023,0,1.77,2,12.0,0,0,,0,0,0,0.95,Critical
TP-00944,Enterprise,Hospitality,Gaborone,Organic Search,2024-04-26,,Active,339,2024,2299,5.98,8,20.7,0,0,58.0,0,0,0,0.02,Low
TP-00945,Free,NGO,Palapye,Organic Search,2021-03-28,2021-04-27,Churned,30,2021,0,0.56,0,1.8,0,1,5.0,0,0,1,0.95,Critical
TP-00946,Free,Hospitality,Maun,Event,2022-02-04,2022-03-06,Churned,30,2022,0,2.44,0,13.5,0,1,,0,0,0,0.8191,Critical
TP-00947,Free,Professional Services,Gaborone,Event,2020-08-05,,Active,1699,2020,0,2.38,1,10.6,0,0,18.0,0,0,0,0.8166,Critical
TP-00948,Starter,Healthcare,Palapye,Partnership,2022-02-17,2022-05-15,Churned,87,2022,245,5.1,1,15.3,0,3,36.0,1,1,0,0.5254,High
TP-00949,Enterprise,Hospitality,Maun,Direct Sales,2023-11-20,,Active,497,2023,2299,9.2,10,46.2,1,2,56.0,0,0,0,0.02,Low
TP-00950,Starter,Logistics,Gaborone,Event,2022-09-08,2023-05-21,Churned,255,2022,245,3.88,2,16.5,0,2,49.0,0,0,0,0.6218,High
TP-00951,Free,Professional Services,Gaborone,Social Media,2020-07-28,2020-08-27,Churned,30,2020,0,0.8,2,1.6,1,1,60.0,0,0,1,0.95,Critical
TP-00952,Free,Construction,Francistown,Organic Search,2021-10-06,2021-11-05,Churned,30,2021,0,0.48,2,3.0,0,0,,0,0,0,0.95,Critical
TP-00953,Professional,Retail,Gaborone,Organic Search,2022-02-23,,Active,1132,2022,798,4.6,5,21.3,1,1,77.0,0,1,0,0.02,Low
TP-00954,Professional,Hospitality,Maun,Organic Search,2022-04-10,,Active,1086,2022,798,3.94,3,18.5,1,2,,1,1,0,0.2557,Medium
TP-00955,Free,NGO,Serowe,Direct Sales,2023-09-14,2023-10-14,Churned,30,2023,0,1.35,2,5.6,0,0,-10.0,0,0,0,0.95,Critical
TP-00956,Enterprise,Construction,Palapye,Event,2024-01-31,,Active,425,2024,2299,6.37,9,29.6,1,2,,0,0,0,0.02,Low
TP-00957,Enterprise,NGO,Maun,Social Media,2022-12-04,,Active,848,2022,2299,7.22,7,27.3,1,3,8.0,0,0,0,0.02,Low
TP-00958,Professional,Agriculture,Gaborone,Partnership,2023-10-26,,Active,522,2023,798,5.37,4,21.4,1,2,12.0,2,0,0,0.1566,Low
TP-00959,Professional,Hospitality,Serowe,Social Media,2023-06-26,,Active,644,2023,798,3.13,6,20.6,0,2,,0,0,0,0.1559,Low
TP-00960,Free,Professional Services,Gaborone,Social Media,2022-05-25,2022-06-24,Churned,30,2022,0,0.47,2,1.6,1,0,-7.0,0,0,0,0.95,Critical
TP-00961,Starter,Healthcare,Serowe,Direct Sales,2024-01-23,,Active,433,2024,245,4.05,4,14.0,0,2,,0,0,0,0.3085,Medium
TP-00962,Starter,Hospitality,Gaborone,Partnership,2023-12-02,2024-03-06,Churned,95,2023,245,2.78,4,14.4,0,0,22.0,0,0,0,0.5049,High
TP-00963,Professional,Retail,Francistown,Event,2020-09-25,2020-11-22,Churned,58,2020,798,3.85,3,24.0,0,0,59.0,1,0,0,0.5182,High
TP-00964,Free,Agriculture,Palapye,Referral,2022-08-05,2022-09-04,Churned,30,2022,0,0.54,1,2.6,0,1,,0,0,0,0.95,Critical
TP-00965,Starter,Logistics,Gaborone,Referral,2024-07-08,2024-08-12,Churned,35,2024,245,1.95,3,5.7,1,0,,0,0,0,0.5481,High
TP-00966,Starter,Construction,Maun,Direct Sales,2021-01-21,2021-04-29,Churned,98,2021,245,0.0,4,0.0,1,2,-16.0,1,1,0,0.6885,Critical
TP-00967,Free,Retail,Lobatse,Direct Sales,2020-10-06,2021-01-05,Churned,91,2020,0,0.0,1,0.0,0,1,-5.0,0,0,0,0.95,Critical
TP-00968,Enterprise,Agriculture,Gaborone,Event,2021-05-27,,Active,1404,2021,2299,2.74,10,11.5,1,4,36.0,0,0,0,0.0422,Low
TP-00969,Starter,Agriculture,Francistown,Event,2021-11-14,2021-12-15,Churned,31,2021,245,4.42,2,14.6,1,1,51.0,0,0,0,0.4127,Medium
TP-00970,Enterprise,Logistics,Francistown,Event,2024-10-23,,Active,159,2024,2299,5.6,8,19.4,1,1,,0,0,0,0.02,Low
TP-00971,Free,Retail,Francistown,Partnership,2021-07-12,,Active,1358,2021,0,0.08,2,0.5,1,0,,0,0,0,0.8776,Critical
TP-00972,Professional,Education,Gaborone,Direct Sales,2021-03-30,,Active,1462,2021,798,2.41,8,8.9,1,0,41.0,0,0,0,0.2049,Low
TP-00973,Free,Retail,Lobatse,Referral,2023-12-22,2024-01-21,Churned,30,2023,0,2.58,2,9.3,0,0,,0,0,1,0.95,Critical
TP-00974,Starter,Hospitality,Francistown,Referral,2022-05-14,2022-06-18,Churned,35,2022,245,0.84,3,2.1,1,2,39.0,0,0,0,0.6691,Critical
TP-00975,Free,Healthcare,Palapye,Partnership,2021-02-11,2021-03-13,Churned,30,2021,0,2.35,2,13.5,0,0,,0,0,0,0.8185,Critical
TP-00976,Starter,Education,Gaborone,Referral,2022-12-27,2023-01-26,Churned,30,2022,245,2.12,4,12.4,1,1,27.0,0,0,0,0.3999,Medium
TP-00977,Professional,Agriculture,Francistown,Event,2023-11-23,2025-01-18,Churned,422,2023,798,5.92,4,41.2,0,2,,1,1,0,0.255,Medium
TP-00978,Free,Agriculture,Gaborone,Event,2024-08-18,2024-09-27,Churned,40,2024,0,0.12,2,0.6,0,0,31.0,0,0,0,0.95,Critical
TP-00979,Professional,Healthcare,Palapye,Referral,2021-08-31,,Active,1308,2021,798,5.66,4,17.2,0,0,,0,1,0,0.1308,Low
TP-00980,Professional,Logistics,Gaborone,Event,2024-05-12,,Active,323,2024,798,1.25,7,1.2,0,2,27.0,0,0,0,0.303,Medium
TP-00981,Starter,Healthcare,Palapye,Social Media,2022-02-20,2022-06-10,Churned,110,2022,245,3.32,2,15.6,0,0,,1,0,0,0.7835,Critical
TP-00982,Free,Education,Serowe,Partnership,2024-07-28,,Active,246,2024,0,1.57,3,7.6,0,1,-1.0,0,0,0,0.95,Critical
TP-00983,Free,Agriculture,Gaborone,Event,2022-08-15,,Active,959,2022,0,0.94,3,2.9,0,0,,0,0,0,0.9192,Critical
TP-00984,Free,Education,Francistown,Direct Sales,2021-09-17,2021-11-11,Churned,55,2021,0,2.49,1,6.2,1,2,,0,0,0,0.7912,Critical
TP-00985,Professional,Healthcare,Serowe,Referral,2022-03-23,2023-03-03,Churned,345,2022,798,4.6,4,15.5,1,2,54.0,0,0,0,0.033,Low
TP-00986,Starter,Professional Services,Francistown,Organic Search,2024-07-30,2024-09-13,Churned,45,2024,245,3.8,3,22.0,0,0,,0,0,0,0.4411,Medium
TP-00987,Starter,Construction,Gaborone,Partnership,2021-10-16,2021-11-15,Churned,30,2021,245,2.28,2,9.0,0,1,,1,0,0,0.7658,Critical
TP-00988,Free,NGO,Palapye,Organic Search,2022-12-28,2023-02-19,Churned,53,2022,0,0.0,2,0.0,0,0,-2.0,0,0,0,0.95,Critical
TP-00989,Free,Professional Services,Francistown,Social Media,2021-07-31,2021-08-30,Churned,30,2021,0,2.43,3,7.6,0,0,45.0,0,0,1,0.9406,Critical
TP-00990,Starter,Agriculture,Palapye,Event,2022-12-11,2023-07-08,Churned,209,2022,245,3.87,2,29.5,0,3,-7.0,0,1,0,0.6751,Critical
TP-00991,Starter,Retail,Gaborone,Social Media,2022-05-12,2022-06-11,Churned,30,2022,245,2.09,3,4.1,0,1,,1,0,0,0.5952,High
TP-00992,Free,Retail,Francistown,Referral,2021-08-17,2022-01-26,Churned,162,2021,0,1.26,2,6.7,0,0,6.0,0,0,0,0.9387,Critical
TP-00993,Free,Hospitality,Gaborone,Direct Sales,2021-07-14,2021-09-24,Churned,72,2021,0,0.29,1,1.2,0,1,13.0,0,0,0,0.95,Critical
TP-00994,Starter,Agriculture,Palapye,Social Media,2021-05-21,2022-06-29,Churned,404,2021,245,0.32,2,1.3,1,2,,1,0,0,0.8936,Critical
TP-00995,Professional,NGO,Gaborone,Referral,2024-06-18,,Active,286,2024,798,1.65,5,6.2,1,2,,0,0,0,0.2786,Medium
TP-00996,Starter,Agriculture,Gaborone,Social Media,2022-07-06,,Active,999,2022,245,5.16,2,29.2,0,0,,1,0,0,0.5264,High
TP-00997,Free,Agriculture,Gaborone,Event,2023-05-23,2023-06-22,Churned,30,2023,0,2.01,1,1.7,0,0,8.0,0,0,0,0.8188,Critical
TP-00998,Free,Education,Gaborone,Social Media,2021-02-06,2021-05-14,Churned,97,2021,0,0.85,3,5.3,1,2,,0,0,0,0.8435,Critical
TP-00999,Starter,Education,Palapye,Partnership,2020-10-14,,Active,1629,2020,245,2.54,4,12.3,1,2,,0,0,1,0.5204,High
TP-01000,Professional,Professional Services,Francistown,Event,2022-10-12,,Active,901,2022,798,4.62,8,9.9,1,3,48.0,0,0,0,0.02,Low
TP-01001,Free,Logistics,Francistown,Social Media,2022-10-11,2022-11-10,Churned,30,2022,0,2.92,3,12.4,1,1,-6.0,0,0,0,0.6753,Critical
TP-01002,Free,NGO,Lobatse,Direct Sales,2022-01-04,2022-02-06,Churned,33,2022,0,3.47,1,19.2,1,0,,0,0,1,0.8841,Critical
TP-01003,Starter,Education,Francistown,Organic Search,2023-01-19,,Active,802,2023,245,4.12,1,19.8,1,0,,0,0,0,0.3809,Medium
TP-01004,Free,NGO,Gaborone,Social Media,2024-04-27,2024-06-17,Churned,51,2024,0,0.42,1,2.1,0,1,15.0,0,0,0,0.95,Critical
TP-01005,Professional,NGO,Gaborone,Referral,2020-09-06,,Active,1667,2020,798,5.05,5,16.9,0,3,62.0,0,0,0,0.0914,Low
TP-01006,Free,Education,Serowe,Partnership,2020-06-11,2020-07-11,Churned,30,2020,0,3.03,2,12.0,0,0,,0,0,0,0.8009,Critical
TP-01007,Free,Healthcare,Gaborone,Social Media,2024-04-09,2024-05-09,Churned,30,2024,0,2.96,2,10.3,0,1,,0,0,0,0.8605,Critical
TP-01008,Free,Hospitality,Serowe,Direct Sales,2023-12-27,2024-01-26,Churned,30,2023,0,2.01,1,5.6,0,0,-19.0,0,0,0,0.95,Critical
TP-01009,Starter,Healthcare,Gaborone,Event,2023-02-14,2023-03-28,Churned,42,2023,245,0.79,2,5.6,1,0,40.0,0,1,1,0.6842,Critical
TP-01010,Professional,Construction,Maun,Organic Search,2023-03-10,,Active,752,2023,798,5.45,3,30.8,1,2,27.0,1,1,0,0.0608,Low
TP-01011,Free,Professional Services,Gaborone,Partnership,2024-09-07,2024-10-07,Churned,30,2024,0,0.69,2,2.6,0,0,,0,0,0,0.95,Critical
TP-01012,Starter,Hospitality,Gaborone,Social Media,2022-07-30,2022-08-29,Churned,30,2022,245,2.02,1,12.1,0,0,,0,0,0,0.6707,Critical
TP-01013,Free,Hospitality,Maun,Partnership,2024-01-19,2024-02-18,Churned,30,2024,0,0.0,1,0.0,1,1,-12.0,0,0,1,0.95,Critical
TP-01014,Free,Logistics,Maun,Direct Sales,2022-05-22,2022-06-21,Churned,30,2022,0,2.37,1,9.0,0,0,,0,0,1,0.95,Critical
TP-01015,Free,Finance,Gaborone,Social Media,2020-09-17,2020-10-17,Churned,30,2020,0,0.0,2,0.0,0,0,25.0,0,0,1,0.95,Critical
TP-01016,Free,Hospitality,Francistown,Partnership,2023-10-28,2023-11-27,Churned,30,2023,0,2.14,2,8.3,0,0,36.0,0,0,0,0.9117,Critical
TP-01017,Enterprise,Construction,Gaborone,Organic Search,2023-08-23,,Active,586,2023,2299,6.68,7,14.4,1,3,58.0,0,1,0,0.02,Low
TP-01018,Free,Professional Services,Gaborone,Event,2021-12-02,2022-01-01,Churned,30,2021,0,2.55,2,7.0,0,1,27.0,0,0,0,0.9051,Critical
TP-01019,Starter,Healthcare,Maun,Organic Search,2021-06-15,2022-02-05,Churned,235,2021,245,0.18,2,0.5,0,5,,1,0,0,0.95,Critical
TP-01020,Free,Hospitality,Gaborone,Direct Sales,2021-03-18,2021-04-17,Churned,30,2021,0,2.19,3,11.0,0,0,,0,0,0,0.6837,Critical
TP-01021,Enterprise,Professional Services,Gaborone,Organic Search,2023-09-30,,Active,548,2023,2299,3.75,10,24.9,1,2,77.0,0,1,0,0.02,Low
TP-01022,Free,Healthcare,Serowe,Partnership,2023-03-28,2023-04-27,Churned,30,2023,0,3.43,2,0.8,1,0,26.0,0,0,1,0.8677,Critical
TP-01023,Professional,Logistics,Francistown,Social Media,2023-06-23,,Active,647,2023,798,3.84,6,22.9,1,1,45.0,0,0,0,0.1372,Low
TP-01024,Professional,NGO,Francistown,Social Media,2024-04-05,,Active,360,2024,798,5.4,5,19.6,1,3,,0,1,0,0.02,Low
TP-01025,Free,Hospitality,Gaborone,Organic Search,2021-10-14,2021-11-13,Churned,30,2021,0,1.64,1,9.1,0,1,,0,0,0,0.95,Critical
TP-01026,Free,Professional Services,Lobatse,Event,2024-03-22,2024-04-21,Churned,30,2024,0,0.77,1,2.3,0,0,,0,0,0,0.95,Critical
TP-01027,Free,Education,Palapye,Direct Sales,2023-09-20,2023-12-19,Churned,90,2023,0,0.0,0,0.0,0,0,,0,0,0,0.95,Critical
TP-01028,Starter,Agriculture,Serowe,Partnership,2024-11-10,,Active,141,2024,245,3.72,3,9.9,0,1,27.0,0,0,0,0.4924,High
TP-01029,Starter,Hospitality,Francistown,Social Media,2023-11-30,2024-11-03,Churned,339,2023,245,2.64,4,14.1,0,2,63.0,0,0,1,0.6178,High
TP-01030,Professional,Professional Services,Gaborone,Social Media,2020-06-11,2022-07-08,Churned,757,2020,798,0.0,4,0.0,1,1,,0,1,0,0.3423,Medium
TP-01031,Free,Healthcare,Serowe,Partnership,2024-02-23,2024-03-24,Churned,30,2024,0,2.02,2,10.5,0,0,,0,0,0,0.8449,Critical
TP-01032,Starter,Professional Services,Gaborone,Organic Search,2023-01-26,,Active,795,2023,245,4.36,3,9.7,0,1,33.0,0,0,0,0.3084,Medium
