date,day_of_week,shift,department,patients_arrived,staff_on_duty,wait_time_min
2025-08-16,Saturday,Night (11pm-7am),Emergency,38,7,27.8
2025-08-16,Saturday,Morning (7am-3pm),Outpatient,25,5,23.3
2025-08-16,Saturday,Afternoon (3pm-11pm),Outpatient,19,4,5.0
2025-08-16,Saturday,Night (11pm-7am),Outpatient,0,1,5.0
2025-08-16,Saturday,Morning (7am-3pm),Surgery,6,3,11.0
2025-08-16,Saturday,Afternoon (3pm-11pm),Surgery,4,1,21.4
2025-08-16,Saturday,Night (11pm-7am),Surgery,2,1,5.0
2025-08-16,Saturday,Morning (7am-3pm),Maternity,11,3,18.8
2025-08-16,Saturday,Afternoon (3pm-11pm),Maternity,16,4,18.6
2025-08-16,Saturday,Night (11pm-7am),Maternity,10,2,15.5
2025-08-16,Saturday,Morning (7am-3pm),Pediatrics,22,3,26.6
2025-08-16,Saturday,Afternoon (3pm-11pm),Pediatrics,26,5,19.4
2025-08-16,Saturday,Night (11pm-7am),Pediatrics,12,1,32.6
2025-08-16,Saturday,Morning (7am-3pm),ICU,9,3,10.2
2025-08-16,Saturday,Afternoon (3pm-11pm),ICU,6,3,5.0
2025-08-16,Saturday,Night (11pm-7am),ICU,9,3,9.6
2025-08-17,Sunday,Morning (7am-3pm),Emergency,56,8,10.9
2025-08-17,Sunday,Afternoon (3pm-11pm),Emergency,65,10,17.4
2025-08-17,Sunday,Night (11pm-7am),Emergency,47,7,25.7
2025-08-17,Sunday,Morning (7am-3pm),Outpatient,30,7,13.0
2025-08-17,Sunday,Afternoon (3pm-11pm),Outpatient,23,4,23.9
2025-08-17,Sunday,Night (11pm-7am),Outpatient,0,1,14.7
2025-08-17,Sunday,Morning (7am-3pm),Surgery,6,1,10.4
2025-08-17,Sunday,Afternoon (3pm-11pm),Surgery,5,1,16.1
2025-08-17,Sunday,Night (11pm-7am),Surgery,2,1,5.0
2025-08-17,Sunday,Morning (7am-3pm),Maternity,9,2,24.4
2025-08-17,Sunday,Afternoon (3pm-11pm),Maternity,12,4,21.7
2025-08-17,Sunday,Night (11pm-7am),Maternity,10,2,14.3
2025-08-17,Sunday,Morning (7am-3pm),Pediatrics,24,4,10.6
2025-08-17,Sunday,Afternoon (3pm-11pm),Pediatrics,21,4,34.8
2025-08-17,Sunday,Night (11pm-7am),Pediatrics,14,2,32.9
2025-08-17,Sunday,Morning (7am-3pm),ICU,10,5,5.0
2025-08-17,Sunday,Afternoon (3pm-11pm),ICU,6,3,16.3
2025-08-17,Sunday,Night (11pm-7am),ICU,6,2,22.9
2025-08-18,Monday,Morning (7am-3pm),Emergency,37,7,10.4
2025-08-18,Monday,Afternoon (3pm-11pm),Emergency,55,10,14.6
2025-08-18,Monday,Night (11pm-7am),Emergency,26,4,22.5
2025-08-18,Monday,Morning (7am-3pm),Outpatient,86,20,5.0
2025-08-18,Monday,Afternoon (3pm-11pm),Outpatient,66,16,5.0
2025-08-18,Monday,Night (11pm-7am),Outpatient,0,1,5.0
2025-08-18,Monday,Morning (7am-3pm),Surgery,8,3,19.7
2025-08-18,Monday,Afternoon (3pm-11pm),Surgery,5,1,18.6
2025-08-18,Monday,Night (11pm-7am),Surgery,2,1,5.5
2025-08-18,Monday,Morning (7am-3pm),Maternity,8,3,5.0
2025-08-18,Monday,Afternoon (3pm-11pm),Maternity,14,3,15.1
2025-08-18,Monday,Night (11pm-7am),Maternity,9,3,5.0
2025-08-18,Monday,Morning (7am-3pm),Pediatrics,28,4,18.4
2025-08-18,Monday,Afternoon (3pm-11pm),Pediatrics,23,5,7.5
2025-08-18,Monday,Night (11pm-7am),Pediatrics,12,3,5.3
2025-08-18,Monday,Morning (7am-3pm),ICU,7,3,5.0
2025-08-18,Monday,Afternoon (3pm-11pm),ICU,9,3,7.2
2025-08-18,Monday,Night (11pm-7am),ICU,8,5,8.1
2025-08-19,Tuesday,Morning (7am-3pm),Emergency,36,7,14.2
2025-08-19,Tuesday,Afternoon (3pm-11pm),Emergency,56,9,26.3
2025-08-19,Tuesday,Night (11pm-7am),Emergency,35,6,6.9
2025-08-19,Tuesday,Morning (7am-3pm),Outpatient,104,26,34.6
2025-08-19,Tuesday,Afternoon (3pm-11pm),Outpatient,67,15,18.5
2025-08-19,Tuesday,Night (11pm-7am),Outpatient,0,1,12.7
2025-08-19,Tuesday,Morning (7am-3pm),Surgery,7,1,27.0
2025-08-19,Tuesday,Afternoon (3pm-11pm),Surgery,5,1,14.0
2025-08-19,Tuesday,Night (11pm-7am),Surgery,1,1,7.7
2025-08-19,Tuesday,Morning (7am-3pm),Maternity,12,4,10.0
2025-08-19,Tuesday,Afternoon (3pm-11pm),Maternity,18,5,21.1
2025-08-19,Tuesday,Night (11pm-7am),Maternity,12,4,18.1
2025-08-19,Tuesday,Morning (7am-3pm),Pediatrics,30,5,23.0
2025-08-19,Tuesday,Afternoon (3pm-11pm),Pediatrics,23,4,24.6
2025-08-19,Tuesday,Night (11pm-7am),Pediatrics,15,2,30.6
2025-08-19,Tuesday,Morning (7am-3pm),ICU,8,4,16.8
2025-08-19,Tuesday,Afternoon (3pm-11pm),ICU,9,3,11.0
2025-08-19,Tuesday,Night (11pm-7am),ICU,6,2,11.6
2025-08-20,Wednesday,Morning (7am-3pm),Emergency,43,8,10.9
2025-08-20,Wednesday,Afternoon (3pm-11pm),Emergency,56,8,18.3
2025-08-20,Wednesday,Night (11pm-7am),Emergency,36,6,8.5
2025-08-20,Wednesday,Morning (7am-3pm),Outpatient,73,18,20.0
2025-08-20,Wednesday,Afternoon (3pm-11pm),Outpatient,55,14,5.0
2025-08-20,Wednesday,Night (11pm-7am),Outpatient,0,1,7.3
2025-08-20,Wednesday,Morning (7am-3pm),Surgery,7,2,6.7
2025-08-20,Wednesday,Afternoon (3pm-11pm),Surgery,4,2,5.0
2025-08-20,Wednesday,Night (11pm-7am),Surgery,2,1,5.0
2025-08-20,Wednesday,Morning (7am-3pm),Maternity,12,2,20.2
2025-08-20,Wednesday,Afternoon (3pm-11pm),Maternity,15,3,19.0
2025-08-20,Wednesday,Night (11pm-7am),Maternity,9,2,5.0
2025-08-20,Wednesday,Morning (7am-3pm),Pediatrics,25,5,9.0
2025-08-20,Wednesday,Afternoon (3pm-11pm),Pediatrics,27,6,24.0
2025-08-20,Wednesday,Night (11pm-7am),Pediatrics,19,2,19.5
2025-08-20,Wednesday,Morning (7am-3pm),ICU,6,2,5.9
2025-08-20,Wednesday,Afternoon (3pm-11pm),ICU,8,5,19.0
2025-08-20,Wednesday,Night (11pm-7am),ICU,9,3,11.5
2025-08-21,Thursday,Morning (7am-3pm),Emergency,40,6,20.5
2025-08-21,Thursday,Afternoon (3pm-11pm),Emergency,64,10,17.1
2025-08-21,Thursday,Night (11pm-7am),Emergency,29,5,22.4
2025-08-21,Thursday,Morning (7am-3pm),Outpatient,87,20,5.2
2025-08-21,Thursday,Afternoon (3pm-11pm),Outpatient,45,10,7.8
2025-08-21,Thursday,Night (11pm-7am),Outpatient,0,1,6.2
2025-08-21,Thursday,Morning (7am-3pm),Surgery,7,3,20.5
2025-08-21,Thursday,Afternoon (3pm-11pm),Surgery,5,2,5.0
2025-08-21,Thursday,Night (11pm-7am),Surgery,1,1,5.0
2025-08-21,Thursday,Morning (7am-3pm),Maternity,12,3,5.0
2025-08-21,Thursday,Afternoon (3pm-11pm),Maternity,11,3,7.5
2025-08-21,Thursday,Night (11pm-7am),Maternity,9,2,15.5
2025-08-21,Thursday,Morning (7am-3pm),Pediatrics,36,6,27.0
2025-08-21,Thursday,Afternoon (3pm-11pm),Pediatrics,20,4,44.2
2025-08-21,Thursday,Night (11pm-7am),Pediatrics,14,1,57.9
2025-08-21,Thursday,Morning (7am-3pm),ICU,4,1,21.6
2025-08-21,Thursday,Afternoon (3pm-11pm),ICU,8,5,17.5
2025-08-21,Thursday,Night (11pm-7am),ICU,6,4,14.7
2025-08-22,Friday,Morning (7am-3pm),Emergency,36,5,26.4
2025-08-22,Friday,Afternoon (3pm-11pm),Emergency,60,11,5.0
2025-08-22,Friday,Night (11pm-7am),Emergency,32,6,21.2
2025-08-22,Friday,Morning (7am-3pm),Outpatient,96,24,31.4
2025-08-22,Friday,Afternoon (3pm-11pm),Outpatient,58,15,17.7
2025-08-22,Friday,Night (11pm-7am),Outpatient,0,1,5.0
2025-08-22,Friday,Morning (7am-3pm),Surgery,9,3,19.0
2025-08-22,Friday,Afternoon (3pm-11pm),Surgery,8,3,5.0
2025-08-22,Friday,Night (11pm-7am),Surgery,2,1,17.5
2025-08-22,Friday,Morning (7am-3pm),Maternity,12,2,23.6
2025-08-22,Friday,Afternoon (3pm-11pm),Maternity,15,3,5.0
2025-08-22,Friday,Night (11pm-7am),Maternity,11,3,19.8
2025-08-22,Friday,Morning (7am-3pm),Pediatrics,25,6,17.0
2025-08-22,Friday,Afternoon (3pm-11pm),Pediatrics,26,5,5.0
2025-08-22,Friday,Night (11pm-7am),Pediatrics,13,2,18.9
2025-08-22,Friday,Morning (7am-3pm),ICU,6,4,7.1
2025-08-22,Friday,Afternoon (3pm-11pm),ICU,10,6,5.2
2025-08-22,Friday,Night (11pm-7am),ICU,10,6,16.8
2025-08-23,Saturday,Morning (7am-3pm),Emergency,53,7,16.2
2025-08-23,Saturday,Afternoon (3pm-11pm),Emergency,74,12,10.8
2025-08-23,Saturday,Night (11pm-7am),Emergency,48,8,9.7
2025-08-23,Saturday,Morning (7am-3pm),Outpatient,34,9,5.0
2025-08-23,Saturday,Afternoon (3pm-11pm),Outpatient,28,7,23.4
2025-08-23,Saturday,Night (11pm-7am),Outpatient,0,1,5.0
2025-08-23,Saturday,Morning (7am-3pm),Surgery,9,3,17.2
2025-08-23,Saturday,Afternoon (3pm-11pm),Surgery,8,1,25.9
2025-08-23,Saturday,Night (11pm-7am),Surgery,1,1,5.0
2025-08-23,Saturday,Morning (7am-3pm),Maternity,12,2,29.7
2025-08-23,Saturday,Afternoon (3pm-11pm),Maternity,16,4,7.4
2025-08-23,Saturday,Night (11pm-7am),Maternity,11,1,37.2
2025-08-23,Saturday,Morning (7am-3pm),Pediatrics,23,3,35.5
2025-08-23,Saturday,Afternoon (3pm-11pm),Pediatrics,29,6,18.1
2025-08-23,Saturday,Night (11pm-7am),Pediatrics,14,3,8.4
2025-08-23,Saturday,Morning (7am-3pm),ICU,8,3,9.9
2025-08-23,Saturday,Afternoon (3pm-11pm),ICU,7,2,11.1
2025-08-23,Saturday,Night (11pm-7am),ICU,6,2,7.9
2025-08-24,Sunday,Morning (7am-3pm),Emergency,52,8,5.6
2025-08-24,Sunday,Afternoon (3pm-11pm),Emergency,66,10,11.2
2025-08-24,Sunday,Night (11pm-7am),Emergency,36,5,30.3
2025-08-24,Sunday,Morning (7am-3pm),Outpatient,35,8,17.8
2025-08-24,Sunday,Afternoon (3pm-11pm),Outpatient,28,6,24.5
2025-08-24,Sunday,Night (11pm-7am),Outpatient,0,1,5.0
2025-08-24,Sunday,Morning (7am-3pm),Surgery,7,3,6.8
2025-08-24,Sunday,Afternoon (3pm-11pm),Surgery,6,1,24.4
2025-08-24,Sunday,Night (11pm-7am),Surgery,1,1,5.0
2025-08-24,Sunday,Morning (7am-3pm),Maternity,10,1,24.2
2025-08-24,Sunday,Afternoon (3pm-11pm),Maternity,15,2,24.4
2025-08-24,Sunday,Night (11pm-7am),Maternity,8,2,7.8
2025-08-24,Sunday,Morning (7am-3pm),Pediatrics,29,5,21.4
2025-08-24,Sunday,Afternoon (3pm-11pm),Pediatrics,23,5,9.0
2025-08-24,Sunday,Night (11pm-7am),Pediatrics,12,3,5.6
2025-08-24,Sunday,Morning (7am-3pm),ICU,10,5,8.6
2025-08-24,Sunday,Afternoon (3pm-11pm),ICU,8,3,18.5
2025-08-24,Sunday,Night (11pm-7am),ICU,7,2,5.0
2025-08-25,Monday,Morning (7am-3pm),Emergency,47,6,9.6
2025-08-25,Monday,Afternoon (3pm-11pm),Emergency,50,8,18.9
2025-08-25,Monday,Night (11pm-7am),Emergency,33,4,22.4
2025-08-25,Monday,Morning (7am-3pm),Outpatient,107,25,11.3
2025-08-25,Monday,Afternoon (3pm-11pm),Outpatient,46,11,22.5
2025-08-25,Monday,Night (11pm-7am),Outpatient,0,1,9.1
2025-08-25,Monday,Morning (7am-3pm),Surgery,9,2,9.6
2025-08-25,Monday,Afternoon (3pm-11pm),Surgery,5,1,14.3
2025-08-25,Monday,Night (11pm-7am),Surgery,2,1,6.7
2025-08-25,Monday,Morning (7am-3pm),Maternity,9,3,8.5
2025-08-25,Monday,Afternoon (3pm-11pm),Maternity,15,3,6.7
2025-08-25,Monday,Night (11pm-7am),Maternity,11,3,15.9
2025-08-25,Monday,Morning (7am-3pm),Pediatrics,31,5,21.3
2025-08-25,Monday,Afternoon (3pm-11pm),Pediatrics,22,3,21.6
2025-08-25,Monday,Night (11pm-7am),Pediatrics,12,3,10.2
2025-08-25,Monday,Morning (7am-3pm),ICU,8,5,5.0
2025-08-25,Monday,Afternoon (3pm-11pm),ICU,9,5,10.4
2025-08-25,Monday,Night (11pm-7am),ICU,8,3,6.3
2025-08-26,Tuesday,Morning (7am-3pm),Emergency,51,8,23.5
2025-08-26,Tuesday,Afternoon (3pm-11pm),Emergency,52,9,15.6
2025-08-26,Tuesday,Night (11pm-7am),Emergency,34,4,12.4
2025-08-26,Tuesday,Morning (7am-3pm),Outpatient,86,20,13.2
2025-08-26,Tuesday,Afternoon (3pm-11pm),Outpatient,71,18,28.8
2025-08-26,Tuesday,Night (11pm-7am),Outpatient,0,1,5.0
2025-08-26,Tuesday,Morning (7am-3pm),Surgery,8,2,15.6
2025-08-26,Tuesday,Afternoon (3pm-11pm),Surgery,5,1,11.0
2025-08-26,Tuesday,Night (11pm-7am),Surgery,1,1,10.3
2025-08-26,Tuesday,Morning (7am-3pm),Maternity,14,4,15.4
2025-08-26,Tuesday,Afternoon (3pm-11pm),Maternity,13,4,5.0
2025-08-26,Tuesday,Night (11pm-7am),Maternity,8,3,15.2
2025-08-26,Tuesday,Morning (7am-3pm),Pediatrics,31,5,22.7
2025-08-26,Tuesday,Afternoon (3pm-11pm),Pediatrics,29,4,14.4
2025-08-26,Tuesday,Night (11pm-7am),Pediatrics,15,2,32.0
2025-08-26,Tuesday,Morning (7am-3pm),ICU,8,3,7.0
2025-08-26,Tuesday,Afternoon (3pm-11pm),ICU,6,2,10.4
2025-08-26,Tuesday,Night (11pm-7am),ICU,9,3,27.3
2025-08-27,Wednesday,Morning (7am-3pm),Emergency,30,6,9.2
2025-08-27,Wednesday,Afternoon (3pm-11pm),Emergency,51,7,17.1
2025-08-27,Wednesday,Night (11pm-7am),Emergency,27,4,26.7
2025-08-27,Wednesday,Morning (7am-3pm),Outpatient,87,20,5.0
2025-08-27,Wednesday,Afternoon (3pm-11pm),Outpatient,40,9,13.1
2025-08-27,Wednesday,Night (11pm-7am),Outpatient,0,1,9.5
2025-08-27,Wednesday,Morning (7am-3pm),Surgery,8,2,11.1
2025-08-27,Wednesday,Afternoon (3pm-11pm),Surgery,7,2,5.0
2025-08-27,Wednesday,Night (11pm-7am),Surgery,1,1,12.0
2025-08-27,Wednesday,Morning (7am-3pm),Maternity,10,2,19.9
2025-08-27,Wednesday,Afternoon (3pm-11pm),Maternity,14,3,8.0
2025-08-27,Wednesday,Night (11pm-7am),Maternity,8,1,18.9
2025-08-27,Wednesday,Morning (7am-3pm),Pediatrics,29,4,11.7
2025-08-27,Wednesday,Afternoon (3pm-11pm),Pediatrics,30,5,33.1
2025-08-27,Wednesday,Night (11pm-7am),Pediatrics,15,4,18.6
2025-08-27,Wednesday,Morning (7am-3pm),ICU,10,4,5.0
2025-08-27,Wednesday,Afternoon (3pm-11pm),ICU,8,5,5.0
2025-08-27,Wednesday,Night (11pm-7am),ICU,7,4,5.0
2025-08-28,Thursday,Morning (7am-3pm),Emergency,52,7,21.4
2025-08-28,Thursday,Afternoon (3pm-11pm),Emergency,59,9,18.9
2025-08-28,Thursday,Night (11pm-7am),Emergency,44,8,26.5
2025-08-28,Thursday,Morning (7am-3pm),Outpatient,58,14,21.3
2025-08-28,Thursday,Afternoon (3pm-11pm),Outpatient,63,14,13.0
2025-08-28,Thursday,Night (11pm-7am),Outpatient,0,1,5.0
2025-08-28,Thursday,Morning (7am-3pm),Surgery,9,3,13.7
2025-08-28,Thursday,Afternoon (3pm-11pm),Surgery,5,1,11.4
2025-08-28,Thursday,Night (11pm-7am),Surgery,1,1,9.9
2025-08-28,Thursday,Morning (7am-3pm),Maternity,11,2,5.0
2025-08-28,Thursday,Afternoon (3pm-11pm),Maternity,13,2,21.2
2025-08-28,Thursday,Night (11pm-7am),Maternity,11,1,43.4
2025-08-28,Thursday,Morning (7am-3pm),Pediatrics,31,6,19.5
2025-08-28,Thursday,Afternoon (3pm-11pm),Pediatrics,24,4,21.7
2025-08-28,Thursday,Night (11pm-7am),Pediatrics,16,3,14.8
2025-08-28,Thursday,Morning (7am-3pm),ICU,5,1,18.6
2025-08-28,Thursday,Afternoon (3pm-11pm),ICU,9,5,15.6
2025-08-28,Thursday,Night (11pm-7am),ICU,7,3,5.0
2025-08-29,Friday,Morning (7am-3pm),Emergency,51,8,29.2
2025-08-29,Friday,Afternoon (3pm-11pm),Emergency,52,8,21.0
2025-08-29,Friday,Night (11pm-7am),Emergency,33,4,49.2
2025-08-29,Friday,Morning (7am-3pm),Outpatient,102,26,7.1
2025-08-29,Friday,Afternoon (3pm-11pm),Outpatient,59,14,6.6
2025-08-29,Friday,Night (11pm-7am),Outpatient,0,1,8.5
2025-08-29,Friday,Morning (7am-3pm),Surgery,10,2,16.1
2025-08-29,Friday,Afternoon (3pm-11pm),Surgery,7,2,21.4
2025-08-29,Friday,Night (11pm-7am),Surgery,1,1,5.0
2025-08-29,Friday,Morning (7am-3pm),Maternity,10,1,26.9
2025-08-29,Friday,Afternoon (3pm-11pm),Maternity,15,4,11.6
2025-08-29,Friday,Night (11pm-7am),Maternity,9,2,15.0
2025-08-29,Friday,Morning (7am-3pm),Pediatrics,37,6,31.8
2025-08-29,Friday,Afternoon (3pm-11pm),Pediatrics,27,6,22.6
2025-08-29,Friday,Night (11pm-7am),Pediatrics,14,3,15.2
2025-08-29,Friday,Morning (7am-3pm),ICU,6,2,12.3
2025-08-29,Friday,Afternoon (3pm-11pm),ICU,7,2,19.1
2025-08-29,Friday,Night (11pm-7am),ICU,9,3,11.4
2025-08-30,Saturday,Morning (7am-3pm),Emergency,51,9,9.5
2025-08-30,Saturday,Afternoon (3pm-11pm),Emergency,66,11,18.5
2025-08-30,Saturday,Night (11pm-7am),Emergency,47,8,21.7
2025-08-30,Saturday,Morning (7am-3pm),Outpatient,32,9,36.3
2025-08-30,Saturday,Afternoon (3pm-11pm),Outpatient,27,7,5.0
2025-08-30,Saturday,Night (11pm-7am),Outpatient,0,1,7.8
2025-08-30,Saturday,Morning (7am-3pm),Surgery,7,2,19.1
2025-08-30,Saturday,Afternoon (3pm-11pm),Surgery,5,1,18.3
2025-08-30,Saturday,Night (11pm-7am),Surgery,1,1,5.0
2025-08-30,Saturday,Morning (7am-3pm),Maternity,17,5,19.1
2025-08-30,Saturday,Afternoon (3pm-11pm),Maternity,13,2,27.8
2025-08-30,Saturday,Night (11pm-7am),Maternity,10,3,9.4
2025-08-30,Saturday,Morning (7am-3pm),Pediatrics,30,7,22.7
2025-08-30,Saturday,Afternoon (3pm-11pm),Pediatrics,36,6,27.2
2025-08-30,Saturday,Night (11pm-7am),Pediatrics,9,1,16.6
2025-08-30,Saturday,Morning (7am-3pm),ICU,6,2,21.1
2025-08-30,Saturday,Afternoon (3pm-11pm),ICU,8,5,14.4
2025-08-30,Saturday,Night (11pm-7am),ICU,7,2,5.0
2025-08-31,Sunday,Morning (7am-3pm),Emergency,55,10,9.4
2025-08-31,Sunday,Afternoon (3pm-11pm),Emergency,58,8,17.7
2025-08-31,Sunday,Night (11pm-7am),Emergency,51,8,6.6
2025-08-31,Sunday,Morning (7am-3pm),Outpatient,29,6,13.2
2025-08-31,Sunday,Afternoon (3pm-11pm),Outpatient,26,5,18.7
2025-08-31,Sunday,Night (11pm-7am),Outpatient,0,1,5.0
2025-08-31,Sunday,Morning (7am-3pm),Surgery,8,1,21.4
2025-08-31,Sunday,Afternoon (3pm-11pm),Surgery,5,1,19.2
2025-08-31,Sunday,Night (11pm-7am),Surgery,2,1,7.7
2025-08-31,Sunday,Morning (7am-3pm),Maternity,14,4,5.0
2025-08-31,Sunday,Afternoon (3pm-11pm),Maternity,18,4,5.0
2025-08-31,Sunday,Night (11pm-7am),Maternity,9,3,5.0
2025-08-31,Sunday,Morning (7am-3pm),Pediatrics,33,5,23.8
2025-08-31,Sunday,Afternoon (3pm-11pm),Pediatrics,31,6,13.5
2025-08-31,Sunday,Night (11pm-7am),Pediatrics,16,4,5.0
2025-08-31,Sunday,Morning (7am-3pm),ICU,7,4,16.7
2025-08-31,Sunday,Afternoon (3pm-11pm),ICU,7,3,5.0
2025-08-31,Sunday,Night (11pm-7am),ICU,8,3,18.5
2025-09-01,Monday,Morning (7am-3pm),Emergency,37,6,27.5
2025-09-01,Monday,Afternoon (3pm-11pm),Emergency,64,11,26.7
2025-09-01,Monday,Night (11pm-7am),Emergency,39,7,14.2
2025-09-01,Monday,Morning (7am-3pm),Outpatient,95,24,14.1
2025-09-01,Monday,Afternoon (3pm-11pm),Outpatient,62,15,22.6
2025-09-01,Monday,Night (11pm-7am),Outpatient,0,1,10.2
2025-09-01,Monday,Morning (7am-3pm),Surgery,7,3,12.8
2025-09-01,Monday,Afternoon (3pm-11pm),Surgery,6,3,5.0
2025-09-01,Monday,Night (11pm-7am),Surgery,1,1,5.0
2025-09-01,Monday,Morning (7am-3pm),Maternity,10,1,32.1
2025-09-01,Monday,Afternoon (3pm-11pm),Maternity,14,2,14.0
2025-09-01,Monday,Night (11pm-7am),Maternity,9,2,11.0
2025-09-01,Monday,Morning (7am-3pm),Pediatrics,28,5,5.0
2025-09-01,Monday,Afternoon (3pm-11pm),Pediatrics,21,5,12.9
2025-09-01,Monday,Night (11pm-7am),Pediatrics,12,3,22.6
2025-09-01,Monday,Morning (7am-3pm),ICU,6,2,5.0
2025-09-01,Monday,Afternoon (3pm-11pm),ICU,5,1,19.3
2025-09-01,Monday,Night (11pm-7am),ICU,7,2,17.2
2025-09-02,Tuesday,Morning (7am-3pm),Emergency,48,8,20.2
2025-09-02,Tuesday,Afternoon (3pm-11pm),Emergency,56,8,23.7
2025-09-02,Tuesday,Night (11pm-7am),Emergency,26,4,39.3
2025-09-02,Tuesday,Morning (7am-3pm),Outpatient,76,20,5.0
2025-09-02,Tuesday,Afternoon (3pm-11pm),Outpatient,69,16,27.4
2025-09-02,Tuesday,Night (11pm-7am),Outpatient,0,1,5.0
2025-09-02,Tuesday,Morning (7am-3pm),Surgery,6,3,11.5
2025-09-02,Tuesday,Afternoon (3pm-11pm),Surgery,4,1,9.1
2025-09-02,Tuesday,Night (11pm-7am),Surgery,2,1,8.5
2025-09-02,Tuesday,Morning (7am-3pm),Maternity,10,1,27.1
2025-09-02,Tuesday,Afternoon (3pm-11pm),Maternity,13,3,19.5
2025-09-02,Tuesday,Night (11pm-7am),Maternity,10,2,5.0
2025-09-02,Tuesday,Morning (7am-3pm),Pediatrics,30,5,19.7
2025-09-02,Tuesday,Afternoon (3pm-11pm),Pediatrics,18,3,5.0
2025-09-02,Tuesday,Night (11pm-7am),Pediatrics,16,3,10.3
2025-09-02,Tuesday,Morning (7am-3pm),ICU,5,2,10.6
2025-09-02,Tuesday,Afternoon (3pm-11pm),ICU,9,3,14.4
2025-09-02,Tuesday,Night (11pm-7am),ICU,7,2,16.2
2025-09-03,Wednesday,Morning (7am-3pm),Emergency,40,6,22.1
2025-09-03,Wednesday,Afternoon (3pm-11pm),Emergency,53,9,32.9
2025-09-03,Wednesday,Night (11pm-7am),Emergency,43,8,21.2
2025-09-03,Wednesday,Morning (7am-3pm),Outpatient,94,24,18.5
2025-09-03,Wednesday,Afternoon (3pm-11pm),Outpatient,47,10,21.0
2025-09-03,Wednesday,Night (11pm-7am),Outpatient,0,1,5.0
2025-09-03,Wednesday,Morning (7am-3pm),Surgery,6,2,13.8
2025-09-03,Wednesday,Afternoon (3pm-11pm),Surgery,5,1,12.4
2025-09-03,Wednesday,Night (11pm-7am),Surgery,2,1,14.2
2025-09-03,Wednesday,Morning (7am-3pm),Maternity,14,4,12.8
2025-09-03,Wednesday,Afternoon (3pm-11pm),Maternity,16,5,5.0
2025-09-03,Wednesday,Night (11pm-7am),Maternity,12,3,27.6
2025-09-03,Wednesday,Morning (7am-3pm),Pediatrics,36,6,38.4
2025-09-03,Wednesday,Afternoon (3pm-11pm),Pediatrics,25,5,11.1
2025-09-03,Wednesday,Night (11pm-7am),Pediatrics,18,2,32.7
2025-09-03,Wednesday,Morning (7am-3pm),ICU,9,5,5.2
2025-09-03,Wednesday,Afternoon (3pm-11pm),ICU,7,2,28.1
2025-09-03,Wednesday,Night (11pm-7am),ICU,9,5,10.7
2025-09-04,Thursday,Morning (7am-3pm),Emergency,42,7,23.7
2025-09-04,Thursday,Afternoon (3pm-11pm),Emergency,56,10,16.2
2025-09-04,Thursday,Night (11pm-7am),Emergency,30,5,11.2
2025-09-04,Thursday,Morning (7am-3pm),Outpatient,85,22,14.5
2025-09-04,Thursday,Afternoon (3pm-11pm),Outpatient,47,10,7.0
2025-09-04,Thursday,Night (11pm-7am),Outpatient,0,1,5.0
2025-09-04,Thursday,Morning (7am-3pm),Surgery,8,2,5.0
2025-09-04,Thursday,Afternoon (3pm-11pm),Surgery,6,3,5.0
2025-09-04,Thursday,Night (11pm-7am),Surgery,1,1,5.0
2025-09-04,Thursday,Morning (7am-3pm),Maternity,12,4,16.2
2025-09-04,Thursday,Afternoon (3pm-11pm),Maternity,12,2,10.2
2025-09-04,Thursday,Night (11pm-7am),Maternity,7,2,20.5
2025-09-04,Thursday,Morning (7am-3pm),Pediatrics,30,6,28.2
2025-09-04,Thursday,Afternoon (3pm-11pm),Pediatrics,25,5,14.0
2025-09-04,Thursday,Night (11pm-7am),Pediatrics,13,3,27.3
2025-09-04,Thursday,Morning (7am-3pm),ICU,6,2,5.0
2025-09-04,Thursday,Afternoon (3pm-11pm),ICU,10,5,22.2
2025-09-04,Thursday,Night (11pm-7am),ICU,8,5,5.0
2025-09-05,Friday,Morning (7am-3pm),Emergency,36,5,27.4
2025-09-05,Friday,Afternoon (3pm-11pm),Emergency,37,6,24.8
2025-09-05,Friday,Night (11pm-7am),Emergency,34,5,6.9
2025-09-05,Friday,Morning (7am-3pm),Outpatient,86,20,5.0
2025-09-05,Friday,Afternoon (3pm-11pm),Outpatient,72,18,17.0
2025-09-05,Friday,Night (11pm-7am),Outpatient,0,1,11.8
2025-09-05,Friday,Morning (7am-3pm),Surgery,8,1,24.9
2025-09-05,Friday,Afternoon (3pm-11pm),Surgery,6,2,5.0
2025-09-05,Friday,Night (11pm-7am),Surgery,2,1,8.4
2025-09-05,Friday,Morning (7am-3pm),Maternity,11,3,25.7
2025-09-05,Friday,Afternoon (3pm-11pm),Maternity,10,3,20.9
2025-09-05,Friday,Night (11pm-7am),Maternity,11,3,12.5
2025-09-05,Friday,Morning (7am-3pm),Pediatrics,19,3,25.8
2025-09-05,Friday,Afternoon (3pm-11pm),Pediatrics,22,3,18.1
2025-09-05,Friday,Night (11pm-7am),Pediatrics,15,4,6.0
2025-09-05,Friday,Morning (7am-3pm),ICU,8,3,9.0
2025-09-05,Friday,Afternoon (3pm-11pm),ICU,8,3,16.9
2025-09-05,Friday,Night (11pm-7am),ICU,9,5,5.0
2025-09-06,Saturday,Morning (7am-3pm),Emergency,61,11,27.8
