customer_id,branch,loan_officer,loan_type,age,occupation,monthly_income_bwp,loan_amount_bwp,interest_rate_pct,loan_term_months,monthly_payment_bwp,months_active,outstanding_balance,disburse_date,dti_ratio,credit_score,existing_loans,employment_tenure_yrs,prev_defaults,has_collateral,collateral_value_bwp,payment_status,days_late,missed_payments,collection_action,expected_loss_bwp,will_default
TCU-00464,Lobatse,LO006,Personal Loan,26,Farmer,4763.0,23700.0,8.69,84,378.0,4,19693.0,2025-03-02,0.0794,772,0,22.4,1,0,0.0,Current,0,0,None,0.0,0
TCU-00465,Gaborone Main,LO010,Personal Loan,63,Student,2046.0,7700.0,20.14,60,205.0,12,5246.0,2024-06-13,0.1002,747,3,16.8,1,0,0.0,Current,0,0,None,0.0,0
TCU-00466,Gaborone Main,LO017,Vehicle Loan,32,Self-Employed,39205.0,109900.0,18.1,24,5492.0,4,80369.0,2025-02-05,0.1401,850,2,17.0,1,0,0.0,Current,0,0,None,0.0,0
TCU-00467,Gaborone Main,LO012,Agriculture Loan,46,Private Sector,16181.0,41200.0,14.12,84,775.0,6,32680.0,2024-12-09,0.0479,794,0,18.1,1,1,71600.0,Current,0,0,None,0.0,0
TCU-00468,Gaborone Main,LO019,Vehicle Loan,58,Pensioner,4274.0,94300.0,8.63,36,2983.0,8,72891.0,2024-10-16,0.6979,788,1,9.8,0,1,96203.0,Current,0,0,None,0.0,0
TCU-00469,Lobatse,LO005,Personal Loan,54,Government Employee,17982.0,273600.0,21.71,36,10408.0,12,159186.0,2024-06-14,0.5788,722,0,21.7,2,0,0.0,Current,0,0,None,0.0,0
TCU-00470,Lobatse,LO017,Home Loan,54,Pensioner,6685.0,36100.0,18.16,48,1063.0,16,23672.0,2024-02-10,0.159,759,2,11.9,0,0,0.0,Current,0,0,None,0.0,0
TCU-00471,Gaborone Main,LO005,Home Loan,53,Government Employee,17301.0,391800.0,9.85,12,34418.0,2,292889.0,2025-04-10,1.9894,850,0,11.2,0,1,827599.0,Defaulted,332,7,Home Visit,217738.0,1
TCU-00472,Gaborone Main,LO019,Vehicle Loan,63,Private Sector,6950.0,122600.0,21.78,72,3064.0,13,92037.0,2024-05-12,0.4409,737,1,18.9,0,1,184198.0,Current,0,0,None,0.0,0
TCU-00473,Gaborone Main,LO008,Agriculture Loan,24,Pensioner,8927.0,94300.0,13.01,24,4484.0,4,76860.0,2025-02-12,0.5023,713,1,10.8,0,1,206620.0,Current,0,0,None,0.0,0
TCU-00474,Francistown,LO013,Home Loan,47,Farmer,3774.0,57500.0,11.8,72,1118.0,1,49169.0,2025-05-02,0.2962,808,1,16.6,2,1,66867.0,Current,0,0,None,0.0,0
TCU-00475,Selebi-Phikwe,LO016,Business Loan,25,Self-Employed,5947.0,245300.0,19.1,36,9004.0,9,173921.0,2024-09-15,1.514,685,1,9.3,1,0,0.0,Late (30–89 days),46,1,SMS Sent,53505.0,1
TCU-00476,Maun,LO006,Business Loan,49,Self-Employed,16574.0,216100.0,19.18,24,10912.0,3,170785.0,2025-03-23,0.6584,831,1,12.0,0,0,0.0,Late (30–89 days),72,1,None,30901.0,1
TCU-00477,Gaborone Main,LO005,Vehicle Loan,68,Self-Employed,37617.0,161600.0,20.78,72,3944.0,4,135745.0,2025-02-20,0.1048,850,3,25.8,0,0,0.0,Late (30–89 days),77,1,Legal Notice,27834.0,1
TCU-00478,Selebi-Phikwe,LO007,Home Loan,32,Pensioner,5259.0,69100.0,23.3,36,2686.0,5,50722.0,2025-01-07,0.5107,496,3,15.3,1,0,0.0,Current,0,0,None,0.0,0
TCU-00479,Selebi-Phikwe,LO017,Home Loan,44,Pensioner,4680.0,39600.0,11.24,60,866.0,12,29507.0,2024-06-15,0.185,605,1,13.4,0,0,0.0,Current,0,0,None,0.0,0
TCU-00480,Gaborone Main,LO020,Vehicle Loan,28,Government Employee,9762.0,239400.0,16.94,72,5318.0,3,212334.0,2025-03-30,0.5448,788,2,20.2,1,1,507695.0,Late (30–89 days),84,2,Letter Sent,71692.0,1
TCU-00481,Selebi-Phikwe,LO001,Home Loan,51,Farmer,12386.0,104000.0,18.71,36,3797.0,4,87914.0,2025-02-28,0.3066,850,0,1.3,1,0,0.0,Current,0,0,None,0.0,0
TCU-00482,Selebi-Phikwe,LO008,Education Loan,32,Pensioner,9841.0,121900.0,21.34,84,2806.0,3,102187.0,2025-03-15,0.2851,721,1,29.3,0,0,0.0,Current,0,0,None,0.0,0
TCU-00483,Gaborone Main,LO019,Vehicle Loan,30,Pensioner,9058.0,85200.0,17.07,36,3041.0,11,51119.0,2024-07-27,0.3357,715,2,5.0,0,1,209002.0,Late (30–89 days),76,1,None,17680.0,1
TCU-00484,Francistown,LO008,Agriculture Loan,62,Self-Employed,36325.0,270000.0,12.3,84,4810.0,5,245183.0,2025-01-22,0.1324,850,1,8.6,2,0,0.0,Current,0,0,None,0.0,0
TCU-00485,Gaborone Main,LO004,Business Loan,51,Pensioner,5695.0,27900.0,16.16,36,983.0,11,17605.0,2024-07-31,0.1726,702,0,28.8,0,0,0.0,Current,0,0,None,0.0,0
TCU-00486,Maun,LO001,Business Loan,32,Private Sector,21832.0,428100.0,10.32,36,13878.0,6,329133.0,2024-12-21,0.6357,839,1,16.6,0,0,0.0,Early (1–29 days),1,1,None,0.0,0
TCU-00487,Francistown,LO007,Home Loan,55,Pensioner,4689.0,33800.0,11.91,72,659.0,13,24654.0,2024-05-09,0.1405,565,0,16.8,0,0,0.0,Current,0,0,None,0.0,0
TCU-00488,Francistown,LO007,Agriculture Loan,34,Self-Employed,34457.0,481100.0,10.09,84,8009.0,7,385815.0,2024-11-15,0.2324,850,0,21.8,0,1,872600.0,Current,0,0,None,0.0,0
TCU-00489,Francistown,LO019,Home Loan,46,Farmer,7488.0,21400.0,11.09,12,1892.0,9,5018.0,2024-09-16,0.2527,692,1,29.0,0,1,23665.0,Current,0,0,None,0.0,0
TCU-00490,Maun,LO012,Business Loan,26,Private Sector,24708.0,132500.0,8.67,36,4193.0,10,88020.0,2024-08-06,0.1697,850,2,27.0,0,1,241556.0,Current,0,0,None,0.0,0
TCU-00491,Gaborone Main,LO019,Agriculture Loan,60,Student,2976.0,40500.0,13.46,24,1934.0,16,13101.0,2024-02-20,0.6499,523,1,4.2,0,1,58760.0,Late (30–89 days),71,1,Letter Sent,4296.0,1
TCU-00492,Gaborone Main,LO018,Education Loan,30,Farmer,3469.0,13100.0,9.97,84,217.0,4,11958.0,2025-03-01,0.0626,652,0,22.7,0,0,0.0,Current,0,0,None,0.0,0
TCU-00493,Selebi-Phikwe,LO004,Home Loan,66,Farmer,14252.0,54000.0,21.29,24,2783.0,14,22478.0,2024-04-17,0.1953,850,0,3.1,1,0,0.0,Early (1–29 days),23,1,None,0.0,0
TCU-00494,Gaborone Main,LO004,Personal Loan,25,Self-Employed,38097.0,168000.0,18.0,84,3531.0,5,140697.0,2025-01-23,0.0927,850,0,4.6,0,1,380557.0,Current,0,0,None,0.0,0
TCU-00495,Selebi-Phikwe,LO004,Education Loan,48,Student,3347.0,74300.0,23.63,36,2901.0,1,63848.0,2025-05-09,0.8667,681,0,17.0,1,0,0.0,Late (30–89 days),34,1,SMS Sent,21896.0,1
TCU-00496,Francistown,LO015,Vehicle Loan,35,Government Employee,11195.0,40800.0,17.65,60,1028.0,7,34745.0,2024-11-16,0.0918,788,0,13.9,0,1,96044.0,Current,0,0,None,0.0,0
TCU-00497,Francistown,LO013,Business Loan,61,Pensioner,4412.0,84000.0,23.25,60,2380.0,14,56163.0,2024-04-14,0.5394,792,0,26.9,0,1,161717.0,Current,0,0,None,0.0,0
TCU-00498,Selebi-Phikwe,LO007,Business Loan,27,Self-Employed,18289.0,170200.0,15.34,36,5928.0,14,89176.0,2024-04-10,0.3241,723,0,27.9,0,1,187270.0,Current,0,0,None,0.0,0
TCU-00499,Gaborone Main,LO008,Personal Loan,28,Student,2269.0,5900.0,12.63,12,526.0,12,0.0,2024-04-13,0.2318,703,1,12.1,0,0,0.0,Current,0,0,None,0.0,0
TCU-00500,Maun,LO020,Home Loan,35,Self-Employed,30420.0,238100.0,19.36,48,7165.0,7,198879.0,2024-11-08,0.2355,850,1,5.5,0,1,324927.0,Current,0,0,None,0.0,0
TCU-00501,Gaborone Main,LO006,Home Loan,49,Self-Employed,35725.0,381300.0,8.65,36,12063.0,2,337600.0,2025-04-30,0.3377,850,0,24.7,0,0,0.0,Current,0,0,None,0.0,0
TCU-00502,Gaborone Main,LO010,Agriculture Loan,31,Government Employee,13707.0,145900.0,16.96,72,3242.0,1,127764.0,2025-05-13,0.2365,758,1,24.9,0,1,245158.0,Current,0,0,None,0.0,0
TCU-00503,Maun,LO017,Agriculture Loan,52,Government Employee,18877.0,137100.0,11.91,24,6448.0,6,95080.0,2024-12-31,0.3416,850,4,11.1,1,1,332219.0,Current,0,0,None,0.0,0
TCU-00504,Selebi-Phikwe,LO017,Business Loan,65,Pensioner,5592.0,181500.0,14.56,48,5011.0,8,135580.0,2024-10-09,0.8961,840,0,15.8,0,0,0.0,Current,0,0,None,0.0,0
TCU-00505,Gaborone Main,LO001,Vehicle Loan,44,Self-Employed,37380.0,342100.0,16.61,36,12131.0,12,204244.0,2024-06-15,0.3245,850,0,1.7,0,0,0.0,Current,0,0,None,0.0,0
TCU-00506,Gaborone Main,LO009,Business Loan,64,Government Employee,13954.0,266800.0,18.81,84,5735.0,12,227097.0,2024-06-07,0.411,850,2,4.7,1,1,629926.0,Late (30–89 days),89,2,None,36831.0,1
TCU-00507,Selebi-Phikwe,LO013,Personal Loan,62,Farmer,13716.0,300500.0,11.19,48,7794.0,7,249145.0,2024-11-26,0.5682,850,0,12.8,0,1,392293.0,Current,0,0,None,0.0,0
TCU-00508,Francistown,LO017,Vehicle Loan,49,Government Employee,19800.0,344200.0,14.04,36,11771.0,3,290270.0,2025-03-13,0.5945,850,4,14.1,2,1,724028.0,Defaulted,161,12,Called,234562.0,1
TCU-00509,Maun,LO005,Education Loan,59,Pensioner,7260.0,72500.0,20.21,48,2214.0,13,48130.0,2024-05-08,0.305,850,3,14.1,0,1,160284.0,Current,0,0,None,0.0,0
TCU-00510,Selebi-Phikwe,LO011,Personal Loan,40,Pensioner,4729.0,82300.0,19.61,72,1953.0,11,64667.0,2024-07-28,0.413,687,1,29.0,0,0,0.0,Current,0,0,None,0.0,0
TCU-00511,Selebi-Phikwe,LO020,Agriculture Loan,68,Government Employee,11412.0,29400.0,22.14,60,814.0,14,19995.0,2024-04-09,0.0713,816,1,12.0,2,1,47696.0,Current,0,0,None,0.0,0
TCU-00512,Selebi-Phikwe,LO020,Personal Loan,38,Pensioner,6594.0,46600.0,21.19,72,1149.0,10,35137.0,2024-09-03,0.1742,706,2,16.6,0,1,90162.0,Current,0,0,None,0.0,0
TCU-00513,Gaborone Main,LO015,Vehicle Loan,47,Farmer,12762.0,66300.0,10.36,48,1693.0,17,40125.0,2024-01-12,0.1327,850,1,13.6,2,1,68741.0,Early (1–29 days),6,1,None,0.0,0
TCU-00514,Lobatse,LO007,Home Loan,44,Pensioner,9415.0,151700.0,11.2,24,7085.0,6,107903.0,2024-12-26,0.7525,756,1,14.1,1,1,323794.0,Early (1–29 days),27,1,None,0.0,0
TCU-00515,Selebi-Phikwe,LO016,Education Loan,63,Farmer,10908.0,331500.0,20.52,60,8879.0,9,244979.0,2024-09-22,0.814,723,0,18.7,0,1,745362.0,Late (30–89 days),36,2,Home Visit,81715.0,1
TCU-00516,Francistown,LO004,Business Loan,42,Private Sector,23476.0,486800.0,22.8,12,45749.0,9,105535.0,2024-09-13,1.9488,850,2,2.7,1,0,0.0,Current,0,0,None,0.0,0
TCU-00517,Selebi-Phikwe,LO005,Agriculture Loan,66,Farmer,9885.0,51600.0,15.28,36,1796.0,10,32801.0,2024-08-18,0.1817,844,2,6.2,0,0,0.0,Current,0,0,None,0.0,0
TCU-00518,Selebi-Phikwe,LO019,Education Loan,22,Self-Employed,35122.0,342800.0,23.35,72,8890.0,1,296974.0,2025-05-23,0.2531,850,0,24.9,0,1,798582.0,Current,0,0,None,0.0,0
TCU-00519,Gaborone Main,LO019,Personal Loan,62,Farmer,4526.0,18500.0,16.23,12,1681.0,6,7894.0,2024-12-04,0.3714,746,2,12.0,0,0,0.0,Current,0,0,None,0.0,0
TCU-00520,Lobatse,LO017,Home Loan,37,Pensioner,6395.0,64100.0,10.22,48,1633.0,9,49372.0,2024-09-26,0.2554,649,0,12.9,0,0,0.0,Current,0,0,None,0.0,0
TCU-00521,Gaborone Main,LO008,Vehicle Loan,43,Student,1755.0,73700.0,19.4,84,1610.0,17,53016.0,2024-02-06,0.9174,715,2,27.9,2,1,75181.0,Late (30–89 days),61,1,Home Visit,13921.0,1
TCU-00522,Francistown,LO001,Personal Loan,52,Self-Employed,4949.0,43000.0,17.93,48,1262.0,17,25907.0,2024-01-19,0.255,736,0,23.1,0,1,65602.0,Current,0,0,None,0.0,0
TCU-00523,Francistown,LO011,Vehicle Loan,45,Self-Employed,37050.0,50500.0,8.66,48,1249.0,16,33621.0,2024-02-16,0.0337,850,2,2.8,0,1,44153.0,Current,0,0,None,0.0,0
TCU-00524,Lobatse,LO013,Vehicle Loan,40,Private Sector,21782.0,42800.0,23.04,24,2242.0,1,39203.0,2025-05-21,0.1029,850,2,27.0,1,1,56266.0,Current,0,0,None,0.0,0
TCU-00525,Maun,LO011,Agriculture Loan,37,Pensioner,7249.0,42900.0,14.87,60,1018.0,1,37628.0,2025-05-12,0.1404,711,4,7.3,1,1,61478.0,Late (30–89 days),45,2,Home Visit,9876.0,1
TCU-00526,Selebi-Phikwe,LO002,Home Loan,29,Government Employee,12725.0,272800.0,9.81,36,8778.0,5,217129.0,2025-01-28,0.6898,772,3,11.8,0,1,303770.0,Late (30–89 days),49,1,Letter Sent,51109.0,1
TCU-00527,Maun,LO009,Education Loan,23,Pensioner,5299.0,51300.0,18.13,84,1082.0,3,47855.0,2025-03-13,0.2042,745,2,16.8,2,0,0.0,Current,0,0,None,0.0,0
TCU-00528,Lobatse,LO017,Home Loan,49,Pensioner,4975.0,96700.0,22.83,24,5056.0,17,25161.0,2024-01-16,1.0163,660,1,8.6,3,0,0.0,Defaulted,292,3,Letter Sent,17034.0,1
TCU-00529,Maun,LO020,Personal Loan,39,Student,1935.0,23600.0,12.6,24,1118.0,3,18986.0,2025-03-30,0.5778,590,4,14.7,1,1,21230.0,Late (30–89 days),69,2,Home Visit,6423.0,1
TCU-00530,Maun,LO009,Vehicle Loan,33,Self-Employed,8580.0,48000.0,18.08,12,4402.0,10,6937.0,2024-08-26,0.5131,732,0,20.7,1,0,0.0,Defaulted,206,3,Letter Sent,5746.0,1
TCU-00531,Maun,LO018,Agriculture Loan,38,Government Employee,8760.0,24000.0,16.36,12,2182.0,12,0.0,2024-03-20,0.2491,693,2,12.8,0,0,0.0,Current,0,0,None,0.0,0
TCU-00532,Maun,LO016,Home Loan,43,Farmer,10463.0,13100.0,22.92,60,369.0,17,8130.0,2024-01-27,0.0353,798,0,9.7,1,0,0.0,Current,0,0,None,0.0,0
TCU-00533,Gaborone Main,LO005,Vehicle Loan,46,Pensioner,8576.0,290000.0,23.36,24,15240.0,1,277825.0,2025-05-30,1.7771,667,1,4.1,1,0,0.0,Late (30–89 days),63,2,Called,49796.0,1
TCU-00534,Francistown,LO011,Business Loan,58,Self-Employed,32764.0,119300.0,13.38,12,10677.0,10,18228.0,2024-09-03,0.3259,850,4,12.6,0,0,0.0,Current,0,0,None,0.0,0
TCU-00535,Selebi-Phikwe,LO008,Education Loan,36,Farmer,12934.0,463200.0,12.3,48,12266.0,13,317766.0,2024-05-21,0.9484,772,0,12.6,0,1,759713.0,Late (30–89 days),41,2,SMS Sent,33009.0,1
TCU-00536,Lobatse,LO016,Agriculture Loan,48,Self-Employed,7636.0,276500.0,8.87,24,12615.0,15,90193.0,2024-03-15,1.652,675,3,27.6,2,1,410309.0,Late (30–89 days),37,2,Letter Sent,29255.0,1
TCU-00537,Lobatse,LO004,Agriculture Loan,59,Pensioner,4271.0,61700.0,15.46,48,1732.0,2,56829.0,2025-04-05,0.4055,623,2,22.1,1,0,0.0,Current,0,0,None,0.0,0
TCU-00538,Lobatse,LO012,Agriculture Loan,22,Pensioner,7896.0,91700.0,16.38,60,2249.0,8,78815.0,2024-10-13,0.2848,718,0,9.3,0,0,0.0,Current,0,0,None,0.0,0
TCU-00539,Maun,LO013,Home Loan,49,Self-Employed,31263.0,25800.0,23.15,72,666.0,11,19991.0,2024-08-03,0.0213,850,0,10.7,0,1,41984.0,Current,0,0,None,0.0,0
TCU-00540,Gaborone Main,LO008,Agriculture Loan,38,Pensioner,5672.0,50600.0,16.38,24,2487.0,17,13869.0,2024-01-29,0.4385,810,0,26.8,0,1,82489.0,Current,0,0,None,0.0,0
TCU-00541,Selebi-Phikwe,LO017,Business Loan,58,Farmer,12972.0,36600.0,19.45,84,801.0,14,27958.0,2024-05-02,0.0617,759,3,29.8,1,1,51289.0,Defaulted,203,4,Legal Notice,15299.0,1
TCU-00542,Selebi-Phikwe,LO017,Agriculture Loan,43,Self-Employed,31974.0,160800.0,22.83,48,5139.0,14,112745.0,2024-04-12,0.1607,850,2,9.9,1,0,0.0,Late (30–89 days),70,1,Legal Notice,18206.0,1
TCU-00543,Francistown,LO009,Vehicle Loan,46,Private Sector,9634.0,293200.0,12.88,24,13923.0,15,109139.0,2024-03-31,1.4452,806,0,2.5,0,1,323340.0,Late (30–89 days),54,1,Home Visit,28314.0,1
TCU-00544,Francistown,LO010,Business Loan,55,Student,4563.0,83200.0,18.27,60,2125.0,6,69752.0,2024-12-31,0.4657,633,0,7.0,3,0,0.0,Late (30–89 days),58,2,Home Visit,11289.0,1
TCU-00545,Selebi-Phikwe,LO011,Agriculture Loan,29,Private Sector,8725.0,229600.0,20.49,48,7047.0,1,211363.0,2025-05-15,0.8077,695,0,6.8,1,1,403140.0,Current,0,0,None,0.0,0
TCU-00546,Selebi-Phikwe,LO009,Personal Loan,50,Farmer,6220.0,84100.0,21.19,36,3177.0,2,72396.0,2025-04-03,0.5108,704,1,5.4,0,0,0.0,Current,0,0,None,0.0,0
TCU-00547,Gaborone Main,LO001,Vehicle Loan,60,Pensioner,4542.0,155300.0,20.39,60,4148.0,16,107992.0,2024-03-05,0.9133,664,0,5.1,0,0,0.0,Current,0,0,None,0.0,0
TCU-00548,Francistown,LO018,Agriculture Loan,43,Farmer,5984.0,64000.0,20.2,60,1703.0,14,45398.0,2024-04-14,0.2846,695,2,1.7,0,1,119913.0,Late (30–89 days),77,1,Home Visit,13767.0,1
TCU-00549,Francistown,LO009,Personal Loan,63,Farmer,3918.0,84600.0,19.86,12,7831.0,12,0.0,2024-01-16,1.9987,591,0,17.9,0,0,0.0,Late (30–89 days),57,1,Home Visit,0.0,1
TCU-00550,Maun,LO019,Vehicle Loan,34,Government Employee,14402.0,91800.0,14.8,36,3173.0,1,79670.0,2025-05-09,0.2203,733,2,15.4,0,0,0.0,Current,0,0,None,0.0,0
TCU-00551,Selebi-Phikwe,LO008,Education Loan,67,Government Employee,24578.0,119900.0,14.23,60,2804.0,14,86998.0,2024-04-21,0.1141,850,4,3.3,0,0,0.0,Current,0,0,None,0.0,0
TCU-00552,Lobatse,LO019,Business Loan,61,Farmer,3707.0,48400.0,19.98,84,1074.0,13,34997.0,2024-06-03,0.2897,810,1,18.2,1,1,55935.0,Current,0,0,None,0.0,0
TCU-00553,Maun,LO015,Agriculture Loan,63,Private Sector,17592.0,371100.0,19.86,12,34352.0,3,265769.0,2025-03-11,1.9527,786,0,22.6,0,1,910033.0,Defaulted,307,10,Legal Notice,126725.0,1
TCU-00554,Lobatse,LO014,Vehicle Loan,53,Private Sector,6222.0,100600.0,19.66,72,2390.0,8,83017.0,2024-10-04,0.3841,795,1,11.5,0,1,169966.0,Current,0,0,None,0.0,0
TCU-00555,Maun,LO016,Vehicle Loan,55,Pensioner,5264.0,95200.0,23.94,24,5030.0,12,44204.0,2024-06-17,0.9555,722,1,4.9,0,0,0.0,Late (30–89 days),74,1,Letter Sent,10363.0,1
TCU-00556,Lobatse,LO015,Education Loan,28,Government Employee,10660.0,148900.0,12.0,72,2911.0,17,112513.0,2024-01-15,0.2731,711,0,24.7,1,0,0.0,Current,0,0,None,0.0,0
TCU-00557,Lobatse,LO007,Personal Loan,38,Pensioner,7556.0,29600.0,11.26,60,647.0,14,19721.0,2024-04-14,0.0856,622,0,17.5,1,0,0.0,Current,0,0,None,0.0,0
TCU-00558,Francistown,LO001,Business Loan,52,Private Sector,29738.0,366200.0,10.77,24,17029.0,2,329370.0,2025-05-01,0.5726,850,0,26.9,0,1,566684.0,Current,0,0,None,0.0,0
TCU-00559,Lobatse,LO013,Vehicle Loan,29,Private Sector,24574.0,180700.0,21.5,36,6854.0,15,103563.0,2024-03-21,0.2789,850,3,25.1,1,0,0.0,Current,0,0,None,0.0,0
TCU-00560,Lobatse,LO014,Agriculture Loan,65,Government Employee,13919.0,68900.0,15.72,72,1484.0,6,60586.0,2024-12-20,0.1066,699,0,17.0,3,0,0.0,Late (30–89 days),77,1,Letter Sent,9025.0,1
TCU-00561,Gaborone Main,LO019,Home Loan,55,Private Sector,13883.0,458300.0,16.29,12,41645.0,8,130620.0,2024-10-06,2.9997,794,0,21.0,0,0,0.0,Current,0,0,None,0.0,0
TCU-00562,Selebi-Phikwe,LO016,Business Loan,52,Pensioner,6841.0,224600.0,21.02,12,20916.0,5,111931.0,2025-01-13,3.0574,796,3,5.0,1,0,0.0,Defaulted,304,4,None,47595.0,1
TCU-00563,Maun,LO004,Education Loan,67,Government Employee,12717.0,329300.0,19.93,36,12226.0,7,261200.0,2024-11-20,0.9614,850,2,11.3,0,0,0.0,Early (1–29 days),7,1,None,0.0,0
TCU-00564,Maun,LO003,Business Loan,54,Private Sector,16642.0,76500.0,16.33,24,3758.0,18,17149.0,2024-01-04,0.2258,850,1,4.0,0,0,0.0,Current,0,0,None,0.0,0
TCU-00565,Gaborone Main,LO006,Home Loan,27,Private Sector,20188.0,384500.0,20.73,24,19707.0,5,279756.0,2025-01-18,0.9762,850,0,20.6,2,0,0.0,Current,0,0,None,0.0,0
TCU-00566,Maun,LO006,Home Loan,46,Student,1991.0,14400.0,11.42,24,674.0,12,7178.0,2024-06-30,0.3385,567,0,13.5,0,1,20421.0,Current,0,0,None,0.0,0
TCU-00567,Gaborone Main,LO019,Vehicle Loan,65,Private Sector,9737.0,314300.0,15.22,72,6683.0,8,246165.0,2024-10-22,0.6864,761,2,23.9,0,0,0.0,Early (1–29 days),4,1,None,0.0,0
TCU-00568,Francistown,LO016,Business Loan,55,Student,3135.0,43900.0,18.7,12,4039.0,7,17472.0,2024-11-26,1.2884,629,1,26.1,0,1,60100.0,Late (30–89 days),88,2,Home Visit,3085.0,1
TCU-00569,Gaborone Main,LO015,Education Loan,56,Private Sector,16955.0,220300.0,14.69,84,4213.0,9,174644.0,2024-09-06,0.2485,799,1,9.4,3,0,0.0,Current,0,0,None,0.0,0
TCU-00570,Maun,LO019,Vehicle Loan,48,Farmer,10117.0,34300.0,13.16,60,783.0,11,27808.0,2024-07-22,0.0774,792,1,4.6,0,0,0.0,Current,0,0,None,0.0,0
TCU-00571,Selebi-Phikwe,LO013,Business Loan,31,Self-Employed,20581.0,104200.0,11.17,36,3420.0,15,53349.0,2024-03-23,0.1662,850,2,5.0,0,0,0.0,Defaulted,171,8,Legal Notice,23738.0,1
TCU-00572,Francistown,LO016,Agriculture Loan,65,Farmer,7515.0,56100.0,22.71,48,1789.0,13,36724.0,2024-05-11,0.2381,711,3,12.3,0,1,109231.0,Current,0,0,None,0.0,0
TCU-00573,Lobatse,LO001,Business Loan,44,Farmer,13627.0,62800.0,14.12,60,1465.0,18,41392.0,2024-01-02,0.1075,781,1,4.6,0,1,96723.0,Current,0,0,None,0.0,0
TCU-00574,Selebi-Phikwe,LO016,Personal Loan,40,Self-Employed,13397.0,93900.0,14.67,60,2218.0,14,66212.0,2024-04-18,0.1656,636,0,20.7,0,0,0.0,Late (30–89 days),50,1,Home Visit,16134.0,1
TCU-00575,Gaborone Main,LO016,Agriculture Loan,65,Farmer,14519.0,297500.0,13.2,36,10053.0,14,170996.0,2024-04-28,0.6924,850,0,14.5,0,1,422529.0,Current,0,0,None,0.0,0
TCU-00576,Gaborone Main,LO005,Personal Loan,46,Student,2680.0,74200.0,11.56,84,1292.0,2,66293.0,2025-04-10,0.4821,612,1,1.7,1,1,65676.0,Late (30–89 days),57,2,SMS Sent,17816.0,1
TCU-00577,Francistown,LO010,Home Loan,56,Self-Employed,19014.0,152400.0,9.05,12,13331.0,6,73136.0,2024-12-31,0.7011,799,0,16.3,0,1,249763.0,Current,0,0,None,0.0,0
TCU-00578,Lobatse,LO019,Vehicle Loan,61,Private Sector,6975.0,11200.0,17.94,72,255.0,14,8186.0,2024-04-13,0.0366,735,4,2.8,2,0,0.0,Late (30–89 days),77,2,None,2295.0,1
TCU-00579,Gaborone Main,LO007,Education Loan,27,Farmer,6132.0,74700.0,21.74,24,3866.0,16,22563.0,2024-02-20,0.6305,571,1,22.5,1,1,145026.0,Current,0,0,None,0.0,0
TCU-00580,Selebi-Phikwe,LO007,Personal Loan,39,Government Employee,21295.0,141000.0,15.67,84,2774.0,7,111746.0,2024-11-21,0.1303,850,0,21.4,0,0,0.0,Current,0,0,None,0.0,0
TCU-00581,Lobatse,LO011,Education Loan,48,Student,2862.0,6600.0,13.78,36,225.0,3,5280.0,2025-03-31,0.0786,723,1,5.5,0,1,12693.0,Current,0,0,None,0.0,0
TCU-00582,Francistown,LO017,Home Loan,44,Government Employee,13169.0,228500.0,15.74,24,11160.0,12,107811.0,2024-06-19,0.8474,719,1,12.8,1,0,0.0,Current,0,0,None,0.0,0
TCU-00583,Francistown,LO013,Education Loan,46,Pensioner,9693.0,66100.0,11.78,12,5866.0,8,19319.0,2024-10-23,0.6052,801,2,12.3,0,0,0.0,Current,0,0,None,0.0,0
TCU-00584,Gaborone Main,LO011,Education Loan,45,Student,3375.0,76400.0,16.17,48,2172.0,8,62006.0,2024-10-20,0.6436,767,1,27.8,0,1,130303.0,Current,0,0,None,0.0,0
TCU-00585,Lobatse,LO014,Vehicle Loan,28,Farmer,7924.0,173100.0,10.65,60,3733.0,1,170187.0,2025-05-30,0.4711,612,3,10.1,0,0,0.0,Late (30–89 days),53,1,None,48629.0,1
TCU-00586,Lobatse,LO007,Business Loan,46,Pensioner,6747.0,65200.0,15.82,72,1408.0,11,49627.0,2024-07-23,0.2087,658,0,26.9,0,1,79321.0,Current,0,0,None,0.0,0
TCU-00587,Gaborone Main,LO020,Home Loan,51,Pensioner,9233.0,104900.0,19.69,12,9702.0,12,0.0,2024-01-08,1.0508,724,1,14.4,0,0,0.0,Current,0,0,None,0.0,0
TCU-00588,Lobatse,LO001,Vehicle Loan,67,Pensioner,6885.0,80500.0,14.68,84,1539.0,16,58944.0,2024-02-10,0.2235,703,2,15.6,0,1,81377.0,Current,0,0,None,0.0,0
TCU-00589,Francistown,LO012,Vehicle Loan,29,Student,3798.0,19600.0,15.98,36,689.0,14,10774.0,2024-04-09,0.1814,628,2,22.7,1,1,38644.0,Current,0,0,None,0.0,0
TCU-00590,Gaborone Main,LO005,Business Loan,39,Pensioner,7131.0,81800.0,17.23,72,1830.0,8,65149.0,2024-10-25,0.2566,642,2,17.2,0,0,0.0,Current,0,0,None,0.0,0
TCU-00591,Lobatse,LO010,Vehicle Loan,30,Private Sector,12175.0,210100.0,17.54,24,10442.0,17,54472.0,2024-01-13,0.8577,719,4,12.5,0,1,291023.0,Current,0,0,None,0.0,0
