customer_id,branch,loan_officer,loan_type,age,occupation,monthly_income_bwp,loan_amount_bwp,interest_rate_pct,loan_term_months,monthly_payment_bwp,months_active,outstanding_balance,disburse_date,dti_ratio,credit_score,existing_loans,employment_tenure_yrs,prev_defaults,has_collateral,collateral_value_bwp,payment_status,days_late,missed_payments,collection_action,expected_loss_bwp,will_default,credit_risk_cat,dti_high,income_low,loan_large,tenure_short,collateral_ratio,payment_burden,loan_income_ratio,branch_enc,ltype_enc,occ_enc,default_probability,risk_level
TCU-00307,Francistown,LO001,Agriculture Loan,51,Self-Employed,23661.0,325400.0,13.08,36,10977.0,13,201644.0,2024-05-30,0.4639,850,0,3.8,0,1,635381.0,Late (30–89 days),69,1,SMS Sent,42646.0,1,0,1,0,1,0,1.9526152427781192,0.46392798275643465,13.752588647986137,0,0,4,0.5329124951448525,High Risk
TCU-00308,Lobatse,LO007,Education Loan,42,Government Employee,16949.0,384700.0,11.53,12,34096.0,3,274549.0,2025-04-01,2.0117,675,4,29.3,0,1,702228.0,Late (30–89 days),72,2,,54742.0,1,2,1,0,1,0,1.8253912139329347,2.0,22.6975042775385,2,2,1,0.8569962080108098,Critical
TCU-00309,Selebi-Phikwe,LO012,Personal Loan,49,Self-Employed,14247.0,343400.0,22.05,12,32149.0,10,54897.0,2024-08-08,2.2565,619,2,9.0,1,0,0.0,Current,0,0,,0.0,0,3,1,0,1,0,0.0,2.0,24.10331999719239,4,4,4,0.5349068460386767,High Risk
TCU-00310,Gaborone Main,LO005,Business Loan,59,Pensioner,5819.0,147800.0,13.7,60,3416.0,5,116958.0,2025-01-19,0.587,796,1,27.5,0,0,0.0,Current,0,0,,0.0,0,1,1,0,0,0,0.0,0.5870424471558687,25.39955318783296,1,1,2,0.16369112621098114,Low Risk
TCU-00311,Maun,LO018,Vehicle Loan,33,Farmer,3507.0,123000.0,13.21,60,2812.0,2,105069.0,2025-04-19,0.8018,665,0,19.4,0,1,237643.0,Late (30–89 days),88,1,Letter Sent,11254.0,1,3,1,1,0,0,1.9320569105691057,0.8018249215854006,35.07271171941831,3,5,0,0.7701940093740943,Critical
TCU-00312,Lobatse,LO012,Education Loan,53,Government Employee,16168.0,119200.0,19.13,72,2795.0,14,86994.0,2024-05-02,0.1729,790,2,1.0,0,0,0.0,Current,0,0,,0.0,0,1,0,0,0,1,0.0,0.17287234042553193,7.372587827808016,2,2,1,0.12218395750022427,Low Risk
TCU-00313,Gaborone Main,LO009,Home Loan,44,Private Sector,16068.0,181200.0,12.99,60,4122.0,15,125990.0,2024-03-19,0.2565,808,0,22.7,0,0,0.0,Current,0,0,,0.0,0,0,0,0,0,0,0.0,0.2565347274085138,11.277072442120986,1,3,3,0.08125616334842414,Low Risk
TCU-00314,Maun,LO004,Education Loan,65,Student,3530.0,6800.0,16.53,36,241.0,1,6028.0,2025-05-11,0.0683,683,3,5.3,0,1,15053.0,Current,0,0,,0.0,0,2,0,1,0,0,2.2136764705882355,0.06827195467422097,1.9263456090651558,3,2,5,0.20961614682073987,Medium Risk
TCU-00315,Lobatse,LO004,Vehicle Loan,55,Pensioner,6763.0,82600.0,22.81,48,2639.0,6,64812.0,2024-12-22,0.3902,661,3,18.1,1,1,165763.0,Defaulted,150,6,,29679.0,1,3,0,0,0,0,2.00681598062954,0.3902114446251663,12.213514712405738,2,5,2,0.6123817080237735,High Risk
TCU-00316,Francistown,LO010,Business Loan,31,Student,2234.0,47800.0,20.33,12,4435.0,12,0.0,2024-03-20,1.9852,724,1,13.2,0,1,91854.0,Late (30–89 days),88,2,Letter Sent,0.0,1,2,1,1,0,0,1.92163179916318,1.9852282900626679,21.396598030438675,0,1,5,0.9464070614830123,Critical
TCU-00317,Gaborone Main,LO004,Education Loan,64,Government Employee,11492.0,96500.0,13.95,12,8662.0,12,0.0,2024-05-29,0.7537,850,0,5.2,0,0,0.0,Current,0,0,,0.0,0,0,1,0,0,0,0.0,0.7537417333797425,8.397145840584754,1,2,1,0.3814746763859248,Medium Risk
TCU-00318,Lobatse,LO007,Agriculture Loan,59,Government Employee,11256.0,225300.0,16.83,72,4991.0,14,179429.0,2024-04-11,0.4434,734,3,25.6,0,0,0.0,Current,0,0,,0.0,0,2,1,0,0,0,0.0,0.44340796019900497,20.01599147121535,2,0,1,0.11051387252078605,Low Risk
TCU-00319,Selebi-Phikwe,LO007,Education Loan,44,Farmer,5731.0,90700.0,10.42,12,7992.0,12,0.0,2024-05-19,1.3945,669,2,2.9,0,1,143016.0,Late (30–89 days),83,2,Home Visit,0.0,1,3,1,0,0,0,1.5768026460859978,1.3945210259989531,15.826208340603735,4,2,0,0.9056709515827867,Critical
TCU-00320,Francistown,LO003,Vehicle Loan,40,Farmer,14269.0,9500.0,18.95,72,222.0,14,6960.0,2024-04-17,0.0156,816,1,20.5,0,1,18825.0,Current,0,0,,0.0,0,0,0,0,0,0,1.981578947368421,0.01555820309762422,0.6657789613848203,0,5,0,0.13140067599831923,Low Risk
TCU-00321,Maun,LO007,Home Loan,32,Government Employee,11404.0,198400.0,12.11,48,5235.0,1,173243.0,2025-05-26,0.459,716,0,23.8,0,1,319207.0,Current,0,0,,0.0,0,2,1,0,0,0,1.60890625,0.4590494563311119,17.397404419501928,3,3,1,0.058230040445969744,Low Risk
TCU-00322,Selebi-Phikwe,LO004,Personal Loan,39,Private Sector,12017.0,227700.0,10.59,12,20081.0,12,0.0,2024-02-24,1.671,677,1,1.3,0,0,0.0,Late (30–89 days),69,1,,0.0,1,2,1,0,1,1,0.0,1.6710493467587584,18.948156777897978,4,4,3,0.9581685803275732,Critical
TCU-00323,Selebi-Phikwe,LO007,Home Loan,55,Farmer,10945.0,88600.0,13.83,84,1652.0,17,70166.0,2024-01-19,0.1509,837,3,11.8,0,1,140113.0,Current,0,0,,0.0,0,0,0,0,0,0,1.581410835214447,0.1509365006852444,8.095020557332115,4,3,0,0.1498547054191247,Low Risk
TCU-00324,Francistown,LO016,Vehicle Loan,41,Student,1971.0,38800.0,10.2,72,723.0,1,36310.0,2025-05-17,0.3668,670,1,17.4,0,0,0.0,Current,0,0,,0.0,0,2,0,1,0,0,0.0,0.3668188736681887,19.685438863521057,0,5,5,0.24850432568977202,Medium Risk
TCU-00325,Maun,LO010,Home Loan,46,Pensioner,4369.0,23000.0,14.18,84,433.0,17,17699.0,2024-01-28,0.0991,650,1,29.8,0,1,27949.0,Current,0,0,,0.0,0,3,0,1,0,0,1.2151739130434782,0.09910734721904325,5.2643625543602655,3,3,2,0.08324016035954675,Low Risk
TCU-00326,Maun,LO004,Home Loan,66,Government Employee,10886.0,17600.0,18.7,48,523.0,3,14685.0,2025-03-07,0.048,755,1,17.8,3,1,25758.0,Current,0,0,,0.0,0,1,0,0,0,0,1.4635227272727274,0.048043358442035645,1.6167554657358074,3,3,1,0.24690818007422746,Medium Risk
TCU-00327,Maun,LO016,Education Loan,65,Private Sector,25475.0,87500.0,13.14,48,2353.0,11,62358.0,2024-07-25,0.0924,850,2,16.3,0,1,218189.0,Current,0,0,,0.0,0,0,0,0,0,0,2.4935885714285715,0.09236506378802747,3.434739941118744,3,2,3,0.12600045208468325,Low Risk
TCU-00328,Lobatse,LO004,Education Loan,27,Student,2679.0,31900.0,15.87,24,1560.0,6,23192.0,2024-12-21,0.5823,550,1,9.4,1,1,54801.0,Current,0,0,,0.0,0,4,1,1,0,0,1.7178996865203762,0.5823068309070548,11.90742814483016,2,2,5,0.3962161780191931,Medium Risk
TCU-00329,Lobatse,LO006,Personal Loan,51,Student,3697.0,25200.0,16.24,72,550.0,2,21810.0,2025-04-23,0.1488,624,3,27.3,2,0,0.0,Defaulted,192,8,Called,13263.0,1,3,0,1,0,0,0.0,0.14876927238301324,6.816337571003516,2,4,5,0.774794316408714,Critical
TCU-00330,Maun,LO014,Vehicle Loan,31,Student,2615.0,11700.0,11.66,48,306.0,9,9255.0,2024-09-30,0.117,560,1,8.1,0,1,11619.0,Current,0,0,,0.0,0,4,0,1,0,0,0.9930769230769231,0.11701720841300191,4.474187380497132,3,5,5,0.25098287268601394,Medium Risk
TCU-00331,Lobatse,LO014,Vehicle Loan,51,Farmer,10763.0,27100.0,10.61,36,882.0,8,19999.0,2024-10-11,0.0819,818,4,14.8,0,0,0.0,Current,0,0,,0.0,0,0,0,0,0,0,0.0,0.08194741243147821,2.5178853479513146,2,5,0,0.11546455523303675,Low Risk
TCU-00332,Gaborone Main,LO013,Agriculture Loan,48,Self-Employed,34339.0,287600.0,16.25,12,26128.0,9,66469.0,2024-09-14,0.7609,850,0,18.2,1,1,637025.0,Current,0,0,,0.0,0,0,1,0,1,0,2.214968706536857,0.7608841259209645,8.375316695302716,1,0,4,0.2619412306024642,Medium Risk
TCU-00333,Francistown,LO004,Business Loan,49,Private Sector,11139.0,102500.0,21.87,12,9587.0,1,87383.0,2025-05-17,0.8607,756,1,14.5,0,1,218660.0,Current,0,0,,0.0,0,1,1,0,0,0,2.133268292682927,0.8606697190052967,9.201903222910495,0,1,3,0.24075624739049972,Medium Risk
TCU-00334,Lobatse,LO002,Agriculture Loan,41,Government Employee,19258.0,346900.0,20.73,24,17780.0,9,202266.0,2024-09-16,0.9233,802,0,28.8,0,0,0.0,Current,0,0,,0.0,0,0,1,0,1,0,0.0,0.9232526742133139,18.013293176861563,2,0,1,0.3878259166735538,Medium Risk
TCU-00335,Selebi-Phikwe,LO009,Home Loan,46,Government Employee,9534.0,97200.0,11.76,24,4565.0,3,80347.0,2025-03-25,0.4788,817,1,1.5,1,0,0.0,Current,0,0,,0.0,0,0,1,0,0,1,0.0,0.4788126704426264,10.195091252359974,4,3,1,0.37948352729142437,Medium Risk
TCU-00336,Selebi-Phikwe,LO004,Business Loan,43,Student,3945.0,45200.0,17.83,84,946.0,7,38035.0,2024-11-30,0.2398,611,0,2.0,0,0,0.0,Current,0,0,,0.0,0,3,0,1,0,0,0.0,0.23979721166032952,11.457541191381496,4,1,5,0.26603442127973753,Medium Risk
TCU-00337,Maun,LO019,Personal Loan,62,Self-Employed,7990.0,121100.0,20.4,72,2929.0,13,96957.0,2024-05-13,0.3666,718,0,14.6,1,1,238409.0,Current,0,0,,0.0,0,2,0,0,0,0,1.96869529314616,0.36658322903629537,15.156445556946183,3,4,4,0.14971991550037486,Low Risk
TCU-00338,Francistown,LO013,Vehicle Loan,48,Self-Employed,38011.0,116100.0,23.2,60,3286.0,10,95398.0,2024-08-22,0.0864,850,4,6.3,1,1,172032.0,Late (30–89 days),35,2,Legal Notice,13597.0,1,0,0,0,0,0,1.4817571059431525,0.08644865959853727,3.0543789955539187,0,5,4,0.3437320662433476,Medium Risk
TCU-00339,Lobatse,LO014,Vehicle Loan,29,Government Employee,22063.0,116100.0,11.65,84,2028.0,9,92589.0,2024-09-29,0.0919,802,3,18.2,3,1,226537.0,Late (30–89 days),39,1,Letter Sent,15976.0,1,0,0,0,0,0,1.951223083548665,0.09191859674568281,5.2622036894348,2,5,1,0.6937880904691103,High Risk
TCU-00340,Selebi-Phikwe,LO008,Home Loan,37,Pensioner,7497.0,27300.0,15.77,84,539.0,7,24929.0,2024-11-27,0.0719,706,0,6.8,0,1,49556.0,Early (1–29 days),8,1,,0.0,0,2,0,0,0,0,1.8152380952380953,0.0718954248366013,3.641456582633053,4,3,2,0.07602140985792354,Low Risk
TCU-00341,Lobatse,LO020,Agriculture Loan,52,Self-Employed,30937.0,110800.0,18.1,36,4011.0,4,93632.0,2025-02-08,0.1297,850,0,5.8,0,1,152527.0,Current,0,0,,0.0,0,0,0,0,0,0,1.3765974729241877,0.12965058021139736,3.5814720237902833,2,0,4,0.11281318678228286,Low Risk
TCU-00342,Maun,LO004,Home Loan,49,Private Sector,7060.0,102800.0,21.44,72,2549.0,5,94603.0,2025-01-04,0.361,818,0,26.4,0,0,0.0,Current,0,0,,0.0,0,0,0,0,0,0,0.0,0.3610481586402266,14.560906515580736,3,3,3,0.0778763082683762,Low Risk
TCU-00343,Selebi-Phikwe,LO005,Education Loan,42,Student,4486.0,128700.0,9.32,24,5899.0,16,37944.0,2024-02-25,1.315,730,2,13.4,3,0,0.0,Defaulted,272,11,Home Visit,23462.0,1,2,1,1,0,0,0.0,1.3149799375835933,28.68925546143558,4,2,5,0.8853260685263943,Critical
TCU-00344,Francistown,LO004,Home Loan,29,Student,1828.0,18400.0,11.11,60,401.0,8,14902.0,2024-10-06,0.2194,642,1,6.8,3,1,38707.0,Defaulted,129,6,,11113.0,1,3,0,1,0,0,2.103641304347826,0.21936542669584244,10.065645514223196,0,3,5,0.7849219589366436,Critical
TCU-00345,Gaborone Main,LO010,Agriculture Loan,28,Self-Employed,39328.0,189900.0,22.9,12,17856.0,7,69081.0,2024-11-27,0.454,850,1,13.9,2,0,0.0,Defaulted,112,12,Letter Sent,57192.0,1,0,1,0,0,0,0.0,0.45402766476810413,4.828620829943043,1,0,4,0.7204326662258126,Critical
TCU-00346,Lobatse,LO005,Business Loan,68,Student,4521.0,55800.0,20.87,72,1365.0,15,41174.0,2024-03-13,0.3019,792,1,3.2,0,1,117765.0,Late (30–89 days),43,1,Home Visit,8116.0,1,1,0,1,0,0,2.110483870967742,0.30192435301924353,12.342402123424021,2,1,5,0.4599090284591331,High Risk
TCU-00347,Francistown,LO004,Home Loan,40,Student,3218.0,72500.0,13.31,72,1467.0,13,53698.0,2024-05-14,0.4559,715,0,13.6,0,1,131992.0,Current,0,0,,0.0,0,2,1,1,0,0,1.8205793103448276,0.45587321317588564,22.529521441889372,0,3,5,0.12318301480252859,Low Risk
TCU-00348,Selebi-Phikwe,LO003,Personal Loan,33,Farmer,9160.0,293100.0,18.54,72,6775.0,12,241710.0,2024-06-07,0.7396,746,1,19.6,0,1,273935.0,Current,0,0,,0.0,0,1,1,0,1,0,0.9346127601501194,0.7396288209606987,31.997816593886462,4,4,0,0.22382446770302336,Medium Risk
TCU-00349,Francistown,LO017,Vehicle Loan,65,Self-Employed,14637.0,20000.0,9.2,12,1751.0,3,13679.0,2025-03-11,0.1196,738,2,11.0,0,0,0.0,Current,0,0,,0.0,0,2,0,0,0,0,0.0,0.11962833914053426,1.366400218624035,0,5,4,0.10714996301159074,Low Risk
TCU-00350,Gaborone Main,LO003,Vehicle Loan,33,Farmer,13521.0,182400.0,15.55,72,3912.0,2,167327.0,2025-04-05,0.2893,778,0,29.0,1,1,203312.0,Current,0,0,,0.0,0,1,0,0,0,0,1.1146491228070174,0.2893277124473042,13.490126469935655,1,5,0,0.14005421203190677,Low Risk
TCU-00351,Lobatse,LO001,Personal Loan,28,Farmer,7739.0,65100.0,15.63,48,1833.0,1,57077.0,2025-05-13,0.2369,721,1,28.9,0,0,0.0,Current,0,0,,0.0,0,2,0,0,0,0,0.0,0.23685230649954775,8.41193952707068,2,4,0,0.10153613982764112,Low Risk
TCU-00352,Francistown,LO001,Business Loan,23,Student,3184.0,17100.0,21.55,84,396.0,11,12824.0,2024-07-14,0.1244,557,2,4.9,0,1,39913.0,Current,0,0,,0.0,0,4,0,1,0,0,2.334093567251462,0.12437185929648241,5.3706030150753765,0,1,5,0.2361976293533823,Medium Risk
TCU-00353,Lobatse,LO008,Business Loan,23,Farmer,6538.0,110300.0,13.67,12,9886.0,3,82470.0,2025-03-18,1.5121,724,1,16.9,0,1,179389.0,Late (30–89 days),73,2,SMS Sent,13028.0,1,2,1,0,0,0,1.6263735267452402,1.5120832058733558,16.870602630773938,2,1,0,0.8724981231372482,Critical
TCU-00354,Selebi-Phikwe,LO019,Home Loan,55,Government Employee,17405.0,246000.0,22.28,12,23057.0,1,212738.0,2025-05-21,1.3247,760,1,13.7,0,1,500501.0,Late (30–89 days),62,1,,52528.0,1,1,1,0,1,0,2.0345569105691057,1.3247342717609882,14.133869577707555,4,3,1,0.9390259675437441,Critical
TCU-00355,Selebi-Phikwe,LO005,Home Loan,43,Pensioner,8338.0,93500.0,23.09,72,2410.0,5,84344.0,2025-01-03,0.289,760,1,8.8,1,0,0.0,Current,0,0,,0.0,0,1,0,0,0,0,0.0,0.2890381386423603,11.213720316622691,4,3,2,0.27265032922218413,Medium Risk
TCU-00356,Selebi-Phikwe,LO010,Business Loan,28,Farmer,5513.0,6300.0,22.15,36,241.0,12,3680.0,2024-06-11,0.0437,556,3,15.4,1,1,6261.0,Current,0,0,,0.0,0,4,0,0,0,0,0.9938095238095238,0.04371485579539271,1.1427534917467803,4,1,0,0.16868451680740265,Low Risk
TCU-00357,Gaborone Main,LO018,Home Loan,43,Self-Employed,36267.0,437500.0,17.87,12,40083.0,12,0.0,2024-02-21,1.1052,850,2,3.8,0,0,0.0,Current,0,0,,0.0,0,0,1,0,1,0,0.0,1.105219621143188,12.06330824165219,1,3,4,0.27096985594392914,Medium Risk
TCU-00358,Gaborone Main,LO006,Agriculture Loan,24,Pensioner,4708.0,36200.0,19.79,72,863.0,3,33453.0,2025-03-28,0.1833,676,1,26.2,0,1,79371.0,Current,0,0,,0.0,0,2,0,1,0,0,2.1925690607734807,0.18330501274426508,7.689039932030586,1,0,2,0.091504720619288,Low Risk
TCU-00359,Selebi-Phikwe,LO011,Home Loan,22,Private Sector,18121.0,104800.0,20.2,36,3905.0,9,68597.0,2024-09-08,0.2155,782,0,24.2,0,1,165571.0,Current,0,0,,0.0,0,1,0,0,0,0,1.5798759541984733,0.21549583356326912,5.783345289995033,4,3,3,0.12106211914292439,Low Risk
TCU-00360,Francistown,LO001,Agriculture Loan,23,Farmer,12675.0,47000.0,13.38,84,865.0,12,36866.0,2024-06-17,0.0682,665,0,1.6,2,1,83507.0,Current,0,0,,0.0,0,3,0,0,0,1,1.7767446808510639,0.06824457593688363,3.7080867850098618,0,0,0,0.33077629556827154,Medium Risk
TCU-00361,Selebi-Phikwe,LO013,Agriculture Loan,55,Self-Employed,29228.0,362200.0,13.36,36,12267.0,17,186201.0,2024-01-09,0.4197,850,0,12.4,0,0,0.0,Current,0,0,,0.0,0,0,0,0,1,0,0.0,0.419700287395648,12.392226631996715,4,0,4,0.07916965832521475,Low Risk
TCU-00362,Selebi-Phikwe,LO007,Home Loan,44,Student,1795.0,25000.0,19.64,24,1268.0,8,14701.0,2024-10-17,0.7064,613,1,9.7,0,0,0.0,Defaulted,222,6,Letter Sent,11386.0,1,3,1,1,0,0,0.0,0.7064066852367687,13.927576601671309,4,3,5,0.7278488159348891,Critical
TCU-00363,Lobatse,LO004,Agriculture Loan,68,Farmer,3719.0,61200.0,13.99,12,5495.0,12,0.0,2024-05-07,1.4775,723,0,7.5,1,0,0.0,Current,0,0,,0.0,0,2,1,1,0,0,0.0,1.4775477278838398,16.456036568970152,2,0,0,0.43230810066202224,Medium Risk
TCU-00364,Maun,LO010,Home Loan,60,Private Sector,22006.0,288500.0,10.67,48,7410.0,9,202945.0,2024-09-10,0.3367,850,1,6.2,1,1,302677.0,Current,0,0,,0.0,0,0,0,0,1,0,1.0491403812824958,0.33672634735981094,13.110060892483869,3,3,3,0.16690400344384249,Low Risk
TCU-00365,Selebi-Phikwe,LO007,Vehicle Loan,49,Private Sector,7874.0,118300.0,17.16,84,2429.0,4,110504.0,2025-02-08,0.3085,659,4,20.8,2,0,0.0,Late (30–89 days),62,1,Home Visit,24443.0,1,3,0,0,0,0,0.0,0.3084836169672339,15.024130048260096,4,5,3,0.7037322848357483,Critical
TCU-00366,Lobatse,LO017,Personal Loan,30,Student,3931.0,8500.0,10.93,60,185.0,5,7700.0,2025-01-13,0.0471,612,0,25.6,0,1,10985.0,Current,0,0,,0.0,0,3,0,1,0,0,1.2923529411764705,0.047061816331722205,2.162299669295345,2,4,5,0.17365524214671793,Low Risk
TCU-00367,Maun,LO016,Personal Loan,45,Self-Employed,32483.0,296900.0,9.25,36,9476.0,8,203751.0,2024-10-17,0.2917,850,0,10.8,1,1,526760.0,Current,0,0,,0.0,0,0,0,0,1,0,1.7742000673627485,0.2917218237231783,9.140165625096204,3,4,4,0.11454561598610914,Low Risk
TCU-00368,Lobatse,LO005,Business Loan,52,Student,3267.0,44800.0,15.46,84,876.0,7,35457.0,2024-11-29,0.2681,629,1,18.9,0,0,0.0,Late (30–89 days),72,2,,10069.0,1,3,0,1,0,0,0.0,0.2681359044995409,13.712886440159167,2,1,5,0.3841446850699078,Medium Risk
TCU-00369,Gaborone Main,LO019,Agriculture Loan,27,Private Sector,25108.0,282700.0,10.42,60,6065.0,15,186341.0,2024-03-28,0.2416,803,0,17.3,0,1,657184.0,Current,0,0,,0.0,0,0,0,0,1,0,2.324669260700389,0.24155647602357813,11.259359566671977,1,0,3,0.08464836042261543,Low Risk
TCU-00370,Francistown,LO008,Agriculture Loan,23,Self-Employed,34201.0,46900.0,16.77,36,1667.0,4,39118.0,2025-02-15,0.0487,850,1,28.0,0,1,39438.0,Current,0,0,,0.0,0,0,0,0,0,0,0.8408955223880596,0.04874126487529604,1.3713049326043099,0,0,4,0.07022785481945136,Low Risk
TCU-00371,Francistown,LO010,Business Loan,28,Pensioner,5096.0,35400.0,23.26,72,916.0,12,25336.0,2024-06-22,0.1797,699,2,9.3,0,1,82061.0,Current,0,0,,0.0,0,2,0,0,0,0,2.3181073446327685,0.17974882260596547,6.946624803767661,0,1,2,0.11854578290386446,Low Risk
TCU-00372,Francistown,LO020,Education Loan,25,Private Sector,11676.0,181000.0,23.22,36,7027.0,16,90274.0,2024-03-03,0.6018,713,1,2.4,0,0,0.0,Late (30–89 days),65,1,Legal Notice,14586.0,1,2,1,0,0,0,0.0,0.6018328194587187,15.501884206920177,0,2,3,0.5985539879337002,High Risk
TCU-00373,Maun,LO019,Vehicle Loan,63,Private Sector,16704.0,252700.0,20.63,24,12939.0,5,186264.0,2025-01-17,0.7746,850,4,28.9,0,1,551264.0,Current,0,0,,0.0,0,0,1,0,1,0,2.181495844875346,0.7746048850574713,15.128113026819923,3,5,3,0.1954756155014723,Low Risk
TCU-00374,Gaborone Main,LO016,Home Loan,32,Government Employee,18164.0,193200.0,13.95,72,3976.0,10,156014.0,2024-08-05,0.2189,840,1,1.8,1,0,0.0,Current,0,0,,0.0,0,0,0,0,0,1,0.0,0.21889451662629378,10.636423695221318,1,3,1,0.11959916562716696,Low Risk
TCU-00375,Lobatse,LO009,Vehicle Loan,30,Student,2238.0,55200.0,22.2,36,2114.0,9,41274.0,2024-09-24,0.9446,625,1,10.0,0,0,0.0,Current,0,0,,0.0,0,3,1,1,0,0,0.0,0.9445933869526363,24.664879356568363,2,5,5,0.5758934645628705,High Risk
TCU-00376,Selebi-Phikwe,LO001,Personal Loan,22,Pensioner,8036.0,193900.0,19.4,84,4236.0,4,171873.0,2025-02-06,0.5271,634,2,19.6,0,1,429400.0,Current,0,0,,0.0,0,3,1,0,0,0,2.2145435791645176,0.5271279243404678,24.128919860627178,4,4,2,0.0851642663025711,Low Risk
TCU-00377,Maun,LO013,Business Loan,46,Pensioner,9035.0,366500.0,10.43,36,11900.0,11,233309.0,2024-07-16,1.3171,740,0,27.7,0,1,675405.0,Current,0,0,,0.0,0,1,1,0,1,0,1.8428512960436563,1.3171001660210293,40.5644714997233,3,1,2,0.42707134409654995,Medium Risk
TCU-00378,Gaborone Main,LO009,Vehicle Loan,53,Self-Employed,36562.0,108500.0,11.54,84,1889.0,4,89553.0,2025-02-09,0.0517,850,0,15.3,0,1,223074.0,Current,0,0,,0.0,0,0,0,0,0,0,2.0559815668202766,0.051665663803949456,2.9675619495651224,1,5,4,0.08170193939081359,Low Risk
TCU-00379,Gaborone Main,LO005,Home Loan,59,Private Sector,28406.0,441100.0,19.8,36,16348.0,11,299320.0,2024-07-15,0.5755,850,1,18.6,0,0,0.0,Defaulted,308,3,Letter Sent,234738.0,1,0,1,0,1,0,0.0,0.5755122157290713,15.528409490952615,1,3,3,0.525026999428473,High Risk
TCU-00380,Maun,LO004,Agriculture Loan,49,Farmer,9220.0,144700.0,9.17,72,2621.0,10,106790.0,2024-08-17,0.2843,769,3,16.2,0,1,198094.0,Current,0,0,,0.0,0,1,0,0,0,0,1.3689979267449897,0.28427331887201734,15.6941431670282,3,0,0,0.12270813638996714,Low Risk
TCU-00381,Selebi-Phikwe,LO003,Business Loan,36,Student,2189.0,8000.0,18.19,12,734.0,1,6708.0,2025-05-06,0.3353,755,3,25.3,0,1,19440.0,Current,0,0,,0.0,0,1,0,1,0,0,2.43,0.3353129282777524,3.6546368204659663,4,1,5,0.15595743379578259,Low Risk
TCU-00382,Lobatse,LO020,Vehicle Loan,37,Government Employee,20990.0,291600.0,9.83,12,25613.0,12,0.0,2024-02-04,1.2202,850,3,21.0,1,1,631039.0,Defaulted,311,4,SMS Sent,0.0,1,0,1,0,1,0,2.164056927297668,1.2202477370176275,13.892329680800382,2,5,1,0.8329163841211039,Critical
TCU-00383,Maun,LO013,Vehicle Loan,57,Government Employee,9629.0,91500.0,17.79,72,2076.0,17,64165.0,2024-01-11,0.2156,704,1,3.5,0,0,0.0,Current,0,0,,0.0,0,2,0,0,0,0,0.0,0.21559871222349153,9.50254439713366,3,5,1,0.12944644135659328,Low Risk
TCU-00384,Gaborone Main,LO020,Agriculture Loan,28,Government Employee,9148.0,75600.0,17.38,72,1698.0,9,59754.0,2024-09-19,0.1856,717,1,18.8,0,1,66144.0,Current,0,0,,0.0,0,2,0,0,0,0,0.8749206349206349,0.18561434193266288,8.264101442938347,1,0,1,0.09472378827226942,Low Risk
TCU-00385,Maun,LO019,Education Loan,63,Self-Employed,31918.0,157800.0,13.81,36,5379.0,17,77258.0,2024-01-09,0.1685,850,0,24.7,0,1,218472.0,Current,0,0,,0.0,0,0,0,0,0,0,1.384486692015209,0.16852559684190738,4.943918791904255,3,2,4,0.09087014949268285,Low Risk
TCU-00386,Francistown,LO016,Agriculture Loan,26,Self-Employed,28906.0,347700.0,21.71,60,9546.0,6,294910.0,2024-12-09,0.3302,850,1,5.3,0,0,0.0,Early (1–29 days),8,1,,0.0,0,0,0,0,1,0,0.0,0.3302428561544316,12.028644572061165,0,0,4,0.08622503793325378,Low Risk
TCU-00387,Selebi-Phikwe,LO020,Business Loan,66,Private Sector,11736.0,430000.0,13.64,72,8778.0,5,352441.0,2025-01-19,0.748,850,0,2.7,0,1,556411.0,Current,0,0,,0.0,0,0,1,0,1,0,1.2939790697674418,0.7479550102249489,36.639400136332654,4,1,3,0.2051012081293974,Medium Risk
TCU-00388,Francistown,LO007,Home Loan,24,Government Employee,10960.0,347100.0,13.77,60,8035.0,9,258681.0,2024-09-08,0.7331,850,0,25.4,2,1,677424.0,Current,0,0,,0.0,0,0,1,0,1,0,1.9516681071737252,0.7331204379562044,31.669708029197082,0,3,1,0.2718491751364156,Medium Risk
TCU-00389,Selebi-Phikwe,LO008,Home Loan,35,Self-Employed,33142.0,470900.0,23.65,60,13451.0,3,439194.0,2025-03-20,0.4059,850,3,23.9,0,1,676323.0,Current,0,0,,0.0,0,0,0,0,1,0,1.4362348693990232,0.4058596343008871,14.208557117856497,4,3,4,0.08227332598057903,Low Risk
TCU-00390,Lobatse,LO007,Education Loan,24,Pensioner,5765.0,28500.0,18.26,36,1034.0,13,17803.0,2024-05-09,0.1794,675,4,26.6,0,1,45604.0,Current,0,0,,0.0,0,2,0,0,0,0,1.600140350877193,0.17935819601040764,4.943625325238508,2,2,2,0.07259354987067375,Low Risk
TCU-00391,Maun,LO016,Education Loan,63,Pensioner,6786.0,63000.0,19.26,72,1482.0,1,57221.0,2025-05-21,0.2184,675,2,19.7,0,0,0.0,Current,0,0,,0.0,0,2,0,0,0,0,0.0,0.21839080459770116,9.283819628647215,3,2,2,0.18841345749234012,Low Risk
