date,day_of_week,rooms_occupied,role,optimal_staff,actual_staff,daily_cost_bwp,overstaffed
2025-04-10,Thursday,71,Maintenance,2,3,600,0
2025-04-10,Thursday,71,Security,2,2,300,0
2025-04-11,Friday,77,Front Desk,3,4,1000,0
2025-04-11,Friday,77,Housekeeping,6,5,900,0
2025-04-11,Friday,77,Restaurant,4,4,880,0
2025-04-11,Friday,77,Maintenance,2,4,800,1
2025-04-11,Friday,77,Security,2,3,450,0
2025-04-12,Saturday,87,Front Desk,3,5,1250,1
2025-04-12,Saturday,87,Housekeeping,6,5,900,0
2025-04-12,Saturday,87,Restaurant,4,5,1100,0
2025-04-12,Saturday,87,Maintenance,2,3,600,0
2025-04-12,Saturday,87,Security,2,2,300,0
2025-04-13,Sunday,81,Front Desk,3,3,750,0
2025-04-13,Sunday,81,Housekeeping,6,6,1080,0
2025-04-13,Sunday,81,Restaurant,4,4,880,0
2025-04-13,Sunday,81,Maintenance,2,3,600,0
2025-04-13,Sunday,81,Security,2,2,300,0
2025-04-14,Monday,80,Front Desk,3,3,750,0
2025-04-14,Monday,80,Housekeeping,6,8,1440,1
2025-04-14,Monday,80,Restaurant,4,4,880,0
2025-04-14,Monday,80,Maintenance,2,2,400,0
2025-04-14,Monday,80,Security,2,3,450,0
2025-04-15,Tuesday,90,Front Desk,3,4,1000,0
2025-04-15,Tuesday,90,Housekeeping,7,8,1440,0
2025-04-15,Tuesday,90,Restaurant,4,6,1320,1
2025-04-15,Tuesday,90,Maintenance,2,3,600,0
2025-04-15,Tuesday,90,Security,2,2,300,0
2025-04-16,Wednesday,81,Front Desk,3,3,750,0
2025-04-16,Wednesday,81,Housekeeping,6,7,1260,0
2025-04-16,Wednesday,81,Restaurant,4,5,1100,0
2025-04-16,Wednesday,81,Maintenance,2,4,800,1
2025-04-16,Wednesday,81,Security,2,4,600,1
2025-04-17,Thursday,83,Front Desk,3,3,750,0
2025-04-17,Thursday,83,Housekeeping,6,8,1440,1
2025-04-17,Thursday,83,Restaurant,4,5,1100,0
2025-04-17,Thursday,83,Maintenance,2,4,800,1
2025-04-17,Thursday,83,Security,2,3,450,0
2025-04-18,Friday,80,Front Desk,3,3,750,0
2025-04-18,Friday,80,Housekeeping,6,6,1080,0
2025-04-18,Friday,80,Restaurant,4,6,1320,1
2025-04-18,Friday,80,Maintenance,2,2,400,0
2025-04-18,Friday,80,Security,2,2,300,0
2025-04-19,Saturday,90,Front Desk,3,5,1250,1
2025-04-19,Saturday,90,Housekeeping,7,7,1260,0
2025-04-19,Saturday,90,Restaurant,4,5,1100,0
2025-04-19,Saturday,90,Maintenance,2,2,400,0
2025-04-19,Saturday,90,Security,2,2,300,0
2025-04-20,Sunday,89,Front Desk,3,3,750,0
2025-04-20,Sunday,89,Housekeeping,7,8,1440,0
2025-04-20,Sunday,89,Restaurant,4,4,880,0
2025-04-20,Sunday,89,Maintenance,2,2,400,0
2025-04-20,Sunday,89,Security,2,4,600,1
2025-04-21,Monday,61,Front Desk,3,3,750,0
2025-04-21,Monday,61,Housekeeping,5,5,900,0
2025-04-21,Monday,61,Restaurant,4,4,880,0
2025-04-21,Monday,61,Maintenance,2,3,600,0
2025-04-21,Monday,61,Security,2,4,600,1
2025-04-22,Tuesday,59,Front Desk,3,3,750,0
2025-04-22,Tuesday,59,Housekeeping,5,7,1260,1
2025-04-22,Tuesday,59,Restaurant,4,5,1100,0
2025-04-22,Tuesday,59,Maintenance,2,4,800,1
2025-04-22,Tuesday,59,Security,2,4,600,1
2025-04-23,Wednesday,59,Front Desk,3,3,750,0
2025-04-23,Wednesday,59,Housekeeping,5,6,1080,0
2025-04-23,Wednesday,59,Restaurant,4,4,880,0
2025-04-23,Wednesday,59,Maintenance,2,2,400,0
2025-04-23,Wednesday,59,Security,2,2,300,0
2025-04-24,Thursday,58,Front Desk,3,3,750,0
2025-04-24,Thursday,58,Housekeeping,5,6,1080,0
2025-04-24,Thursday,58,Restaurant,4,6,1320,1
2025-04-24,Thursday,58,Maintenance,2,3,600,0
2025-04-24,Thursday,58,Security,2,3,450,0
2025-04-25,Friday,58,Front Desk,3,5,1250,1
2025-04-25,Friday,58,Housekeeping,5,7,1260,1
2025-04-25,Friday,58,Restaurant,4,6,1320,1
2025-04-25,Friday,58,Maintenance,2,3,600,0
2025-04-25,Friday,58,Security,2,2,300,0
2025-04-26,Saturday,69,Front Desk,3,4,1000,0
2025-04-26,Saturday,69,Housekeeping,5,5,900,0
2025-04-26,Saturday,69,Restaurant,4,5,1100,0
2025-04-26,Saturday,69,Maintenance,2,2,400,0
2025-04-26,Saturday,69,Security,2,4,600,1
2025-04-27,Sunday,65,Front Desk,3,4,1000,0
2025-04-27,Sunday,65,Housekeeping,5,6,1080,0
2025-04-27,Sunday,65,Restaurant,4,4,880,0
2025-04-27,Sunday,65,Maintenance,2,2,400,0
2025-04-27,Sunday,65,Security,2,3,450,0
2025-04-28,Monday,59,Front Desk,3,4,1000,0
2025-04-28,Monday,59,Housekeeping,5,7,1260,1
2025-04-28,Monday,59,Restaurant,4,4,880,0
2025-04-28,Monday,59,Maintenance,2,2,400,0
2025-04-28,Monday,59,Security,2,3,450,0
2025-04-29,Tuesday,55,Front Desk,3,3,750,0
2025-04-29,Tuesday,55,Housekeeping,5,5,900,0
2025-04-29,Tuesday,55,Restaurant,4,4,880,0
2025-04-29,Tuesday,55,Maintenance,2,2,400,0
2025-04-29,Tuesday,55,Security,2,2,300,0
2025-04-30,Wednesday,55,Front Desk,3,3,750,0
2025-04-30,Wednesday,55,Housekeeping,5,5,900,0
2025-04-30,Wednesday,55,Restaurant,4,5,1100,0
2025-04-30,Wednesday,55,Maintenance,2,2,400,0
2025-04-30,Wednesday,55,Security,2,4,600,1
2025-05-01,Thursday,57,Front Desk,3,4,1000,0
2025-05-01,Thursday,57,Housekeeping,5,6,1080,0
2025-05-01,Thursday,57,Restaurant,4,4,880,0
2025-05-01,Thursday,57,Maintenance,2,2,400,0
2025-05-01,Thursday,57,Security,2,2,300,0
2025-05-02,Friday,60,Front Desk,3,4,1000,0
2025-05-02,Friday,60,Housekeeping,5,6,1080,0
2025-05-02,Friday,60,Restaurant,4,4,880,0
2025-05-02,Friday,60,Maintenance,2,3,600,0
2025-05-02,Friday,60,Security,2,4,600,1
2025-05-03,Saturday,70,Front Desk,3,3,750,0
2025-05-03,Saturday,70,Housekeeping,5,6,1080,0
2025-05-03,Saturday,70,Restaurant,4,4,880,0
2025-05-03,Saturday,70,Maintenance,2,2,400,0
2025-05-03,Saturday,70,Security,2,4,600,1
2025-05-04,Sunday,63,Front Desk,3,5,1250,1
2025-05-04,Sunday,63,Housekeeping,5,5,900,0
2025-05-04,Sunday,63,Restaurant,4,6,1320,1
2025-05-04,Sunday,63,Maintenance,2,3,600,0
2025-05-04,Sunday,63,Security,2,2,300,0
2025-05-05,Monday,55,Front Desk,3,3,750,0
2025-05-05,Monday,55,Housekeeping,5,6,1080,0
2025-05-05,Monday,55,Restaurant,4,5,1100,0
2025-05-05,Monday,55,Maintenance,2,4,800,1
2025-05-05,Monday,55,Security,2,3,450,0
2025-05-06,Tuesday,55,Front Desk,3,3,750,0
2025-05-06,Tuesday,55,Housekeeping,5,7,1260,1
2025-05-06,Tuesday,55,Restaurant,4,5,1100,0
2025-05-06,Tuesday,55,Maintenance,2,2,400,0
2025-05-06,Tuesday,55,Security,2,4,600,1
2025-05-07,Wednesday,59,Front Desk,3,3,750,0
2025-05-07,Wednesday,59,Housekeeping,5,5,900,0
2025-05-07,Wednesday,59,Restaurant,4,4,880,0
2025-05-07,Wednesday,59,Maintenance,2,3,600,0
2025-05-07,Wednesday,59,Security,2,2,300,0
2025-05-08,Thursday,61,Front Desk,3,5,1250,1
2025-05-08,Thursday,61,Housekeeping,5,5,900,0
2025-05-08,Thursday,61,Restaurant,4,6,1320,1
2025-05-08,Thursday,61,Maintenance,2,3,600,0
2025-05-08,Thursday,61,Security,2,2,300,0
2025-05-09,Friday,58,Front Desk,3,4,1000,0
2025-05-09,Friday,58,Housekeeping,5,5,900,0
2025-05-09,Friday,58,Restaurant,4,4,880,0
2025-05-09,Friday,58,Maintenance,2,2,400,0
2025-05-09,Friday,58,Security,2,3,450,0
2025-05-10,Saturday,65,Front Desk,3,3,750,0
2025-05-10,Saturday,65,Housekeeping,5,5,900,0
2025-05-10,Saturday,65,Restaurant,4,4,880,0
2025-05-10,Saturday,65,Maintenance,2,4,800,1
2025-05-10,Saturday,65,Security,2,2,300,0
2025-05-11,Sunday,68,Front Desk,3,5,1250,1
2025-05-11,Sunday,68,Housekeeping,5,5,900,0
2025-05-11,Sunday,68,Restaurant,4,6,1320,1
2025-05-11,Sunday,68,Maintenance,2,3,600,0
2025-05-11,Sunday,68,Security,2,2,300,0
2025-05-12,Monday,61,Front Desk,3,4,1000,0
2025-05-12,Monday,61,Housekeeping,5,7,1260,1
2025-05-12,Monday,61,Restaurant,4,4,880,0
2025-05-12,Monday,61,Maintenance,2,4,800,1
2025-05-12,Monday,61,Security,2,3,450,0
2025-05-13,Tuesday,61,Front Desk,3,5,1250,1
2025-05-13,Tuesday,61,Housekeeping,5,6,1080,0
2025-05-13,Tuesday,61,Restaurant,4,4,880,0
2025-05-13,Tuesday,61,Maintenance,2,3,600,0
2025-05-13,Tuesday,61,Security,2,3,450,0
2025-05-14,Wednesday,64,Front Desk,3,4,1000,0
2025-05-14,Wednesday,64,Housekeeping,5,6,1080,0
2025-05-14,Wednesday,64,Restaurant,4,6,1320,1
2025-05-14,Wednesday,64,Maintenance,2,2,400,0
2025-05-14,Wednesday,64,Security,2,2,300,0
2025-05-15,Thursday,60,Front Desk,3,5,1250,1
2025-05-15,Thursday,60,Housekeeping,5,7,1260,1
2025-05-15,Thursday,60,Restaurant,4,6,1320,1
2025-05-15,Thursday,60,Maintenance,2,3,600,0
2025-05-15,Thursday,60,Security,2,2,300,0
2025-05-16,Friday,56,Front Desk,3,5,1250,1
2025-05-16,Friday,56,Housekeeping,5,7,1260,1
2025-05-16,Friday,56,Restaurant,4,4,880,0
2025-05-16,Friday,56,Maintenance,2,2,400,0
2025-05-16,Friday,56,Security,2,2,300,0
2025-05-17,Saturday,67,Front Desk,3,3,750,0
2025-05-17,Saturday,67,Housekeeping,5,6,1080,0
2025-05-17,Saturday,67,Restaurant,4,6,1320,1
2025-05-17,Saturday,67,Maintenance,2,3,600,0
2025-05-17,Saturday,67,Security,2,2,300,0
2025-05-18,Sunday,68,Front Desk,3,5,1250,1
2025-05-18,Sunday,68,Housekeeping,5,5,900,0
2025-05-18,Sunday,68,Restaurant,4,4,880,0
2025-05-18,Sunday,68,Maintenance,2,4,800,1
2025-05-18,Sunday,68,Security,2,3,450,0
2025-05-19,Monday,53,Front Desk,3,5,1250,1
2025-05-19,Monday,53,Housekeeping,5,5,900,0
2025-05-19,Monday,53,Restaurant,4,6,1320,1
2025-05-19,Monday,53,Maintenance,2,2,400,0
2025-05-19,Monday,53,Security,2,2,300,0
2025-05-20,Tuesday,56,Front Desk,3,3,750,0
2025-05-20,Tuesday,56,Housekeeping,5,7,1260,1
2025-05-20,Tuesday,56,Restaurant,4,5,1100,0
2025-05-20,Tuesday,56,Maintenance,2,4,800,1
2025-05-20,Tuesday,56,Security,2,2,300,0
2025-05-21,Wednesday,62,Front Desk,3,4,1000,0
2025-05-21,Wednesday,62,Housekeeping,5,6,1080,0
2025-05-21,Wednesday,62,Restaurant,4,6,1320,1
2025-05-21,Wednesday,62,Maintenance,2,4,800,1
2025-05-21,Wednesday,62,Security,2,2,300,0
2025-05-22,Thursday,58,Front Desk,3,3,750,0
2025-05-22,Thursday,58,Housekeeping,5,5,900,0
2025-05-22,Thursday,58,Restaurant,4,4,880,0
2025-05-22,Thursday,58,Maintenance,2,3,600,0
2025-05-22,Thursday,58,Security,2,3,450,0
2025-05-23,Friday,62,Front Desk,3,5,1250,1
2025-05-23,Friday,62,Housekeeping,5,5,900,0
2025-05-23,Friday,62,Restaurant,4,5,1100,0
2025-05-23,Friday,62,Maintenance,2,4,800,1
2025-05-23,Friday,62,Security,2,2,300,0
2025-05-24,Saturday,69,Front Desk,3,5,1250,1
2025-05-24,Saturday,69,Housekeeping,5,5,900,0
2025-05-24,Saturday,69,Restaurant,4,4,880,0
2025-05-24,Saturday,69,Maintenance,2,2,400,0
2025-05-24,Saturday,69,Security,2,3,450,0
2025-05-25,Sunday,69,Front Desk,3,5,1250,1
2025-05-25,Sunday,69,Housekeeping,5,5,900,0
2025-05-25,Sunday,69,Restaurant,4,5,1100,0
2025-05-25,Sunday,69,Maintenance,2,4,800,1
2025-05-25,Sunday,69,Security,2,4,600,1
2025-05-26,Monday,57,Front Desk,3,4,1000,0
2025-05-26,Monday,57,Housekeeping,5,7,1260,1
2025-05-26,Monday,57,Restaurant,4,4,880,0
2025-05-26,Monday,57,Maintenance,2,3,600,0
2025-05-26,Monday,57,Security,2,2,300,0
2025-05-27,Tuesday,61,Front Desk,3,4,1000,0
2025-05-27,Tuesday,61,Housekeeping,5,5,900,0
2025-05-27,Tuesday,61,Restaurant,4,4,880,0
2025-05-27,Tuesday,61,Maintenance,2,2,400,0
2025-05-27,Tuesday,61,Security,2,3,450,0
2025-05-28,Wednesday,54,Front Desk,3,5,1250,1
2025-05-28,Wednesday,54,Housekeeping,5,5,900,0
2025-05-28,Wednesday,54,Restaurant,4,5,1100,0
2025-05-28,Wednesday,54,Maintenance,2,2,400,0
2025-05-28,Wednesday,54,Security,2,2,300,0
2025-05-29,Thursday,61,Front Desk,3,4,1000,0
2025-05-29,Thursday,61,Housekeeping,5,6,1080,0
2025-05-29,Thursday,61,Restaurant,4,6,1320,1
2025-05-29,Thursday,61,Maintenance,2,3,600,0
2025-05-29,Thursday,61,Security,2,2,300,0
2025-05-30,Friday,58,Front Desk,3,4,1000,0
2025-05-30,Friday,58,Housekeeping,5,6,1080,0
2025-05-30,Friday,58,Restaurant,4,4,880,0
2025-05-30,Friday,58,Maintenance,2,2,400,0
2025-05-30,Friday,58,Security,2,2,300,0
2025-05-31,Saturday,68,Front Desk,3,3,750,0
2025-05-31,Saturday,68,Housekeeping,5,5,900,0
2025-05-31,Saturday,68,Restaurant,4,5,1100,0
2025-05-31,Saturday,68,Maintenance,2,3,600,0
2025-05-31,Saturday,68,Security,2,3,450,0
2025-06-01,Sunday,81,Front Desk,3,4,1000,0
2025-06-01,Sunday,81,Housekeeping,6,7,1260,0
2025-06-01,Sunday,81,Restaurant,4,4,880,0
2025-06-01,Sunday,81,Maintenance,2,3,600,0
2025-06-01,Sunday,81,Security,2,2,300,0
2025-06-02,Monday,69,Front Desk,3,3,750,0
2025-06-02,Monday,69,Housekeeping,5,5,900,0
2025-06-02,Monday,69,Restaurant,4,5,1100,0
2025-06-02,Monday,69,Maintenance,2,3,600,0
2025-06-02,Monday,69,Security,2,4,600,1
2025-06-03,Tuesday,71,Front Desk,3,5,1250,1
2025-06-03,Tuesday,71,Housekeeping,5,6,1080,0
2025-06-03,Tuesday,71,Restaurant,4,4,880,0
2025-06-03,Tuesday,71,Maintenance,2,2,400,0
2025-06-03,Tuesday,71,Security,2,2,300,0
2025-06-04,Wednesday,68,Front Desk,3,3,750,0
2025-06-04,Wednesday,68,Housekeeping,5,5,900,0
2025-06-04,Wednesday,68,Restaurant,4,4,880,0
2025-06-04,Wednesday,68,Maintenance,2,2,400,0
2025-06-04,Wednesday,68,Security,2,4,600,1
2025-06-05,Thursday,69,Front Desk,3,5,1250,1
2025-06-05,Thursday,69,Housekeeping,5,5,900,0
2025-06-05,Thursday,69,Restaurant,4,4,880,0
2025-06-05,Thursday,69,Maintenance,2,2,400,0
2025-06-05,Thursday,69,Security,2,2,300,0
2025-06-06,Friday,83,Front Desk,3,5,1250,1
2025-06-06,Friday,83,Housekeeping,6,7,1260,0
2025-06-06,Friday,83,Restaurant,4,5,1100,0
2025-06-06,Friday,83,Maintenance,2,3,600,0
2025-06-06,Friday,83,Security,2,2,300,0
2025-06-07,Saturday,84,Front Desk,3,5,1250,1
2025-06-07,Saturday,84,Housekeeping,6,7,1260,0
2025-06-07,Saturday,84,Restaurant,4,4,880,0
2025-06-07,Saturday,84,Maintenance,2,3,600,0
2025-06-07,Saturday,84,Security,2,2,300,0
2025-06-08,Sunday,86,Front Desk,3,3,750,0
2025-06-08,Sunday,86,Housekeeping,6,6,1080,0
2025-06-08,Sunday,86,Restaurant,4,4,880,0
2025-06-08,Sunday,86,Maintenance,2,2,400,0
2025-06-08,Sunday,86,Security,2,2,300,0
2025-06-09,Monday,82,Front Desk,3,4,1000,0
2025-06-09,Monday,82,Housekeeping,6,6,1080,0
2025-06-09,Monday,82,Restaurant,4,4,880,0
2025-06-09,Monday,82,Maintenance,2,2,400,0
2025-06-09,Monday,82,Security,2,2,300,0
2025-06-10,Tuesday,87,Front Desk,3,5,1250,1
2025-06-10,Tuesday,87,Housekeeping,6,5,900,0
2025-06-10,Tuesday,87,Restaurant,4,4,880,0
2025-06-10,Tuesday,87,Maintenance,2,2,400,0
2025-06-10,Tuesday,87,Security,2,4,600,1
2025-06-11,Wednesday,83,Front Desk,3,5,1250,1
2025-06-11,Wednesday,83,Housekeeping,6,5,900,0
2025-06-11,Wednesday,83,Restaurant,4,4,880,0
2025-06-11,Wednesday,83,Maintenance,2,2,400,0
2025-06-11,Wednesday,83,Security,2,2,300,0
2025-06-12,Thursday,81,Front Desk,3,3,750,0
2025-06-12,Thursday,81,Housekeeping,6,8,1440,1
2025-06-12,Thursday,81,Restaurant,4,4,880,0
2025-06-12,Thursday,81,Maintenance,2,3,600,0
2025-06-12,Thursday,81,Security,2,2,300,0
2025-06-13,Friday,85,Front Desk,3,3,750,0
2025-06-13,Friday,85,Housekeeping,6,7,1260,0
2025-06-13,Friday,85,Restaurant,4,4,880,0
2025-06-13,Friday,85,Maintenance,2,2,400,0
2025-06-13,Friday,85,Security,2,2,300,0
2025-06-14,Saturday,80,Front Desk,3,3,750,0
2025-06-14,Saturday,80,Housekeeping,6,6,1080,0
2025-06-14,Saturday,80,Restaurant,4,4,880,0
2025-06-14,Saturday,80,Maintenance,2,3,600,0
2025-06-14,Saturday,80,Security,2,2,300,0
2025-06-15,Sunday,82,Front Desk,3,3,750,0
2025-06-15,Sunday,82,Housekeeping,6,6,1080,0
2025-06-15,Sunday,82,Restaurant,4,5,1100,0
2025-06-15,Sunday,82,Maintenance,2,3,600,0
2025-06-15,Sunday,82,Security,2,3,450,0
2025-06-16,Monday,65,Front Desk,3,3,750,0
2025-06-16,Monday,65,Housekeeping,5,5,900,0
2025-06-16,Monday,65,Restaurant,4,4,880,0
2025-06-16,Monday,65,Maintenance,2,2,400,0
2025-06-16,Monday,65,Security,2,2,300,0
2025-06-17,Tuesday,75,Front Desk,3,3,750,0
2025-06-17,Tuesday,75,Housekeeping,6,6,1080,0
2025-06-17,Tuesday,75,Restaurant,4,5,1100,0
2025-06-17,Tuesday,75,Maintenance,2,2,400,0
2025-06-17,Tuesday,75,Security,2,2,300,0
2025-06-18,Wednesday,71,Front Desk,3,3,750,0
2025-06-18,Wednesday,71,Housekeeping,5,5,900,0
2025-06-18,Wednesday,71,Restaurant,4,6,1320,1
2025-06-18,Wednesday,71,Maintenance,2,3,600,0
2025-06-18,Wednesday,71,Security,2,2,300,0
2025-06-19,Thursday,69,Front Desk,3,5,1250,1
2025-06-19,Thursday,69,Housekeeping,5,5,900,0
2025-06-19,Thursday,69,Restaurant,4,4,880,0
2025-06-19,Thursday,69,Maintenance,2,3,600,0
2025-06-19,Thursday,69,Security,2,4,600,1
2025-06-20,Friday,74,Front Desk,3,5,1250,1
2025-06-20,Friday,74,Housekeeping,5,5,900,0
2025-06-20,Friday,74,Restaurant,4,4,880,0
2025-06-20,Friday,74,Maintenance,2,4,800,1
2025-06-20,Friday,74,Security,2,2,300,0
2025-06-21,Saturday,77,Front Desk,3,4,1000,0
2025-06-21,Saturday,77,Housekeeping,6,5,900,0
2025-06-21,Saturday,77,Restaurant,4,6,1320,1
2025-06-21,Saturday,77,Maintenance,2,2,400,0
2025-06-21,Saturday,77,Security,2,2,300,0
2025-06-22,Sunday,85,Front Desk,3,5,1250,1
2025-06-22,Sunday,85,Housekeeping,6,7,1260,0
2025-06-22,Sunday,85,Restaurant,4,5,1100,0
2025-06-22,Sunday,85,Maintenance,2,2,400,0
2025-06-22,Sunday,85,Security,2,2,300,0
2025-06-23,Monday,70,Front Desk,3,4,1000,0
2025-06-23,Monday,70,Housekeeping,5,7,1260,1
2025-06-23,Monday,70,Restaurant,4,4,880,0
2025-06-23,Monday,70,Maintenance,2,4,800,1
2025-06-23,Monday,70,Security,2,3,450,0
2025-06-24,Tuesday,64,Front Desk,3,5,1250,1
2025-06-24,Tuesday,64,Housekeeping,5,6,1080,0
2025-06-24,Tuesday,64,Restaurant,4,6,1320,1
2025-06-24,Tuesday,64,Maintenance,2,2,400,0
2025-06-24,Tuesday,64,Security,2,4,600,1
2025-06-25,Wednesday,72,Front Desk,3,4,1000,0
2025-06-25,Wednesday,72,Housekeeping,5,7,1260,1
2025-06-25,Wednesday,72,Restaurant,4,4,880,0
2025-06-25,Wednesday,72,Maintenance,2,2,400,0
2025-06-25,Wednesday,72,Security,2,4,600,1
2025-06-26,Thursday,68,Front Desk,3,4,1000,0
2025-06-26,Thursday,68,Housekeeping,5,5,900,0
2025-06-26,Thursday,68,Restaurant,4,4,880,0
2025-06-26,Thursday,68,Maintenance,2,4,800,1
2025-06-26,Thursday,68,Security,2,2,300,0
2025-06-27,Friday,70,Front Desk,3,5,1250,1
2025-06-27,Friday,70,Housekeeping,5,7,1260,1
2025-06-27,Friday,70,Restaurant,4,4,880,0
2025-06-27,Friday,70,Maintenance,2,2,400,0
2025-06-27,Friday,70,Security,2,2,300,0
2025-06-28,Saturday,76,Front Desk,3,5,1250,1
2025-06-28,Saturday,76,Housekeeping,6,8,1440,1
2025-06-28,Saturday,76,Restaurant,4,4,880,0
2025-06-28,Saturday,76,Maintenance,2,2,400,0
2025-06-28,Saturday,76,Security,2,2,300,0
2025-06-29,Sunday,80,Front Desk,3,4,1000,0
2025-06-29,Sunday,80,Housekeeping,6,6,1080,0
2025-06-29,Sunday,80,Restaurant,4,5,1100,0
2025-06-29,Sunday,80,Maintenance,2,2,400,0
2025-06-29,Sunday,80,Security,2,4,600,1
2025-06-30,Monday,71,Front Desk,3,3,750,0
2025-06-30,Monday,71,Housekeeping,5,5,900,0
2025-06-30,Monday,71,Restaurant,4,6,1320,1
2025-06-30,Monday,71,Maintenance,2,4,800,1
2025-06-30,Monday,71,Security,2,3,450,0
2025-07-01,Tuesday,69,Front Desk,3,4,1000,0
2025-07-01,Tuesday,69,Housekeeping,5,7,1260,1
2025-07-01,Tuesday,69,Restaurant,4,5,1100,0
2025-07-01,Tuesday,69,Maintenance,2,4,800,1
2025-07-01,Tuesday,69,Security,2,4,600,1
2025-07-02,Wednesday,69,Front Desk,3,5,1250,1
2025-07-02,Wednesday,69,Housekeeping,5,6,1080,0
2025-07-02,Wednesday,69,Restaurant,4,4,880,0
2025-07-02,Wednesday,69,Maintenance,2,4,800,1
2025-07-02,Wednesday,69,Security,2,2,300,0
2025-07-03,Thursday,68,Front Desk,3,3,750,0
2025-07-03,Thursday,68,Housekeeping,5,6,1080,0
2025-07-03,Thursday,68,Restaurant,4,6,1320,1
2025-07-03,Thursday,68,Maintenance,2,4,800,1
2025-07-03,Thursday,68,Security,2,2,300,0
2025-07-04,Friday,70,Front Desk,3,3,750,0
2025-07-04,Friday,70,Housekeeping,5,5,900,0
2025-07-04,Friday,70,Restaurant,4,4,880,0
2025-07-04,Friday,70,Maintenance,2,2,400,0
2025-07-04,Friday,70,Security,2,2,300,0
2025-07-05,Saturday,81,Front Desk,3,5,1250,1
2025-07-05,Saturday,81,Housekeeping,6,5,900,0
2025-07-05,Saturday,81,Restaurant,4,4,880,0
2025-07-05,Saturday,81,Maintenance,2,4,800,1
2025-07-05,Saturday,81,Security,2,3,450,0
2025-07-06,Sunday,80,Front Desk,3,3,750,0
2025-07-06,Sunday,80,Housekeeping,6,7,1260,0
2025-07-06,Sunday,80,Restaurant,4,4,880,0
2025-07-06,Sunday,80,Maintenance,2,2,400,0
2025-07-06,Sunday,80,Security,2,4,600,1
2025-07-07,Monday,68,Front Desk,3,5,1250,1
2025-07-07,Monday,68,Housekeeping,5,5,900,0
2025-07-07,Monday,68,Restaurant,4,5,1100,0
2025-07-07,Monday,68,Maintenance,2,4,800,1
2025-07-07,Monday,68,Security,2,4,600,1
2025-07-08,Tuesday,71,Front Desk,3,4,1000,0
2025-07-08,Tuesday,71,Housekeeping,5,6,1080,0
2025-07-08,Tuesday,71,Restaurant,4,4,880,0
2025-07-08,Tuesday,71,Maintenance,2,2,400,0
2025-07-08,Tuesday,71,Security,2,4,600,1
2025-07-09,Wednesday,69,Front Desk,3,3,750,0
2025-07-09,Wednesday,69,Housekeeping,5,7,1260,1
2025-07-09,Wednesday,69,Restaurant,4,6,1320,1
2025-07-09,Wednesday,69,Maintenance,2,3,600,0
2025-07-09,Wednesday,69,Security,2,4,600,1
2025-07-10,Thursday,67,Front Desk,3,5,1250,1
2025-07-10,Thursday,67,Housekeeping,5,7,1260,1
2025-07-10,Thursday,67,Restaurant,4,4,880,0
2025-07-10,Thursday,67,Maintenance,2,2,400,0
2025-07-10,Thursday,67,Security,2,2,300,0
2025-07-11,Friday,76,Front Desk,3,4,1000,0
2025-07-11,Friday,76,Housekeeping,6,6,1080,0
2025-07-11,Friday,76,Restaurant,4,6,1320,1
2025-07-11,Friday,76,Maintenance,2,4,800,1
2025-07-11,Friday,76,Security,2,2,300,0
2025-07-12,Saturday,81,Front Desk,3,4,1000,0
2025-07-12,Saturday,81,Housekeeping,6,8,1440,1
2025-07-12,Saturday,81,Restaurant,4,6,1320,1
2025-07-12,Saturday,81,Maintenance,2,2,400,0
2025-07-12,Saturday,81,Security,2,4,600,1
2025-07-13,Sunday,83,Front Desk,3,5,1250,1
2025-07-13,Sunday,83,Housekeeping,6,8,1440,1
2025-07-13,Sunday,83,Restaurant,4,4,880,0
2025-07-13,Sunday,83,Maintenance,2,2,400,0
2025-07-13,Sunday,83,Security,2,4,600,1
2025-07-14,Monday,65,Front Desk,3,4,1000,0
2025-07-14,Monday,65,Housekeeping,5,7,1260,1
2025-07-14,Monday,65,Restaurant,4,6,1320,1
2025-07-14,Monday,65,Maintenance,2,3,600,0
2025-07-14,Monday,65,Security,2,3,450,0
2025-07-15,Tuesday,68,Front Desk,3,4,1000,0
2025-07-15,Tuesday,68,Housekeeping,5,5,900,0
2025-07-15,Tuesday,68,Restaurant,4,4,880,0
2025-07-15,Tuesday,68,Maintenance,2,2,400,0
2025-07-15,Tuesday,68,Security,2,2,300,0
2025-07-16,Wednesday,68,Front Desk,3,4,1000,0
2025-07-16,Wednesday,68,Housekeeping,5,6,1080,0
2025-07-16,Wednesday,68,Restaurant,4,4,880,0
2025-07-16,Wednesday,68,Maintenance,2,3,600,0
2025-07-16,Wednesday,68,Security,2,4,600,1
2025-07-17,Thursday,82,Front Desk,3,3,750,0
2025-07-17,Thursday,82,Housekeeping,6,8,1440,1
2025-07-17,Thursday,82,Restaurant,4,5,1100,0
2025-07-17,Thursday,82,Maintenance,2,3,600,0
2025-07-17,Thursday,82,Security,2,4,600,1
2025-07-18,Friday,89,Front Desk,3,4,1000,0
2025-07-18,Friday,89,Housekeeping,7,6,1080,0
2025-07-18,Friday,89,Restaurant,4,4,880,0
2025-07-18,Friday,89,Maintenance,2,2,400,0
2025-07-18,Friday,89,Security,2,2,300,0
2025-07-19,Saturday,88,Front Desk,3,4,1000,0
2025-07-19,Saturday,88,Housekeeping,7,6,1080,0
