student_id,age,gender,campus,program,program_length_yrs,year_enrolled,semester_enrolled,expected_grad_year,enrollment_source,distance_from_campus_km,has_transport,parent_education,has_financial_aid,working_student,attendance_rate_pct,grade_average_pct,courses_failed,warnings_issued,status,at_risk
GTC-00331,20,Female,Extension Campus - Mogoditshane,Diploma in IT,2,2024,Semester 1,2026,Open Day,38.9,0,Secondary,1,0,79.1,74.0,0,0,Active,0
GTC-00332,36,Female,Main Campus - Gaborone,Certificate in Auto Mechanics,1,2025,Semester 1,2026,Walk-In,56.0,1,None,1,1,64.7,30.0,3,3,Dropped Out,0
GTC-00333,45,Female,Main Campus - Gaborone,Certificate in Business Admin,1,2025,Semester 1,2026,Radio Ad,56.2,1,Primary,1,0,75.8,30.0,1,1,Dropped Out,0
GTC-00334,22,Male,Block 8 Campus,Diploma in Health Sciences,2,2024,Semester 1,2026,Open Day,61.8,1,Secondary,1,1,75.5,38.4,2,2,Active,1
GTC-00335,35,Male,Block 8 Campus,Diploma in Health Sciences,2,2024,Semester 2,2026,Radio Ad,45.3,1,Secondary,0,0,72.5,33.4,2,3,Active,1
GTC-00336,45,Female,Extension Campus - Mogoditshane,Diploma in Accounting,2,2024,Semester 2,2026,Referral,68.3,1,Tertiary,0,0,83.5,49.8,0,1,Active,1
GTC-00337,28,Male,Extension Campus - Mogoditshane,Diploma in IT,2,2023,Semester 1,2025,Agent,8.8,1,Tertiary,1,0,96.3,69.5,0,0,Graduated,0
GTC-00338,44,Male,Extension Campus - Mogoditshane,Certificate in Business Admin,1,2025,Semester 1,2026,Facebook Ad,72.9,1,Primary,0,0,74.6,47.0,0,2,Active,1
GTC-00339,31,Female,Block 8 Campus,Diploma in Engineering,2,2023,Semester 2,2025,Walk-In,32.8,1,None,1,0,84.7,62.7,0,0,Graduated,0
GTC-00340,38,Female,Main Campus - Gaborone,Diploma in Engineering,2,2025,Semester 2,2027,School Fair,52.4,1,Tertiary,0,1,68.9,49.0,2,3,Active,1
GTC-00341,38,Male,Main Campus - Gaborone,Diploma in Health Sciences,2,2024,Semester 1,2026,Website Form,76.9,1,Tertiary,0,0,66.9,42.1,2,3,Dropped Out,0
GTC-00342,40,Female,Main Campus - Gaborone,Certificate in Construction,1,2024,Semester 2,2025,Agent,5.2,0,None,1,0,79.1,30.0,1,1,Dropped Out,0
GTC-00343,35,Male,Block 8 Campus,Certificate in Hospitality,1,2024,Semester 2,2025,Facebook Ad,53.8,1,None,0,0,70.3,63.1,1,1,Graduated,0
GTC-00344,30,Male,Extension Campus - Mogoditshane,Diploma in Accounting,2,2024,Semester 2,2026,Walk-In,3.6,1,None,1,1,73.0,49.9,0,2,Active,1
GTC-00345,25,Male,Main Campus - Gaborone,Diploma in Engineering,2,2024,Semester 1,2026,Open Day,77.2,1,Primary,0,1,65.4,30.0,4,3,Dropped Out,0
GTC-00346,23,Male,Main Campus - Gaborone,Certificate in Business Admin,1,2024,Semester 1,2025,Facebook Ad,68.5,1,Tertiary,1,0,85.8,59.4,0,0,Graduated,0
GTC-00347,36,Male,Block 8 Campus,Certificate in Business Admin,1,2023,Semester 2,2024,Radio Ad,64.5,1,Secondary,0,0,75.4,60.6,1,0,Graduated,0
GTC-00348,42,Male,Main Campus - Gaborone,Certificate in Auto Mechanics,1,2023,Semester 1,2024,Walk-In,15.7,1,Secondary,1,0,82.4,67.3,1,0,Graduated,0
GTC-00349,31,Male,Main Campus - Gaborone,Diploma in IT,2,2025,Semester 1,2027,Open Day,52.2,1,Secondary,1,1,74.5,37.0,2,3,Active,1
GTC-00350,35,Male,Block 8 Campus,Certificate in Hospitality,1,2024,Semester 1,2025,School Fair,10.0,1,Tertiary,0,1,73.2,42.1,2,3,Dropped Out,0
GTC-00351,37,Female,Main Campus - Gaborone,Certificate in Business Admin,1,2025,Semester 1,2026,Radio Ad,13.9,1,None,1,1,75.2,30.0,3,2,Active,1
GTC-00352,21,Female,Main Campus - Gaborone,Certificate in Business Admin,1,2023,Semester 2,2024,School Fair,32.2,1,Tertiary,0,1,80.4,35.7,1,1,Dropped Out,0
GTC-00353,32,Male,Extension Campus - Mogoditshane,Certificate in Construction,1,2024,Semester 1,2025,Website Form,11.2,1,None,1,1,74.1,30.0,1,2,Dropped Out,0
GTC-00354,23,Male,Extension Campus - Mogoditshane,Certificate in Hospitality,1,2023,Semester 2,2024,Open Day,73.4,1,Tertiary,0,1,62.9,31.2,3,3,Dropped Out,0
GTC-00355,36,Male,Extension Campus - Mogoditshane,Diploma in IT,2,2024,Semester 1,2026,Walk-In,84.3,0,None,1,0,55.8,39.4,2,3,Dropped Out,0
GTC-00356,42,Male,Extension Campus - Mogoditshane,Diploma in Health Sciences,2,2023,Semester 1,2025,Website Form,25.5,1,None,1,0,87.7,55.3,0,0,Graduated,0
GTC-00357,32,Male,Extension Campus - Mogoditshane,Diploma in Health Sciences,2,2023,Semester 2,2025,Open Day,60.0,1,None,1,0,74.2,30.6,0,2,Graduated,0
GTC-00358,36,Male,Extension Campus - Mogoditshane,Certificate in Business Admin,1,2025,Semester 2,2026,Walk-In,44.0,0,Secondary,0,1,67.2,30.0,3,3,Dropped Out,0
GTC-00359,20,Male,Main Campus - Gaborone,Certificate in Construction,1,2023,Semester 1,2024,Open Day,62.8,0,Primary,0,0,71.7,30.0,2,3,Dropped Out,0
GTC-00360,29,Female,Block 8 Campus,Certificate in Auto Mechanics,1,2025,Semester 1,2026,Open Day,60.5,1,Secondary,0,0,74.2,54.4,0,1,Active,1
GTC-00361,20,Male,Block 8 Campus,Diploma in Engineering,2,2024,Semester 1,2026,Facebook Ad,14.4,1,Primary,0,0,81.1,30.0,5,2,Active,1
GTC-00362,29,Female,Block 8 Campus,Diploma in IT,2,2024,Semester 1,2026,Facebook Ad,2.4,0,Secondary,1,1,69.5,30.0,1,2,Active,1
GTC-00363,27,Male,Block 8 Campus,Diploma in Engineering,2,2024,Semester 1,2026,Open Day,31.9,1,None,1,1,76.1,71.7,1,0,Active,0
GTC-00364,40,Male,Main Campus - Gaborone,Certificate in Hospitality,1,2023,Semester 1,2024,Website Form,49.0,1,Secondary,1,0,90.9,72.8,0,0,Graduated,0
GTC-00365,23,Female,Main Campus - Gaborone,Diploma in IT,2,2024,Semester 2,2026,Radio Ad,80.6,0,Primary,1,0,67.3,43.7,0,2,Dropped Out,0
GTC-00366,42,Male,Extension Campus - Mogoditshane,Certificate in Auto Mechanics,1,2024,Semester 1,2025,Open Day,76.6,1,None,1,0,70.4,52.2,1,1,Graduated,0
GTC-00367,36,Male,Block 8 Campus,Certificate in Hospitality,1,2023,Semester 1,2024,Open Day,57.7,0,Tertiary,1,1,52.7,30.0,2,3,Dropped Out,0
GTC-00368,45,Female,Block 8 Campus,Diploma in Health Sciences,2,2024,Semester 1,2026,Referral,29.6,1,Tertiary,0,1,68.6,51.6,1,1,Active,1
GTC-00369,31,Female,Main Campus - Gaborone,Certificate in Business Admin,1,2023,Semester 1,2024,Referral,40.6,0,Secondary,1,0,75.8,31.6,3,2,Dropped Out,0
GTC-00370,35,Female,Extension Campus - Mogoditshane,Diploma in Engineering,2,2023,Semester 1,2025,Agent,25.0,1,Secondary,0,1,72.0,30.0,2,3,Dropped Out,0
GTC-00371,38,Female,Main Campus - Gaborone,Diploma in Accounting,2,2024,Semester 1,2026,Open Day,77.1,1,None,1,1,64.9,34.2,0,2,Active,1
GTC-00372,38,Female,Extension Campus - Mogoditshane,Certificate in Business Admin,1,2024,Semester 1,2025,Referral,14.3,1,Secondary,0,0,85.3,45.7,2,2,Graduated,0
GTC-00373,19,Female,Block 8 Campus,Certificate in Business Admin,1,2025,Semester 1,2026,Radio Ad,65.1,1,Primary,0,0,67.3,45.7,3,3,Active,1
GTC-00374,36,Female,Main Campus - Gaborone,Diploma in IT,2,2023,Semester 2,2025,Website Form,66.3,1,Primary,1,1,68.2,40.8,0,2,Dropped Out,0
GTC-00375,34,Male,Block 8 Campus,Certificate in Auto Mechanics,1,2023,Semester 1,2024,Radio Ad,78.5,1,Secondary,0,1,71.3,30.0,2,3,Dropped Out,0
GTC-00376,27,Male,Extension Campus - Mogoditshane,Certificate in Business Admin,1,2023,Semester 1,2024,Radio Ad,58.6,1,Primary,1,1,61.8,35.4,3,3,Dropped Out,0
GTC-00377,19,Male,Main Campus - Gaborone,Diploma in IT,2,2025,Semester 1,2027,Open Day,10.5,1,None,1,1,79.5,45.6,0,1,Dropped Out,0
GTC-00378,39,Female,Main Campus - Gaborone,Certificate in Business Admin,1,2023,Semester 2,2024,Website Form,30.3,0,Primary,0,1,47.3,30.0,2,3,Graduated,0
GTC-00379,23,Male,Extension Campus - Mogoditshane,Certificate in Business Admin,1,2023,Semester 2,2024,Website Form,59.5,1,None,1,0,82.4,43.9,2,2,Graduated,0
GTC-00380,21,Female,Main Campus - Gaborone,Diploma in Engineering,2,2024,Semester 2,2026,Referral,47.6,1,Secondary,0,0,91.2,34.0,0,1,Active,1
GTC-00381,45,Female,Main Campus - Gaborone,Certificate in Business Admin,1,2024,Semester 2,2025,Radio Ad,1.6,1,None,1,0,80.7,40.2,3,2,Graduated,0
GTC-00382,41,Male,Main Campus - Gaborone,Certificate in Construction,1,2023,Semester 2,2024,School Fair,50.8,0,None,1,0,63.0,30.0,1,2,Dropped Out,0
GTC-00383,43,Female,Block 8 Campus,Certificate in Auto Mechanics,1,2025,Semester 2,2026,Open Day,43.7,1,Tertiary,1,1,80.1,31.4,2,2,Dropped Out,0
GTC-00384,20,Female,Extension Campus - Mogoditshane,Diploma in IT,2,2023,Semester 2,2025,Website Form,13.4,1,None,0,0,81.3,30.0,2,2,Dropped Out,0
GTC-00385,34,Female,Extension Campus - Mogoditshane,Certificate in Construction,1,2025,Semester 1,2026,Walk-In,84.2,0,None,1,1,56.9,30.0,2,3,Active,1
GTC-00386,40,Male,Block 8 Campus,Diploma in Health Sciences,2,2023,Semester 2,2025,Agent,41.7,1,Tertiary,0,0,81.5,45.1,0,1,Graduated,0
GTC-00387,33,Female,Extension Campus - Mogoditshane,Certificate in Construction,1,2024,Semester 2,2025,Walk-In,2.9,1,Secondary,1,0,91.8,93.9,0,0,Graduated,0
GTC-00388,29,Female,Block 8 Campus,Diploma in IT,2,2025,Semester 1,2027,School Fair,20.3,1,None,0,1,76.3,43.0,1,1,Active,1
GTC-00389,36,Female,Block 8 Campus,Diploma in IT,2,2025,Semester 2,2027,Walk-In,83.8,1,Tertiary,1,1,72.6,30.0,4,3,Active,1
GTC-00390,23,Female,Block 8 Campus,Diploma in Health Sciences,2,2023,Semester 2,2025,Facebook Ad,71.5,1,Secondary,1,1,73.0,30.0,0,2,Graduated,0
GTC-00391,36,Male,Extension Campus - Mogoditshane,Certificate in Construction,1,2024,Semester 1,2025,Open Day,36.6,1,None,0,1,62.0,30.0,2,3,Dropped Out,0
GTC-00392,37,Female,Extension Campus - Mogoditshane,Diploma in Engineering,2,2023,Semester 1,2025,Open Day,18.5,0,Tertiary,1,0,68.9,69.8,0,1,Graduated,0
GTC-00393,19,Male,Block 8 Campus,Certificate in Auto Mechanics,1,2023,Semester 1,2024,Radio Ad,63.6,0,Tertiary,1,0,71.2,63.1,0,1,Graduated,0
GTC-00394,23,Female,Extension Campus - Mogoditshane,Certificate in Hospitality,1,2024,Semester 1,2025,Facebook Ad,13.2,1,Secondary,0,0,91.8,48.4,1,1,Dropped Out,0
GTC-00395,26,Female,Extension Campus - Mogoditshane,Diploma in Engineering,2,2025,Semester 1,2027,Open Day,66.6,1,None,1,1,74.8,81.9,0,1,Active,1
GTC-00396,44,Male,Main Campus - Gaborone,Certificate in Business Admin,1,2025,Semester 1,2026,Referral,42.5,1,None,0,1,59.9,45.6,0,2,Active,1
GTC-00397,21,Male,Main Campus - Gaborone,Diploma in Accounting,2,2024,Semester 2,2026,Referral,73.4,1,Secondary,0,1,69.4,30.0,3,3,Active,1
GTC-00398,33,Female,Block 8 Campus,Diploma in IT,2,2025,Semester 1,2027,Walk-In,58.9,0,Primary,1,0,57.0,30.0,1,2,Active,1
GTC-00399,32,Female,Main Campus - Gaborone,Diploma in Health Sciences,2,2024,Semester 2,2026,Facebook Ad,79.6,0,Secondary,1,0,66.4,62.8,0,1,Active,1
GTC-00400,45,Male,Block 8 Campus,Certificate in Auto Mechanics,1,2025,Semester 2,2026,Website Form,61.1,0,None,0,0,56.8,30.0,1,2,Active,1
GTC-00401,18,Male,Extension Campus - Mogoditshane,Diploma in Engineering,2,2025,Semester 2,2027,Radio Ad,0.8,1,Secondary,1,1,90.0,83.7,0,0,Active,0
GTC-00402,39,Female,Block 8 Campus,Certificate in Auto Mechanics,1,2024,Semester 1,2025,Referral,15.2,1,Secondary,0,1,75.6,47.8,0,1,Graduated,0
GTC-00403,25,Male,Main Campus - Gaborone,Certificate in Hospitality,1,2023,Semester 2,2024,School Fair,22.6,0,None,1,0,78.2,31.8,4,2,Dropped Out,0
GTC-00404,40,Female,Block 8 Campus,Certificate in Auto Mechanics,1,2023,Semester 1,2024,School Fair,16.6,0,Secondary,1,0,85.2,49.1,0,1,Dropped Out,0
GTC-00405,39,Male,Block 8 Campus,Diploma in Engineering,2,2024,Semester 1,2026,Walk-In,25.0,1,Tertiary,0,0,78.9,51.2,1,0,Active,1
GTC-00406,39,Male,Extension Campus - Mogoditshane,Diploma in Health Sciences,2,2025,Semester 2,2027,Referral,6.7,1,None,1,1,63.8,95.0,0,1,Active,1
GTC-00407,19,Male,Block 8 Campus,Diploma in Health Sciences,2,2024,Semester 2,2026,Website Form,11.7,0,None,0,1,59.7,30.0,2,3,Dropped Out,0
GTC-00408,34,Female,Main Campus - Gaborone,Diploma in Accounting,2,2023,Semester 2,2025,Walk-In,83.2,1,Secondary,0,0,86.0,31.8,1,1,Dropped Out,0
GTC-00409,28,Female,Main Campus - Gaborone,Certificate in Construction,1,2025,Semester 2,2026,Radio Ad,47.5,0,Tertiary,1,1,74.3,40.4,3,3,Dropped Out,0
GTC-00410,33,Male,Block 8 Campus,Certificate in Construction,1,2025,Semester 2,2026,Open Day,42.2,0,Primary,1,1,58.7,33.6,3,3,Dropped Out,0
GTC-00411,39,Male,Extension Campus - Mogoditshane,Diploma in IT,2,2025,Semester 1,2027,Agent,78.3,1,Tertiary,0,0,77.2,63.9,0,0,Active,0
GTC-00412,44,Female,Main Campus - Gaborone,Diploma in IT,2,2023,Semester 2,2025,Open Day,38.9,0,None,1,1,57.2,41.5,0,2,Graduated,0
GTC-00413,43,Male,Main Campus - Gaborone,Diploma in IT,2,2025,Semester 2,2027,Website Form,67.9,0,Tertiary,1,1,68.6,30.0,2,3,Dropped Out,0
GTC-00414,30,Female,Block 8 Campus,Diploma in Engineering,2,2023,Semester 2,2025,Open Day,68.2,0,Secondary,0,0,70.7,30.0,3,3,Dropped Out,0
GTC-00415,30,Female,Block 8 Campus,Diploma in Health Sciences,2,2023,Semester 2,2025,Website Form,52.4,1,Tertiary,1,0,85.7,73.9,0,0,Graduated,0
GTC-00416,34,Male,Block 8 Campus,Certificate in Auto Mechanics,1,2024,Semester 1,2025,Open Day,25.9,0,Secondary,0,0,73.5,40.2,2,3,Dropped Out,0
GTC-00417,31,Female,Main Campus - Gaborone,Certificate in Auto Mechanics,1,2025,Semester 2,2026,Website Form,22.0,1,None,1,0,85.9,56.8,1,0,Active,0
GTC-00418,36,Female,Extension Campus - Mogoditshane,Certificate in Auto Mechanics,1,2025,Semester 2,2026,Website Form,82.2,0,Primary,1,1,52.6,30.0,1,2,Dropped Out,0
GTC-00419,30,Male,Main Campus - Gaborone,Diploma in Engineering,2,2025,Semester 2,2027,Open Day,59.0,0,Tertiary,1,0,69.9,35.6,1,2,Active,1
GTC-00420,22,Male,Main Campus - Gaborone,Certificate in Business Admin,1,2023,Semester 1,2024,Walk-In,18.2,1,Primary,1,0,84.8,59.5,1,0,Graduated,0
GTC-00421,18,Male,Main Campus - Gaborone,Diploma in Engineering,2,2025,Semester 2,2027,Open Day,40.3,0,Primary,1,0,74.6,57.6,0,1,Active,1
GTC-00422,45,Female,Extension Campus - Mogoditshane,Diploma in Accounting,2,2023,Semester 2,2025,Agent,41.6,1,Tertiary,1,1,80.8,63.9,0,0,Graduated,0
GTC-00423,33,Male,Block 8 Campus,Certificate in Construction,1,2024,Semester 2,2025,Walk-In,14.1,0,Tertiary,1,1,78.8,38.0,3,2,Dropped Out,0
GTC-00424,39,Female,Main Campus - Gaborone,Diploma in Accounting,2,2025,Semester 2,2027,Agent,70.9,1,Secondary,0,0,70.2,51.1,3,2,Active,1
GTC-00425,24,Male,Extension Campus - Mogoditshane,Certificate in Auto Mechanics,1,2023,Semester 2,2024,Open Day,26.2,1,None,0,0,89.5,61.5,2,1,Graduated,0
GTC-00426,43,Male,Block 8 Campus,Diploma in Health Sciences,2,2023,Semester 1,2025,Facebook Ad,48.0,1,Secondary,0,0,77.7,68.0,0,0,Graduated,0
GTC-00427,37,Male,Extension Campus - Mogoditshane,Diploma in IT,2,2024,Semester 2,2026,Facebook Ad,82.9,0,None,0,1,51.3,34.3,0,2,Dropped Out,0
GTC-00428,27,Female,Extension Campus - Mogoditshane,Certificate in Auto Mechanics,1,2025,Semester 1,2026,Radio Ad,55.2,1,Primary,1,1,68.4,75.7,0,1,Active,1
GTC-00429,23,Male,Block 8 Campus,Certificate in Construction,1,2025,Semester 2,2026,Website Form,53.7,1,Tertiary,0,1,75.8,30.0,0,1,Active,1
GTC-00430,18,Female,Main Campus - Gaborone,Diploma in IT,2,2025,Semester 1,2027,Facebook Ad,29.1,1,Primary,1,0,90.6,95.0,1,0,Active,0
GTC-00431,43,Female,Block 8 Campus,Diploma in Health Sciences,2,2025,Semester 2,2027,Website Form,77.3,1,Secondary,0,0,80.1,44.9,0,1,Active,1
GTC-00432,32,Female,Extension Campus - Mogoditshane,Diploma in Health Sciences,2,2023,Semester 2,2025,Facebook Ad,3.6,1,Primary,0,0,82.8,49.4,2,2,Graduated,0
GTC-00433,18,Male,Extension Campus - Mogoditshane,Diploma in Accounting,2,2023,Semester 2,2025,Agent,83.9,1,None,0,1,63.9,30.0,0,2,Dropped Out,0
GTC-00434,36,Male,Block 8 Campus,Certificate in Construction,1,2023,Semester 1,2024,Website Form,25.8,1,Primary,0,0,81.5,34.9,1,1,Graduated,0
GTC-00435,21,Male,Extension Campus - Mogoditshane,Diploma in Health Sciences,2,2024,Semester 1,2026,Facebook Ad,5.8,0,Tertiary,1,1,68.5,30.0,1,2,Active,1
GTC-00436,38,Female,Block 8 Campus,Certificate in Auto Mechanics,1,2025,Semester 2,2026,Radio Ad,12.7,1,Tertiary,1,0,88.1,70.3,1,0,Active,0
GTC-00437,29,Male,Extension Campus - Mogoditshane,Diploma in Health Sciences,2,2023,Semester 1,2025,Website Form,48.8,1,Primary,1,1,81.0,44.0,1,1,Graduated,0
GTC-00438,31,Male,Block 8 Campus,Diploma in Accounting,2,2023,Semester 1,2025,Open Day,0.7,1,None,0,0,74.1,38.6,0,2,Dropped Out,0
GTC-00439,41,Male,Main Campus - Gaborone,Certificate in Auto Mechanics,1,2024,Semester 2,2025,Radio Ad,73.7,1,Tertiary,1,0,83.3,46.7,0,1,Dropped Out,0
GTC-00440,20,Male,Extension Campus - Mogoditshane,Diploma in IT,2,2025,Semester 2,2027,Facebook Ad,54.9,1,None,0,0,68.1,50.9,1,1,Active,1
GTC-00441,26,Male,Main Campus - Gaborone,Certificate in Auto Mechanics,1,2023,Semester 2,2024,Agent,50.3,1,None,1,1,70.9,52.0,1,1,Graduated,0
GTC-00442,35,Male,Block 8 Campus,Diploma in Engineering,2,2023,Semester 2,2025,Facebook Ad,13.5,0,Primary,1,0,78.2,49.1,1,1,Dropped Out,0
GTC-00443,28,Female,Block 8 Campus,Certificate in Business Admin,1,2023,Semester 1,2024,School Fair,64.1,1,Tertiary,0,0,79.8,58.0,2,1,Dropped Out,0
GTC-00444,18,Female,Extension Campus - Mogoditshane,Certificate in Hospitality,1,2023,Semester 2,2024,Facebook Ad,21.3,1,Primary,1,0,91.6,87.1,3,1,Graduated,0
GTC-00445,23,Male,Extension Campus - Mogoditshane,Diploma in Health Sciences,2,2025,Semester 2,2027,Walk-In,0.6,1,Secondary,0,1,83.2,80.9,0,0,Active,0
GTC-00446,44,Male,Extension Campus - Mogoditshane,Diploma in Accounting,2,2023,Semester 1,2025,Facebook Ad,25.9,1,None,0,0,76.9,78.9,1,0,Graduated,0
GTC-00447,39,Female,Extension Campus - Mogoditshane,Diploma in Accounting,2,2025,Semester 2,2027,Referral,21.3,0,Secondary,1,0,87.8,47.5,3,2,On Leave,0
GTC-00448,18,Male,Block 8 Campus,Certificate in Auto Mechanics,1,2024,Semester 1,2025,Facebook Ad,46.0,0,Tertiary,0,0,68.3,50.0,1,1,Graduated,0
GTC-00449,40,Male,Main Campus - Gaborone,Certificate in Auto Mechanics,1,2024,Semester 1,2025,Open Day,1.3,0,Secondary,0,0,80.6,41.9,0,1,Dropped Out,0
GTC-00450,33,Female,Main Campus - Gaborone,Diploma in Accounting,2,2024,Semester 1,2026,Walk-In,17.1,0,Tertiary,1,1,68.0,30.0,4,3,Active,1
GTC-00451,23,Male,Extension Campus - Mogoditshane,Diploma in Engineering,2,2025,Semester 1,2027,Radio Ad,22.4,1,Primary,0,0,91.6,73.2,0,0,Active,0
GTC-00452,39,Female,Main Campus - Gaborone,Diploma in Health Sciences,2,2025,Semester 1,2027,Website Form,37.1,0,Secondary,1,0,78.2,41.5,2,2,Dropped Out,0
GTC-00453,31,Female,Block 8 Campus,Diploma in IT,2,2024,Semester 1,2026,Website Form,7.4,1,None,0,1,55.3,30.0,2,3,Dropped Out,0
GTC-00454,20,Male,Main Campus - Gaborone,Certificate in Auto Mechanics,1,2024,Semester 1,2025,Website Form,71.5,1,Tertiary,1,1,78.5,64.4,0,0,Graduated,0
GTC-00455,37,Female,Main Campus - Gaborone,Certificate in Auto Mechanics,1,2025,Semester 1,2026,Facebook Ad,82.8,0,Tertiary,1,0,71.0,51.1,0,1,Active,1
GTC-00456,20,Male,Extension Campus - Mogoditshane,Diploma in IT,2,2025,Semester 1,2027,Referral,72.3,1,Tertiary,1,0,86.4,47.8,2,2,Active,1
GTC-00457,28,Male,Block 8 Campus,Certificate in Construction,1,2025,Semester 1,2026,Facebook Ad,9.2,1,None,0,0,80.5,51.1,1,0,Active,1
GTC-00458,23,Male,Main Campus - Gaborone,Diploma in IT,2,2023,Semester 1,2025,Referral,49.9,1,Secondary,1,0,92.2,68.6,1,0,Graduated,0
GTC-00459,18,Male,Main Campus - Gaborone,Certificate in Hospitality,1,2025,Semester 1,2026,Agent,29.6,0,Primary,0,1,53.3,30.0,2,3,Dropped Out,0
GTC-00460,36,Female,Extension Campus - Mogoditshane,Diploma in Accounting,2,2024,Semester 2,2026,Radio Ad,9.4,0,None,0,0,59.1,30.0,2,3,Dropped Out,0
GTC-00461,42,Female,Extension Campus - Mogoditshane,Diploma in Health Sciences,2,2023,Semester 2,2025,Radio Ad,70.3,1,None,1,1,67.7,43.0,3,3,Dropped Out,0
GTC-00462,19,Male,Main Campus - Gaborone,Certificate in Hospitality,1,2024,Semester 1,2025,School Fair,75.3,0,Secondary,0,1,61.9,30.0,3,3,Dropped Out,0
GTC-00463,22,Female,Extension Campus - Mogoditshane,Certificate in Business Admin,1,2024,Semester 1,2025,Referral,39.0,1,Secondary,0,0,86.5,95.0,0,0,Graduated,0
GTC-00464,22,Male,Main Campus - Gaborone,Certificate in Hospitality,1,2025,Semester 2,2026,Website Form,27.4,1,Primary,0,0,76.9,30.0,3,2,Dropped Out,0
GTC-00465,38,Female,Main Campus - Gaborone,Certificate in Auto Mechanics,1,2023,Semester 1,2024,Open Day,67.3,1,Primary,0,0,64.3,30.0,2,3,Dropped Out,0
GTC-00466,29,Female,Extension Campus - Mogoditshane,Certificate in Auto Mechanics,1,2024,Semester 2,2025,Agent,54.4,0,None,1,0,69.1,30.0,3,3,Dropped Out,0
GTC-00467,23,Female,Block 8 Campus,Certificate in Business Admin,1,2023,Semester 1,2024,Referral,38.1,1,None,0,0,84.5,30.0,3,2,Dropped Out,0
GTC-00468,30,Male,Main Campus - Gaborone,Certificate in Auto Mechanics,1,2023,Semester 2,2024,Facebook Ad,30.8,1,None,0,0,83.1,63.1,0,0,Graduated,0
GTC-00469,28,Female,Block 8 Campus,Diploma in Accounting,2,2023,Semester 1,2025,Referral,1.2,1,Secondary,0,0,92.7,42.6,0,1,Graduated,0
GTC-00470,42,Male,Block 8 Campus,Certificate in Hospitality,1,2023,Semester 1,2024,Open Day,20.2,1,Tertiary,0,0,79.8,62.5,2,1,Graduated,0
GTC-00471,24,Female,Block 8 Campus,Diploma in IT,2,2024,Semester 1,2026,Radio Ad,26.3,0,Tertiary,0,0,81.4,36.0,1,1,Active,1
GTC-00472,28,Male,Extension Campus - Mogoditshane,Diploma in IT,2,2023,Semester 1,2025,Website Form,48.5,0,Tertiary,0,1,70.9,30.0,3,3,Dropped Out,0
GTC-00473,32,Female,Main Campus - Gaborone,Diploma in Engineering,2,2023,Semester 1,2025,Walk-In,70.3,1,None,1,1,64.1,41.8,3,3,Dropped Out,0
GTC-00474,19,Female,Extension Campus - Mogoditshane,Diploma in IT,2,2023,Semester 2,2025,Agent,33.5,0,Primary,0,0,75.2,74.8,0,0,Graduated,0
GTC-00475,31,Female,Main Campus - Gaborone,Diploma in Accounting,2,2025,Semester 1,2027,Open Day,23.8,1,Primary,1,0,80.7,39.4,3,2,Active,1
GTC-00476,19,Male,Block 8 Campus,Certificate in Auto Mechanics,1,2024,Semester 2,2025,Agent,52.3,0,Primary,1,1,54.4,30.0,3,3,Dropped Out,0
GTC-00477,21,Female,Extension Campus - Mogoditshane,Diploma in IT,2,2023,Semester 1,2025,Referral,75.1,1,None,0,0,79.7,57.6,0,0,Graduated,0
GTC-00478,20,Male,Extension Campus - Mogoditshane,Certificate in Construction,1,2024,Semester 2,2025,Radio Ad,21.9,1,Tertiary,1,0,90.0,57.0,1,0,Graduated,0
GTC-00479,19,Male,Block 8 Campus,Certificate in Business Admin,1,2025,Semester 1,2026,Website Form,57.1,1,Tertiary,1,0,99.2,75.9,1,0,Active,0
GTC-00480,18,Male,Main Campus - Gaborone,Diploma in Accounting,2,2023,Semester 2,2025,Radio Ad,7.1,0,Secondary,1,0,84.3,53.0,0,0,Graduated,0
GTC-00481,44,Male,Block 8 Campus,Diploma in Accounting,2,2024,Semester 1,2026,Walk-In,4.6,1,Primary,0,0,79.2,30.0,4,2,Dropped Out,0
GTC-00482,24,Male,Main Campus - Gaborone,Certificate in Business Admin,1,2025,Semester 1,2026,Radio Ad,4.2,1,Secondary,1,0,86.8,36.2,3,2,Dropped Out,0
GTC-00483,21,Female,Block 8 Campus,Diploma in Engineering,2,2023,Semester 2,2025,Website Form,1.5,1,Primary,1,0,84.1,56.3,1,0,Graduated,0
GTC-00484,37,Female,Main Campus - Gaborone,Diploma in Engineering,2,2024,Semester 1,2026,Website Form,83.4,1,Primary,1,0,72.1,57.1,0,1,Active,1
GTC-00485,36,Female,Block 8 Campus,Certificate in Hospitality,1,2025,Semester 1,2026,School Fair,2.3,0,None,1,0,64.1,42.8,2,3,Dropped Out,0
GTC-00486,22,Female,Main Campus - Gaborone,Diploma in IT,2,2023,Semester 2,2025,Website Form,11.8,1,None,0,0,78.7,59.4,1,0,Graduated,0
GTC-00487,25,Male,Extension Campus - Mogoditshane,Diploma in IT,2,2025,Semester 1,2027,School Fair,51.9,1,Secondary,1,0,89.3,79.3,0,0,Active,0
GTC-00488,22,Male,Main Campus - Gaborone,Certificate in Hospitality,1,2023,Semester 1,2024,Agent,61.8,1,Primary,1,1,74.1,30.0,3,3,Dropped Out,0
