request_id,department,service_type,channel,district,officer_id,submit_date,resolution_date,sla_target_days,actual_days,within_sla,sla_breach_days,escalated,status,complexity,citizen_satisfaction
BPS-03631,Land Board,Land Allocation,Post,Palapye,LBD-006,2023-12-26,2024-04-15,21,111.0,0,90.0,1,Resolved,1.5,1.0
BPS-02122,BURS,Tax Registration,In-Person,Francistown,BRS-012,2024-11-20,2024-12-02,10,12.2,0,2.2,0,Resolved,0.9,2.4
BPS-01875,Police,Case Registration,Phone,Serowe,POL-008,2023-12-03,2023-12-09,5,6.4,0,1.4,0,Resolved,1.1,3.0
BPS-00812,Health,Facility Request,In-Person,Lobatse,HLT-004,2022-10-24,2022-10-28,7,4.3,1,0.0,0,Resolved,1.1,4.5
BPS-00388,Health,Facility Request,In-Person,Kanye,HLT-007,2023-01-18,2023-01-30,7,12.3,0,5.3,0,Resolved,1.1,
BPS-02883,Social Welfare,Destitute Support,In-Person,Serowe,SWL-004,2023-03-10,2023-03-27,21,17.6,1,0.0,0,Resolved,1.3,3.9
BPS-01176,Education,School Admin,In-Person,Kanye,EDU-009,2024-03-26,2024-04-03,14,8.8,1,0.0,0,Resolved,0.8,4.1
BPS-03198,Immigration,Border Documentation,Digital,Lobatse,IMG-003,2024-03-20,2024-03-27,30,7.3,1,0.0,0,Resolved,0.9,3.8
BPS-02624,Social Welfare,Orphan Welfare,Phone,Gaborone,SWL-005,2023-05-13,2023-06-13,21,31.6,0,10.6,1,Resolved,1.2,1.4
BPS-01352,Education,Student Enrollment,In-Person,Maun,EDU-009,2023-07-01,2023-07-05,14,4.0,1,0.0,0,Resolved,0.9,4.3
BPS-00411,Health,Medical Certificate,Phone,Molepolole,HLT-010,2023-10-17,2023-10-22,7,5.3,1,0.0,0,Resolved,0.8,3.4
BPS-04213,Works,Asset Management,Phone,Lobatse,WRK-002,2023-02-21,2023-03-09,14,16.5,0,2.5,1,Resolved,1.1,
BPS-00110,Health,Specialist Referral,Digital,Francistown,HLT-007,2022-07-25,2022-07-28,7,3.6,1,0.0,0,Resolved,1.2,4.5
BPS-04996,Motor Registry,Vehicle Licensing,Phone,Gaborone,MTR-006,2024-06-06,2024-06-07,5,1.0,1,0.0,0,Resolved,0.9,4.8
BPS-03430,Immigration,Permanent Residency,Digital,Maun,IMG-006,2022-02-02,2022-03-09,30,35.5,0,5.5,0,Resolved,1.4,
BPS-02810,Social Welfare,Social Grant,Post,Serowe,SWL-006,2024-11-12,2024-12-02,21,20.0,1,0.0,0,Resolved,1.0,4.0
BPS-02595,Social Welfare,Destitute Support,Digital,Maun,SWL-003,2023-01-11,2023-01-31,21,20.1,1,0.0,0,Resolved,1.3,4.4
BPS-02837,Social Welfare,Social Grant,Digital,Maun,SWL-001,2024-12-02,2024-12-22,21,20.7,1,0.0,0,Resolved,1.0,3.8
BPS-02373,BURS,Tax Registration,In-Person,Palapye,BRS-002,2024-08-05,2024-08-12,10,7.6,1,0.0,0,Resolved,0.9,3.7
BPS-01236,Education,Teacher Posting,In-Person,Serowe,EDU-009,2023-12-16,2024-01-10,14,25.5,0,11.5,0,Resolved,1.3,
BPS-02147,BURS,VAT Filing,Digital,Lobatse,BRS-005,2024-02-07,2024-02-08,10,1.9,1,0.0,0,Resolved,1.0,4.4
BPS-04976,Motor Registry,Number Plate,In-Person,Francistown,MTR-007,2024-05-16,2024-05-17,5,1.0,1,0.0,0,Resolved,0.8,4.1
BPS-00600,Health,Patient Query,Digital,Kanye,HLT-011,2022-08-09,2022-08-14,7,5.6,1,0.0,0,Resolved,0.7,4.4
BPS-01435,Education,Teacher Posting,In-Person,Molepolole,EDU-004,2022-12-18,2023-01-01,14,14.8,0,0.8,1,Resolved,1.3,1.9
BPS-04997,Motor Registry,Driver Licence,In-Person,Lobatse,MTR-001,2024-05-22,2024-05-25,5,3.6,1,0.0,0,Resolved,0.95,4.6
BPS-00539,Health,Specialist Referral,Post,Kanye,HLT-005,2023-10-28,2023-11-10,7,13.3,0,6.3,0,Resolved,1.2,2.3
BPS-00722,Health,Facility Request,In-Person,Kanye,HLT-003,2023-03-27,2023-03-29,7,2.2,1,0.0,0,Resolved,1.1,3.6
BPS-04411,Motor Registry,Vehicle Licensing,In-Person,Serowe,MTR-009,2024-10-23,2024-10-24,5,1.3,1,0.0,0,Resolved,0.9,4.6
BPS-01873,Police,Clearance Certificate,In-Person,Palapye,POL-002,2024-09-20,2024-09-21,5,1.9,1,0.0,0,Resolved,0.85,4.1
BPS-02846,Social Welfare,Old Age Pension,Post,Kanye,SWL-001,2022-08-06,2022-08-19,21,13.3,1,0.0,0,Resolved,1.1,3.4
BPS-02054,BURS,Assessment Dispute,In-Person,Kanye,BRS-005,2024-05-17,2024-05-28,10,11.3,0,1.3,0,Resolved,1.5,2.6
BPS-02908,Social Welfare,Destitute Support,Phone,Palapye,SWL-003,2024-05-05,2024-05-16,21,11.9,1,0.0,0,Resolved,1.3,3.5
BPS-02255,BURS,Assessment Dispute,Phone,Kanye,BRS-009,2023-01-30,2023-02-03,10,4.7,1,0.0,0,Resolved,1.5,4.8
BPS-03913,Works,Utility Request,Digital,Kanye,WRK-004,2025-01-13,2025-01-24,14,11.6,1,0.0,0,Resolved,0.9,
BPS-00178,Health,Medical Certificate,Digital,Molepolole,HLT-004,2023-01-19,2023-01-24,7,5.7,1,0.0,0,Resolved,0.8,4.2
BPS-02891,Social Welfare,Social Grant,Digital,Francistown,SWL-007,2022-09-14,2022-09-28,21,14.7,1,0.0,0,Resolved,1.0,4.1
BPS-03674,Land Board,Land Use Approval,Post,Francistown,LBD-003,2022-03-03,2022-07-07,21,126.2,0,105.2,1,Resolved,1.6,1.1
BPS-00081,Health,Facility Request,In-Person,Lobatse,HLT-010,2022-07-25,2022-07-31,7,6.5,1,0.0,0,Resolved,1.1,3.7
BPS-02562,Social Welfare,Orphan Welfare,In-Person,Kanye,SWL-004,2024-02-04,2024-02-27,21,23.7,0,2.7,1,Resolved,1.2,
BPS-01724,Police,Clearance Certificate,In-Person,Maun,POL-010,2023-09-11,2023-09-15,5,4.2,1,0.0,0,Resolved,0.85,4.0
BPS-01618,Police,Case Registration,Digital,Molepolole,POL-013,2022-06-11,2022-06-12,5,1.0,1,0.0,0,Resolved,1.1,4.7
BPS-01655,Police,Clearance Certificate,Digital,Kanye,POL-013,2024-09-28,2024-10-02,5,4.1,1,0.0,0,Resolved,0.85,4.6
BPS-02329,BURS,Assessment Dispute,Phone,Gaborone,BRS-010,2024-06-30,2024-07-14,10,14.1,0,4.1,0,Resolved,1.5,3.4
BPS-04614,Motor Registry,Driver Licence,In-Person,Francistown,MTR-006,2024-09-19,2024-09-22,5,3.7,1,0.0,0,Resolved,0.95,
BPS-00222,Health,Medical Certificate,Digital,Serowe,HLT-009,2023-10-28,2023-10-29,7,1.7,1,0.0,0,Resolved,0.8,4.3
BPS-00094,Health,Facility Request,Phone,Molepolole,HLT-003,2024-10-04,2024-10-10,7,6.3,1,0.0,0,Resolved,1.1,3.9
BPS-02610,Social Welfare,Orphan Welfare,Digital,Kanye,SWL-002,2024-12-16,2025-01-06,21,21.3,0,0.3,0,Resolved,1.2,
BPS-03383,Immigration,Work Permit,Post,Francistown,IMG-007,2023-10-02,2023-11-16,30,45.5,0,15.5,0,Resolved,1.2,2.3
BPS-04416,Motor Registry,Driver Licence,Digital,Serowe,MTR-015,2023-03-27,2023-03-31,5,4.9,1,0.0,0,Resolved,0.95,5.0
BPS-01398,Education,Scholarship Application,In-Person,Palapye,EDU-006,2024-08-15,2024-08-26,14,11.4,1,0.0,0,Resolved,1.4,
BPS-04687,Motor Registry,Number Plate,Post,Francistown,MTR-009,2024-04-01,2024-04-03,5,2.5,1,0.0,0,Resolved,0.8,
BPS-01293,Education,Student Enrollment,In-Person,Kanye,EDU-001,2024-07-17,2024-07-26,14,9.5,1,0.0,0,Resolved,0.9,4.4
BPS-02165,BURS,Assessment Dispute,Post,Gaborone,BRS-005,2022-07-16,2022-08-11,10,26.1,0,16.1,0,Resolved,1.5,2.9
BPS-02940,Social Welfare,Social Grant,Phone,Palapye,SWL-008,2022-08-26,2022-09-10,21,15.1,1,0.0,0,Resolved,1.0,4.2
BPS-03669,Land Board,Land Use Approval,In-Person,Kanye,LBD-006,2023-09-22,2023-12-03,21,72.6,0,51.6,1,Resolved,1.6,1.8
BPS-00813,Health,Medical Certificate,Digital,Gaborone,HLT-010,2022-04-22,2022-04-27,7,5.3,1,0.0,0,Resolved,0.8,
BPS-01259,Education,Student Enrollment,In-Person,Lobatse,EDU-003,2022-03-31,2022-04-07,14,7.0,1,0.0,0,Resolved,0.9,4.6
BPS-00890,Education,Student Enrollment,Digital,Francistown,EDU-007,2022-09-05,2022-09-14,14,9.8,1,0.0,0,Resolved,0.9,4.6
BPS-01452,Education,Scholarship Application,In-Person,Gaborone,EDU-007,2024-04-02,2024-04-28,14,26.7,0,12.7,0,Resolved,1.4,
BPS-03317,Immigration,Work Permit,Phone,Kanye,IMG-006,2022-10-31,2022-11-27,30,27.6,1,0.0,0,Resolved,1.2,3.5
BPS-02560,Social Welfare,Orphan Welfare,Digital,Maun,SWL-004,2023-10-19,2023-11-08,21,20.2,1,0.0,0,Resolved,1.2,3.4
BPS-03575,Land Board,Land Use Approval,In-Person,Serowe,LBD-002,2023-12-30,2024-02-08,21,40.3,0,19.3,1,Resolved,1.6,1.0
BPS-02681,Social Welfare,Destitute Support,Phone,Lobatse,SWL-003,2025-01-14,2025-02-08,21,25.9,0,4.9,0,Resolved,1.3,2.6
BPS-04652,Motor Registry,Vehicle Licensing,In-Person,Molepolole,MTR-007,2022-01-26,2022-01-27,5,1.4,1,0.0,0,Resolved,0.9,
BPS-04812,Motor Registry,Vehicle Licensing,Digital,Serowe,MTR-001,2023-04-18,2023-04-19,5,1.0,1,0.0,0,Resolved,0.9,4.9
BPS-04680,Motor Registry,Roadworthy Certificate,In-Person,Gaborone,MTR-002,2022-01-12,2022-01-16,5,4.1,1,0.0,0,Resolved,1.0,4.3
BPS-02965,Social Welfare,Destitute Support,In-Person,Molepolole,SWL-003,2024-11-30,2025-01-05,21,36.6,0,15.6,0,Resolved,1.3,2.7
BPS-02673,Social Welfare,Destitute Support,Phone,Gaborone,SWL-004,2022-10-21,2022-11-13,21,23.3,0,2.3,0,Resolved,1.3,
BPS-00562,Health,Medical Certificate,Phone,Francistown,HLT-004,2023-04-29,2023-05-07,7,8.4,0,1.4,1,Resolved,0.8,1.9
BPS-02779,Social Welfare,Destitute Support,In-Person,Palapye,SWL-004,2024-05-17,2024-06-07,21,21.1,0,0.1,0,Resolved,1.3,2.1
BPS-02949,Social Welfare,Old Age Pension,In-Person,Kanye,SWL-002,2024-10-06,2024-10-24,21,18.9,1,0.0,0,Resolved,1.1,
BPS-02818,Social Welfare,Destitute Support,In-Person,Palapye,SWL-004,2022-07-01,2022-07-28,21,27.2,0,6.2,0,Resolved,1.3,2.4
BPS-02759,Social Welfare,Destitute Support,Digital,Maun,SWL-002,2023-04-10,2023-04-21,21,11.1,1,0.0,0,Resolved,1.3,3.9
BPS-01757,Police,Document Request,In-Person,Kanye,POL-014,2024-05-14,2024-05-15,5,1.6,1,0.0,0,Resolved,0.75,3.1
BPS-00725,Health,Patient Query,In-Person,Maun,HLT-004,2022-01-11,2022-01-15,7,4.4,1,0.0,0,Resolved,0.7,4.1
BPS-00220,Health,Facility Request,In-Person,Serowe,HLT-011,2022-03-06,2022-03-11,7,5.7,1,0.0,0,Resolved,1.1,
BPS-04140,Works,Asset Management,Post,Serowe,WRK-001,2023-08-16,2023-09-02,14,17.5,0,3.5,1,Resolved,1.1,
BPS-03958,Works,Infrastructure Defect,In-Person,Palapye,WRK-007,2022-03-22,2022-04-05,14,14.4,0,0.4,1,Resolved,1.2,1.6
BPS-01589,Police,Document Request,Phone,Francistown,POL-002,2022-04-26,2022-04-27,5,1.5,1,0.0,0,Resolved,0.75,3.6
BPS-03348,Immigration,Border Documentation,Post,Francistown,IMG-005,2024-04-14,2024-05-31,30,47.0,0,17.0,0,Resolved,0.9,2.1
BPS-03971,Works,Asset Management,Phone,Francistown,WRK-006,2023-06-11,2023-06-20,14,9.2,1,0.0,0,Resolved,1.1,3.6
BPS-04708,Motor Registry,Roadworthy Certificate,In-Person,Gaborone,MTR-007,2022-08-17,2022-08-18,5,1.0,1,0.0,0,Resolved,1.0,
BPS-00044,Health,Medical Certificate,Phone,Serowe,HLT-004,2024-07-31,2024-08-02,7,2.7,1,0.0,0,Resolved,0.8,4.6
BPS-03002,Social Welfare,Destitute Support,In-Person,Gaborone,SWL-006,2023-07-17,2023-08-02,21,16.4,1,0.0,0,Resolved,1.3,3.7
BPS-00211,Health,Patient Query,In-Person,Palapye,HLT-011,2023-08-09,2023-08-12,7,3.7,1,0.0,0,Resolved,0.7,3.8
BPS-00678,Health,Patient Query,In-Person,Lobatse,HLT-010,2023-07-18,2023-07-26,7,8.1,0,1.1,1,Resolved,0.7,
BPS-00355,Health,Medical Certificate,Digital,Palapye,HLT-004,2023-09-24,2023-09-25,7,1.5,1,0.0,0,Resolved,0.8,
BPS-01434,Education,Scholarship Application,In-Person,Palapye,EDU-009,2022-07-30,2022-08-10,14,11.5,1,0.0,0,Resolved,1.4,
BPS-00950,Education,Scholarship Application,In-Person,Molepolole,EDU-008,2024-04-17,2024-05-03,14,16.8,0,2.8,0,Resolved,1.4,
BPS-02844,Social Welfare,Destitute Support,In-Person,Lobatse,SWL-006,2024-09-23,2024-10-06,21,13.0,1,0.0,0,Resolved,1.3,3.6
BPS-00578,Health,Facility Request,Phone,Maun,HLT-003,2024-04-02,2024-04-09,7,7.0,1,0.0,0,Resolved,1.1,4.0
BPS-03929,Works,Property Maintenance,In-Person,Palapye,WRK-007,2022-01-10,2022-01-17,14,7.3,1,0.0,0,Resolved,1.0,3.3
BPS-00545,Health,Facility Request,In-Person,Lobatse,HLT-004,2024-06-26,2024-06-27,7,1.0,1,0.0,0,Resolved,1.1,3.8
BPS-00368,Health,Medical Certificate,Phone,Molepolole,HLT-004,2023-12-28,2024-01-04,7,7.3,0,0.3,1,Resolved,0.8,
BPS-01613,Police,Document Request,In-Person,Palapye,POL-008,2023-06-29,2023-07-04,5,5.4,0,0.4,0,Resolved,0.75,2.8
BPS-03551,Land Board,Land Use Approval,Phone,Molepolole,LBD-003,2023-01-21,2023-03-18,21,56.5,0,35.5,1,Resolved,1.6,1.2
BPS-03717,Land Board,Land Use Approval,Phone,Lobatse,LBD-001,2024-01-06,2024-06-06,21,152.3,0,131.3,1,Resolved,1.6,1.2
BPS-03780,Land Board,Land Allocation,In-Person,Serowe,LBD-004,2024-12-22,2025-03-02,21,70.0,0,49.0,1,Resolved,1.5,1.0
BPS-00136,Health,Facility Request,In-Person,Serowe,HLT-002,2024-05-30,2024-06-10,7,11.2,0,4.2,0,Resolved,1.1,2.8
BPS-04481,Motor Registry,Number Plate,Phone,Lobatse,MTR-005,2023-10-20,2023-10-21,5,1.0,1,0.0,0,Resolved,0.8,4.4
BPS-01438,Education,School Admin,In-Person,Gaborone,EDU-007,2024-04-17,2024-04-30,14,13.9,1,0.0,0,Resolved,0.8,4.7
BPS-00048,Health,Medical Certificate,In-Person,Serowe,HLT-010,2023-06-06,2023-06-14,7,8.5,0,1.5,0,Resolved,0.8,2.8
BPS-01361,Education,Scholarship Application,In-Person,Lobatse,EDU-004,2023-03-23,2023-04-07,14,15.8,0,1.8,1,Resolved,1.4,2.3
BPS-00735,Health,Medical Certificate,In-Person,Palapye,HLT-006,2024-09-22,2024-09-27,7,5.5,1,0.0,0,Resolved,0.8,4.0
BPS-01535,Police,Protection Service,In-Person,Palapye,POL-001,2022-07-22,2022-07-26,5,4.5,1,0.0,0,Resolved,1.3,3.8
BPS-02005,BURS,Tax Registration,Post,Kanye,BRS-005,2024-12-22,2024-12-24,10,2.8,1,0.0,0,Resolved,0.9,
BPS-03796,Land Board,Land Certificate,Phone,Palapye,LBD-001,2023-03-30,2023-05-14,21,45.5,0,24.5,1,Resolved,1.2,1.1
BPS-02520,Social Welfare,Orphan Welfare,In-Person,Molepolole,SWL-003,2022-06-07,2022-06-20,21,13.0,1,0.0,0,Resolved,1.2,
BPS-01973,Police,Protection Service,Phone,Francistown,POL-008,2023-03-15,2023-03-19,5,4.3,1,0.0,0,Resolved,1.3,4.0
BPS-00997,Education,School Admin,In-Person,Palapye,EDU-003,2023-02-05,2023-02-21,14,16.0,0,2.0,1,Resolved,0.8,2.5
BPS-00062,Health,Medical Certificate,Post,Molepolole,HLT-005,2024-05-08,2024-05-12,7,4.1,1,0.0,0,Resolved,0.8,3.8
BPS-01109,Education,Scholarship Application,In-Person,Lobatse,EDU-002,2024-10-19,2024-10-29,14,10.9,1,0.0,0,Resolved,1.4,3.3
BPS-02406,BURS,Tax Registration,In-Person,Molepolole,BRS-003,2022-09-30,2022-10-10,10,10.5,0,0.5,0,Resolved,0.9,3.5
BPS-00096,Health,Medical Certificate,In-Person,Lobatse,HLT-006,2023-10-25,2023-10-27,7,2.7,1,0.0,0,Resolved,0.8,4.5
BPS-00479,Health,Patient Query,Post,Maun,HLT-001,2022-09-10,2022-09-24,7,14.8,0,7.8,0,Resolved,0.7,2.8
BPS-04360,Motor Registry,Number Plate,In-Person,Gaborone,MTR-009,2023-02-19,2023-02-22,5,3.8,1,0.0,0,Resolved,0.8,3.9
BPS-04113,Works,Property Maintenance,In-Person,Maun,WRK-001,2024-10-09,2024-10-30,14,21.1,0,7.1,1,Resolved,1.0,1.5
BPS-03708,Land Board,Land Allocation,In-Person,Serowe,LBD-005,2023-03-02,2023-06-19,21,109.1,0,88.1,1,Resolved,1.5,1.0
BPS-01102,Education,Student Enrollment,Phone,Francistown,EDU-001,2025-01-15,2025-01-16,14,1.0,1,0.0,0,Resolved,0.9,3.7
BPS-02747,Social Welfare,Destitute Support,In-Person,Lobatse,SWL-001,2024-01-27,2024-02-20,21,24.5,0,3.5,0,Resolved,1.3,2.4
BPS-02171,BURS,VAT Filing,Digital,Serowe,BRS-002,2024-02-03,2024-02-11,10,8.0,1,0.0,0,Resolved,1.0,4.4
BPS-00323,Health,Facility Request,In-Person,Lobatse,HLT-003,2022-11-22,2022-11-27,7,5.6,1,0.0,0,Resolved,1.1,
BPS-04255,Works,Infrastructure Defect,In-Person,Lobatse,WRK-006,2023-07-31,2023-08-18,14,18.0,0,4.0,0,Resolved,1.2,2.8
BPS-03143,Immigration,Citizenship Application,Post,Serowe,IMG-001,2023-09-30,2023-11-17,30,48.8,0,18.8,1,Resolved,1.6,1.5
BPS-03538,Land Board,Land Use Approval,Phone,Francistown,LBD-005,2022-10-16,2022-12-05,21,50.4,0,29.4,1,Resolved,1.6,1.0
BPS-04926,Motor Registry,Roadworthy Certificate,In-Person,Molepolole,MTR-013,2024-04-03,2024-04-04,5,1.0,1,0.0,0,Resolved,1.0,5.0
BPS-02925,Social Welfare,Orphan Welfare,In-Person,Kanye,SWL-004,2023-01-27,2023-02-17,21,21.2,0,0.2,0,Resolved,1.2,2.3
BPS-01150,Education,School Admin,In-Person,Serowe,EDU-004,2022-01-30,2022-02-04,14,5.5,1,0.0,0,Resolved,0.8,4.4
BPS-03618,Land Board,Consent to Transfer,Digital,Francistown,LBD-001,2024-04-28,2024-06-05,21,38.8,0,17.8,1,Resolved,1.3,1.4
BPS-00292,Health,Facility Request,Phone,Molepolole,HLT-002,2024-10-19,2024-10-24,7,5.2,1,0.0,0,Resolved,1.1,4.3
BPS-03750,Land Board,Land Allocation,Digital,Palapye,LBD-001,2023-08-29,2023-09-20,21,22.3,0,1.3,1,Resolved,1.5,1.0
BPS-03587,Land Board,Consent to Transfer,Post,Serowe,LBD-004,2023-08-17,2023-10-15,21,59.7,0,38.7,1,Resolved,1.3,1.1
BPS-00534,Health,Facility Request,In-Person,Maun,HLT-003,2023-04-14,2023-04-17,7,3.5,1,0.0,0,Resolved,1.1,3.4
BPS-03608,Land Board,Land Allocation,Phone,Kanye,LBD-004,2024-12-30,,21,92.1,0,71.1,1,Pending,1.5,
BPS-02649,Social Welfare,Destitute Support,Digital,Molepolole,SWL-008,2023-10-21,2023-11-08,21,18.2,1,0.0,0,Resolved,1.3,
BPS-04811,Motor Registry,Number Plate,Post,Francistown,MTR-015,2023-06-23,2023-06-25,5,2.9,1,0.0,0,Resolved,0.8,5.0
BPS-01984,Police,Case Registration,In-Person,Molepolole,POL-007,2022-08-03,2022-08-10,5,7.0,0,2.0,1,Resolved,1.1,2.3
BPS-02933,Social Welfare,Old Age Pension,In-Person,Serowe,SWL-004,2024-11-08,2024-11-21,21,13.5,1,0.0,0,Resolved,1.1,3.9
BPS-01537,Police,Protection Service,In-Person,Francistown,POL-007,2024-10-01,2024-10-08,5,7.3,0,2.3,0,Resolved,1.3,2.6
BPS-04535,Motor Registry,Number Plate,In-Person,Gaborone,MTR-012,2024-08-29,2024-09-02,5,4.7,1,0.0,0,Resolved,0.8,4.8
BPS-04173,Works,Infrastructure Defect,Phone,Lobatse,WRK-003,2023-09-25,2023-10-05,14,10.5,1,0.0,0,Resolved,1.2,
BPS-03361,Immigration,Citizenship Application,Phone,Kanye,IMG-001,2023-08-03,2023-08-24,30,21.8,1,0.0,0,Resolved,1.6,
BPS-03666,Land Board,Consent to Transfer,Digital,Molepolole,LBD-003,2022-06-18,2022-07-13,21,25.0,0,4.0,1,Resolved,1.3,1.0
BPS-04006,Works,Utility Request,In-Person,Molepolole,WRK-009,2023-06-11,2023-06-25,14,14.7,0,0.7,0,Resolved,0.9,2.4
BPS-03627,Land Board,Land Allocation,In-Person,Gaborone,LBD-003,2025-01-18,2025-03-09,21,50.4,0,29.4,1,Resolved,1.5,1.3
BPS-00587,Health,Patient Query,Phone,Molepolole,HLT-007,2022-09-04,2022-09-07,7,3.5,1,0.0,0,Resolved,0.7,3.8
BPS-03257,Immigration,Work Permit,Post,Palapye,IMG-003,2022-07-24,2022-08-19,30,26.7,1,0.0,0,Resolved,1.2,3.5
BPS-02299,BURS,Assessment Dispute,In-Person,Francistown,BRS-004,2023-04-02,2023-04-16,10,14.6,0,4.6,1,Resolved,1.5,1.8
BPS-03989,Works,Infrastructure Defect,In-Person,Palapye,WRK-006,2023-09-14,2023-10-12,14,28.0,0,14.0,0,Resolved,1.2,3.0
BPS-00585,Health,Medical Certificate,Digital,Maun,HLT-008,2024-09-26,2024-09-30,7,4.5,1,0.0,0,Resolved,0.8,3.8
BPS-02424,BURS,Assessment Dispute,In-Person,Maun,BRS-003,2024-01-09,2024-01-21,10,12.8,0,2.8,1,Resolved,1.5,2.9
BPS-01392,Education,Teacher Posting,In-Person,Molepolole,EDU-001,2023-01-07,2023-01-17,14,10.6,1,0.0,0,Resolved,1.3,3.8
BPS-04526,Motor Registry,Roadworthy Certificate,In-Person,Kanye,MTR-004,2023-04-21,2023-04-26,5,5.3,0,0.3,0,Resolved,1.0,3.4
BPS-04921,Motor Registry,Roadworthy Certificate,Post,Serowe,MTR-005,2023-02-07,2023-02-13,5,6.7,0,1.7,0,Resolved,1.0,3.2
BPS-04801,Motor Registry,Roadworthy Certificate,Digital,Lobatse,MTR-011,2023-02-07,2023-02-09,5,2.3,1,0.0,0,Resolved,1.0,5.0
BPS-03241,Immigration,Permanent Residency,In-Person,Gaborone,IMG-004,2022-01-22,2022-03-01,30,38.7,0,8.7,0,Resolved,1.4,
BPS-04282,Works,Asset Management,Post,Molepolole,WRK-004,2023-05-05,2023-05-11,14,6.4,1,0.0,0,Resolved,1.1,
BPS-03339,Immigration,Permanent Residency,Post,Palapye,IMG-001,2022-08-14,2022-10-06,30,53.7,0,23.7,0,Resolved,1.4,2.6
BPS-03221,Immigration,Permanent Residency,In-Person,Molepolole,IMG-001,2022-11-16,2022-12-11,30,25.2,1,0.0,0,Resolved,1.4,4.0
BPS-02112,BURS,VAT Filing,In-Person,Maun,BRS-008,2024-10-27,2024-11-04,10,8.2,1,0.0,0,Resolved,1.0,4.6
BPS-01175,Education,Scholarship Application,Phone,Palapye,EDU-002,2022-12-09,2022-12-21,14,12.2,1,0.0,0,Resolved,1.4,3.5
BPS-04863,Motor Registry,Number Plate,Digital,Molepolole,MTR-013,2024-12-28,2024-12-30,5,2.4,1,0.0,0,Resolved,0.8,
BPS-03812,Land Board,Land Certificate,Digital,Gaborone,LBD-002,2023-04-12,2023-05-28,21,46.9,0,25.9,1,Resolved,1.2,
BPS-01868,Police,Document Request,In-Person,Molepolole,POL-009,2022-03-29,2022-04-03,5,5.5,0,0.5,0,Resolved,0.75,2.1
BPS-02615,Social Welfare,Destitute Support,In-Person,Maun,SWL-006,2024-08-14,2024-09-11,21,28.8,0,7.8,0,Resolved,1.3,
BPS-03867,Works,Utility Request,In-Person,Francistown,WRK-007,2023-06-07,2023-06-20,14,13.9,1,0.0,0,Resolved,0.9,3.7
BPS-04886,Motor Registry,Vehicle Licensing,Phone,Lobatse,MTR-011,2022-06-29,2022-06-30,5,1.0,1,0.0,0,Resolved,0.9,
BPS-03779,Land Board,Land Use Approval,Phone,Palapye,LBD-003,2022-02-07,2022-02-22,21,15.2,1,0.0,0,Resolved,1.6,3.4
BPS-03847,Land Board,Consent to Transfer,In-Person,Molepolole,LBD-005,2022-04-05,2022-07-02,21,88.6,0,67.6,0,Resolved,1.3,1.1
BPS-02417,BURS,Tax Registration,Digital,Molepolole,BRS-004,2025-01-18,2025-01-24,10,6.2,1,0.0,0,Resolved,0.9,4.5
BPS-00071,Health,Medical Certificate,Digital,Francistown,HLT-005,2022-03-26,2022-03-29,7,3.5,1,0.0,0,Resolved,0.8,4.6
BPS-04881,Motor Registry,Number Plate,In-Person,Serowe,MTR-008,2025-01-15,2025-01-18,5,3.3,1,0.0,0,Resolved,0.8,4.9
BPS-01127,Education,School Admin,In-Person,Francistown,EDU-006,2023-09-25,2023-10-06,14,11.2,1,0.0,0,Resolved,0.8,4.1
BPS-04025,Works,Property Maintenance,In-Person,Gaborone,WRK-005,2023-01-10,2023-01-19,14,9.6,1,0.0,0,Resolved,1.0,3.6
BPS-03251,Immigration,Citizenship Application,In-Person,Maun,IMG-001,2022-12-23,2023-02-13,30,52.1,0,22.1,0,Resolved,1.6,
BPS-03902,Works,Utility Request,Phone,Lobatse,WRK-001,2024-03-13,2024-03-22,14,9.9,1,0.0,0,Resolved,0.9,3.9
BPS-01096,Education,Student Enrollment,Digital,Lobatse,EDU-007,2023-02-27,2023-03-06,14,7.3,1,0.0,0,Resolved,0.9,4.1
BPS-04546,Motor Registry,Roadworthy Certificate,In-Person,Gaborone,MTR-009,2024-08-29,2024-09-02,5,4.1,1,0.0,0,Resolved,1.0,5.0
BPS-01213,Education,School Admin,Post,Lobatse,EDU-005,2023-01-26,2023-02-04,14,9.4,1,0.0,0,Resolved,0.8,4.2
BPS-03922,Works,Infrastructure Defect,In-Person,Francistown,WRK-006,2024-07-14,2024-07-31,14,17.0,0,3.0,0,Resolved,1.2,
BPS-01426,Education,Scholarship Application,In-Person,Francistown,EDU-004,2022-09-29,2022-10-02,14,3.4,1,0.0,0,Resolved,1.4,
BPS-03067,Social Welfare,Old Age Pension,Digital,Gaborone,SWL-007,2022-09-06,2022-09-29,21,23.1,0,2.1,0,Resolved,1.1,2.3
BPS-04520,Motor Registry,Number Plate,In-Person,Kanye,MTR-002,2024-09-27,2024-09-28,5,1.1,1,0.0,0,Resolved,0.8,5.0
BPS-02101,BURS,VAT Filing,In-Person,Palapye,BRS-002,2024-02-12,2024-02-22,10,10.7,0,0.7,1,Resolved,1.0,2.5
BPS-00808,Health,Specialist Referral,In-Person,Francistown,HLT-010,2024-12-04,2024-12-09,7,5.0,1,0.0,0,Resolved,1.2,3.5
